"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Displaying the default number of rows on the RowsPerPage selector","4763","testCountSelectorRows","suite name","Sun Aug 10 11:22:24 GMT 2025","passed","Sun Aug 10 11:22:28 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testCountSelectorRows"
"Error message 'From should be lesser than To' appears","2850","testErrorMessageByAmount","suite name","Sun Aug 10 11:37:02 GMT 2025","passed","Sun Aug 10 11:37:05 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testErrorMessageByAmount"
"Verify that 'NPGW reference' and 'Business unit reference' fields appear when clicking on 'Trx IDs'.","6015","testTransactionSearchByNpgwReference","suite name","Sun Aug 10 11:38:10 GMT 2025","passed","Sun Aug 10 11:38:16 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testTransactionSearchByNpgwReference"
"Verify system admin can be deleted","8586","testDeleteSystemAdmin","suite name","Sun Aug 10 11:37:03 GMT 2025","passed","Sun Aug 10 11:37:12 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testDeleteSystemAdmin"
"Verify that users can be sorted in reverse alphabetical order","2157","testCheckSortingListOfUsersReverse","suite name","Sun Aug 10 11:33:50 GMT 2025","passed","Sun Aug 10 11:33:52 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testCheckSortingListOfUsersReverse"
"Unauthenticated users are automatically redirected to the 'Login page'","1314","testUnauthenticatedUserRedirectionToLoginPage","suite name","Sun Aug 10 11:32:28 GMT 2025","passed","Sun Aug 10 11:32:29 GMT 2025","xyz.npgw.test.run.LoginPageTest","test name","xyz.npgw.test.run.LoginPageTest","testUnauthenticatedUserRedirectionToLoginPage"
"Filtering transactions by date range","9721","testFilteringTransactionsByDateRange","suite name","Sun Aug 10 11:27:58 GMT 2025","passed","Sun Aug 10 11:28:08 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testFilteringTransactionsByDateRange"
"Closes the transaction details dialog using both the button and the icon.","13081","testCloseTransactionDetailsDialog","suite name","Sun Aug 10 11:24:58 GMT 2025","passed","Sun Aug 10 11:25:11 GMT 2025","xyz.npgw.test.run.TransactionDetailsTest","test name","xyz.npgw.test.run.TransactionDetailsTest","testCloseTransactionDetailsDialog"
"Compare number of transactions with selected statuses in the table before and after filter","20110","testFilterByStatus","suite name","Sun Aug 10 11:25:31 GMT 2025","passed","Sun Aug 10 11:25:51 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testFilterByStatus"
"Verify default filter state was applied once reset","3726","testResetAppliedFilter","suite name","Sun Aug 10 11:23:03 GMT 2025","passed","Sun Aug 10 11:23:06 GMT 2025","xyz.npgw.test.run.CompaniesAndBusinessUnitsTest","test name","xyz.npgw.test.run.CompaniesAndBusinessUnitsTest","testResetAppliedFilter"
"Error message when trying to create a company with invalid length and special characters.","3618","testErrorForInvalidCompanyNameLengthAndCharacters","suite name","Sun Aug 10 11:22:37 GMT 2025","passed","Sun Aug 10 11:22:41 GMT 2025","xyz.npgw.test.run.CompaniesAndBusinessUnitsTest","test name","xyz.npgw.test.run.CompaniesAndBusinessUnitsTest","testErrorForInvalidCompanyNameLengthAndCharacters"
"Filtering transactions by Currency","6426","testFilterTransactionsByCurrency","suite name","Sun Aug 10 11:27:37 GMT 2025","passed","Sun Aug 10 11:27:43 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testFilterTransactionsByCurrency"
"Verify Acquirer status 'Active/Inactive' is displayed in column 'Status'","9227","testVerifyAcquirerStatus","suite name","Sun Aug 10 11:32:11 GMT 2025","passed","Sun Aug 10 11:32:21 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testVerifyAcquirerStatus"
"Verify that the user can switch to the dark theme","851","testDarkColorThemeSwitch","suite name","Sun Aug 10 11:34:21 GMT 2025","passed","Sun Aug 10 11:34:22 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testDarkColorThemeSwitch"
"New acquirer MID can be successfully set up and displayed correctly in the acquirers table.","11631","testSetupAcquirerMid","suite name","Sun Aug 10 11:36:50 GMT 2025","passed","Sun Aug 10 11:37:02 GMT 2025","xyz.npgw.test.run.AddEditAcquirerTest","test name","xyz.npgw.test.run.AddEditAcquirerTest","testSetupAcquirerMid"
"Check password policy validation error messages when changing password in user menu","15488","testChangePasswordValidationMessages","suite name","Sun Aug 10 11:33:55 GMT 2025","passed","Sun Aug 10 11:34:11 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testChangePasswordValidationMessages"
