"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Log out via button in the Header","985","testLogOutViaButtonInHeader","Surefire suite","Mon May 05 11:17:57 GMT 2025","passed","Mon May 05 11:17:58 GMT 2025","xyz.npgw.test.run.HeaderTest","Surefire test","xyz.npgw.test.run.HeaderTest","testLogOutViaButtonInHeader"
"Company creation with Cyrillic symbols","9565","testAddCompanyWithCyrillicSymbols","Surefire suite","Mon May 05 11:09:00 GMT 2025","passed","Mon May 05 11:09:10 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testAddCompanyWithCyrillicSymbols"
"Selecting the 'Select acquirer' field opens a dropdown with Acquirers list.","3712","testSelectAcquirerDropdownFunctionality","Surefire suite","Mon May 05 11:07:15 GMT 2025","passed","Mon May 05 11:07:18 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","Surefire test","xyz.npgw.test.run.AcquirersPageTest","testSelectAcquirerDropdownFunctionality"
"Displaying selected currency","5905","testFilterDisplaysSelectedCurrency","Surefire suite","Mon May 05 11:15:42 GMT 2025","passed","Mon May 05 11:15:48 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","Surefire test","xyz.npgw.test.run.TransactionsPageTest","testFilterDisplaysSelectedCurrency"
"Verify the default 'Rows Per Page' value is 25 and the dropdown contains the correct options.","4413","testRowsPerPageDropdownOptions","Surefire suite","Mon May 05 11:06:51 GMT 2025","passed","Mon May 05 11:06:55 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","Surefire test","xyz.npgw.test.run.AcquirersPageTest","testRowsPerPageDropdownOptions"
"Verify 'Add business unit' button is disabled if 'Select company' filter's field is cleaned","3268","testVerifyAddBusinessUnitButtonDefaultState","Surefire suite","Mon May 05 11:19:45 GMT 2025","passed","Mon May 05 11:19:48 GMT 2025","xyz.npgw.test.run.AddBusinessUnitTest","Surefire test","xyz.npgw.test.run.AddBusinessUnitTest","testVerifyAddBusinessUnitButtonDefaultState"
"Verify that re-selecting an already selected currency keeps the selection unchanged.","9143","testRetainCurrencyWhenReSelectingSameOption","Surefire suite","Mon May 05 11:04:35 GMT 2025","passed","Mon May 05 11:04:44 GMT 2025","xyz.npgw.test.run.GatewayPageTest","Surefire test","xyz.npgw.test.run.GatewayPageTest","testRetainCurrencyWhenReSelectingSameOption"
"Error message is displayed when start date is after end date.","3814","testErrorMessageForReversedDateRange","Surefire suite","Mon May 05 11:15:22 GMT 2025","passed","Mon May 05 11:15:26 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","Surefire test","xyz.npgw.test.run.TransactionsPageTest","testErrorMessageForReversedDateRange"
"Verify that the 'Add Company' window displays the correct title in the header.","3730","testVerifyAddCompanyWindowTitle","Surefire suite","Mon May 05 11:12:47 GMT 2025","passed","Mon May 05 11:12:51 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testVerifyAddCompanyWindowTitle"
"Verify error appears when creating an Acquirer with a duplicate name.","5059","testCreateAcquirerWithDuplicateNameShowsError","Surefire suite","Mon May 05 11:20:34 GMT 2025","passed","Mon May 05 11:20:39 GMT 2025","xyz.npgw.test.run.AddAcquirerDialogTest","Surefire test","xyz.npgw.test.run.AddAcquirerDialogTest","testCreateAcquirerWithDuplicateNameShowsError"
