"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","Transactions","0","Selector rows options","1","0","","0"
"0","System/Team","0","Add user","1","0","","1"
"1","Transactions","0","Amount","1","0","","0"
"3","System/Companies and business units","0","Add company","12","0","","3"
"0","Login","0","Navigation","5","0","","0"
"0","System/Acquirers","0","Add acquirer","0","0","","1"
"0","System/Acquirers","0","Select acquirer","1","0","","0"
"0","System/Acquirers","2","Acquirers list","0","0","","0"
"0","Transactions","0","Data range","1","0","","0"
"0","System/Companies and business units","0","Add merchant","0","0","","3"
"0","Transactions","0","Number of lines per page field","1","0","","0"
"3","System/Acquirers","1","Status","0","0","","0"
"0","System/Gateway","0","Currency","3","0","","0"
"0","System/Team","0","Navigation","1","0","","0"
"0","Transactions","0","Pagination","0","0","","1"
"0","System/Team","0","Edit user","0","0","","1"
"0","System/Companies and business units","0","Edit company","0","0","","1"
"0","Login","0","Remember me","2","0","","0"
"1","System/Companies and business units","0","Add business unit","0","0","","0"
"0","System/Acquirers","0","Edit acquirers","0","0","","1"
