"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","System/Transaction Management","0","Add adjustment","1","0","","3"
"0","Transactions","0","Export table data","0","0","","1"
"0","Reports","0","Data range","0","0","","1"
"0","Reports","0","Table entries sorting","0","0","","2"
"0","System/Companies and business units","0","Add company","7","0","","0"
"0","Reports","0","Navigation","0","0","","1"
"0","Transactions","0","Settings","2","0","","1"
"0","Transactions","0","Reset filter","0","0","","3"
"0","System/Companies and business units","0","Delete Company","1","0","","0"
"0","Reports","0","Reset filter","0","0","","1"
"0","Transactions","0","Pagination","2","0","","0"
"0","Reports","0","Generate report","0","0","","2"
"0","System/Fraud Control","0","Add Fraud control","1","0","","0"
"0","System/Fraud Control","0","Add/Edit/Delete Fraud Control","2","0","","0"
"0","System/Companies and business units","0","Settings","1","0","","0"
"0","Transactions","0","Filter","1","0","","0"
"0","System/Fraud control","0","Add fraud control","1","0","","0"
"0","Transactions","0","Business unit","0","0","","2"
