"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Log out via button in the user menu","3331","testLogOutViaButtonInUserMenu","suite name","Wed May 21 14:14:46 GMT 2025","passed","Wed May 21 14:14:49 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testLogOutViaButtonInUserMenu"
"Verifies that the status radio buttons ('Active' and 'Inactive') toggle correctly.","4956","testToggleStatusRadioButtonsCorrectly","suite name","Wed May 21 14:19:45 GMT 2025","passed","Wed May 21 14:19:50 GMT 2025","xyz.npgw.test.run.AddAcquirerDialogTest","test name","xyz.npgw.test.run.AddAcquirerDialogTest","testToggleStatusRadioButtonsCorrectly"
"Error message when trying to create a company with invalid length and special characters.","4334","testErrorForInvalidCompanyNameLengthAndCharacters","suite name","Wed May 21 14:18:51 GMT 2025","passed","Wed May 21 14:18:55 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","test name","xyz.npgw.test.run.AddCompanyDialogTest","testErrorForInvalidCompanyNameLengthAndCharacters"
"Check that selecting a company populates the 'Business units list', and when no company is selected, the list is empty with 'No items.'","0","testBusinessUnitsListUpdatesOnCompanySelection","suite name","Wed May 21 14:13:31 GMT 2025","unknown","Wed May 21 14:13:31 GMT 2025","xyz.npgw.test.run.GatewayPageTest","test name","xyz.npgw.test.run.GatewayPageTest","testBusinessUnitsListUpdatesOnCompanySelection"
"Filter acquirers by status.","4782","testFilterAcquirersByStatus","suite name","Wed May 21 14:16:14 GMT 2025","passed","Wed May 21 14:16:18 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testFilterAcquirersByStatus"
"Verify that re-selecting an already selected status keeps the selection unchanged.","8170","testRetainStatusWhenReSelectingSameOption","suite name","Wed May 21 14:16:34 GMT 2025","passed","Wed May 21 14:16:43 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testRetainStatusWhenReSelectingSameOption"
"Verify that user can see Payment Method Options","3495","testTheVisibilityOfThePaymentMethodOptions","suite name","Wed May 21 14:18:48 GMT 2025","passed","Wed May 21 14:18:51 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testTheVisibilityOfThePaymentMethodOptions"
"Verify Acquirer status 'Active/Inactive' is displayed in column 'Status'","6811","testVerifyAcquirerStatus","suite name","Wed May 21 14:17:28 GMT 2025","passed","Wed May 21 14:17:35 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testVerifyAcquirerStatus"
"Create new company admin user","9170","testCreateCompanyAdminUser","suite name","Wed May 21 14:14:45 GMT 2025","passed","Wed May 21 14:14:54 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testCreateCompanyAdminUser"
"Edit Amount","6939","testEditAmount","suite name","Wed May 21 14:16:37 GMT 2025","passed","Wed May 21 14:16:44 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testEditAmount"
"Displaying rows per page options when clicking on Selector Rows","4225","testCountOptionsSelectorRows","suite name","Wed May 21 14:16:07 GMT 2025","passed","Wed May 21 14:16:11 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testCountOptionsSelectorRows"
"Verifies that all form field placeholders are set correctly","6541","testVerifyPlaceholdersEditForm","suite name","Wed May 21 14:15:23 GMT 2025","passed","Wed May 21 14:15:30 GMT 2025","xyz.npgw.test.run.EditAcquirerDialogTest","test name","xyz.npgw.test.run.EditAcquirerDialogTest","testVerifyPlaceholdersEditForm"
"Verify validation messages when creating Acquirer with invalid input.","5138","testDisplayValidationErrorsForInvalidAcquirerInput","suite name","Wed May 21 14:19:37 GMT 2025","passed","Wed May 21 14:19:42 GMT 2025","xyz.npgw.test.run.AddAcquirerDialogTest","test name","xyz.npgw.test.run.AddAcquirerDialogTest","testDisplayValidationErrorsForInvalidAcquirerInput"
"User navigate to 'Login page'","106","testNavigateToLoginPage","suite name","Wed May 21 14:13:48 GMT 2025","passed","Wed May 21 14:13:48 GMT 2025","xyz.npgw.test.run.LoginPageTest","test name","xyz.npgw.test.run.LoginPageTest","testNavigateToLoginPage"
"Verify that the dialog is closed by clicking on the 'Close' icon","1","testVerifyDialogClosedByClickIconClose","suite name","Wed May 21 14:13:31 GMT 2025","unknown","Wed May 21 14:13:31 GMT 2025","xyz.npgw.test.run.EditBusinessUnitDialogTest","test name","xyz.npgw.test.run.EditBusinessUnitDialogTest","testVerifyDialogClosedByClickIconClose"
"Error message is shown for company name is shorter than 4 or longer than 100 characters.","5018","testVerifyErrorMessageForInvalidCompanyNameLength","suite name","Wed May 21 14:19:26 GMT 2025","passed","Wed May 21 14:19:31 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","test name","xyz.npgw.test.run.AddCompanyDialogTest","testVerifyErrorMessageForInvalidCompanyNameLength"
"Edits the user's role and status, verifies the updates, and reactivates the user(e2e).","18025","testEditUser","suite name","Wed May 21 14:16:33 GMT 2025","passed","Wed May 21 14:16:51 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testEditUser"
"Check/Uncheck Visible columns in the Settings and verify table column headers","12461","testCheckUncheckOneVisibleColumn","suite name","Wed May 21 14:15:43 GMT 2025","passed","Wed May 21 14:15:55 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testCheckUncheckOneVisibleColumn"
"Verify, that 'Reset filter' button change 'Currency' to default value ( ALL)","5681","testResetCurrency","suite name","Wed May 21 14:18:22 GMT 2025","passed","Wed May 21 14:18:28 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testResetCurrency"
"Add a new user and verify that all fields, statuses, and icons are correctly displayed(e2e).","11842","testAddCompanyAnalyst","suite name","Wed May 21 14:13:49 GMT 2025","passed","Wed May 21 14:14:01 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testAddCompanyAnalyst"
"Unauthenticated users are automatically redirected to the 'Login page'","1174","testUnauthenticatedUserRedirectionToLoginPage","suite name","Wed May 21 14:14:01 GMT 2025","passed","Wed May 21 14:14:02 GMT 2025","xyz.npgw.test.run.LoginPageTest","test name","xyz.npgw.test.run.LoginPageTest","testUnauthenticatedUserRedirectionToLoginPage"
"Log out via button in the Header","1867","testLogOutViaButtonInHeader","suite name","Wed May 21 14:14:41 GMT 2025","passed","Wed May 21 14:14:43 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testLogOutViaButtonInHeader"
"Verifies that the status radio buttons ('Active' and 'Inactive') toggle correctly.","4861","testToggleStatusRadioButtonsCorrectly","suite name","Wed May 21 14:19:52 GMT 2025","passed","Wed May 21 14:19:57 GMT 2025","xyz.npgw.test.run.AddAcquirerDialogTest","test name","xyz.npgw.test.run.AddAcquirerDialogTest","testToggleStatusRadioButtonsCorrectly"
"Company can be added by filling out required fields","7570","testAddCompanyByFillRequiredFields","suite name","Wed May 21 14:17:51 GMT 2025","passed","Wed May 21 14:17:59 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","test name","xyz.npgw.test.run.AddCompanyDialogTest","testAddCompanyByFillRequiredFields"
