"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Displaying the currency filter on the screen when selecting EUR.","0","testFilterByCurrency","Surefire suite","Thu Apr 17 14:50:16 GMT 2025","unknown","Thu Apr 17 14:50:16 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","Surefire test","xyz.npgw.test.run.TransactionsPageTest","testFilterByCurrency"
"Verify that the 'Add Company' window displays the correct title in the header.","2518","testVerifyAddCompanyWindowTitle","Surefire suite","Thu Apr 17 14:56:31 GMT 2025","passed","Thu Apr 17 14:56:33 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testVerifyAddCompanyWindowTitle"
"Validates successful business unit addition to company (E2E test).","14415","testAddBusinessUnitEndToEndTest","Surefire suite","Thu Apr 17 14:55:24 GMT 2025","passed","Thu Apr 17 14:55:38 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testAddBusinessUnitEndToEndTest"
"Validates successful company creation and correct field persistence (E2E test).","15338","testAddCompanyEndToEndTest","Surefire suite","Thu Apr 17 14:55:04 GMT 2025","passed","Thu Apr 17 14:55:20 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testAddCompanyEndToEndTest"
"Add users with roles [SUPER, ADMIN, USER] as super admin","15899","testAddUser","Surefire suite","Thu Apr 17 14:51:57 GMT 2025","passed","Thu Apr 17 14:52:13 GMT 2025","xyz.npgw.test.run.TeamPageTest","Surefire test","xyz.npgw.test.run.TeamPageTest","testAddUser"
"Verify that clicking the Close button successfully closes the 'Add Company' dialog.","4064","testVerifyCloseAddCompanyDialogWhenCloseButtonIsClicked","Surefire suite","Thu Apr 17 14:56:38 GMT 2025","passed","Thu Apr 17 14:56:42 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testVerifyCloseAddCompanyDialogWhenCloseButtonIsClicked"
"Check if the user can change the password through the profile settings in the user menu","12344","testChangePassword","Surefire suite","Thu Apr 17 14:57:51 GMT 2025","passed","Thu Apr 17 14:58:03 GMT 2025","xyz.npgw.test.run.HeaderComponentTest","Surefire test","xyz.npgw.test.run.HeaderComponentTest","testChangePassword"
"Log out via button in the Header","571","testLogOutViaButtonInHeader","Surefire suite","Thu Apr 17 14:58:13 GMT 2025","passed","Thu Apr 17 14:58:13 GMT 2025","xyz.npgw.test.run.HeaderComponentTest","Surefire test","xyz.npgw.test.run.HeaderComponentTest","testLogOutViaButtonInHeader"
"Unauthenticated users are automatically redirected to the 'Login page'","1521","testUnauthenticatedUserRedirectionToLoginPage","Surefire suite","Thu Apr 17 14:53:00 GMT 2025","passed","Thu Apr 17 14:53:02 GMT 2025","xyz.npgw.test.run.LoginPageTest","Surefire test","xyz.npgw.test.run.LoginPageTest","testUnauthenticatedUserRedirectionToLoginPage"
"Unauthenticated users are automatically redirected to the 'Login page'","1513","testUnauthenticatedUserRedirectionToLoginPage","Surefire suite","Thu Apr 17 14:53:03 GMT 2025","passed","Thu Apr 17 14:53:05 GMT 2025","xyz.npgw.test.run.LoginPageTest","Surefire test","xyz.npgw.test.run.LoginPageTest","testUnauthenticatedUserRedirectionToLoginPage"
"The visibility of the 'Acquirers List' header, which contains a list of Acquirers.","0","testVisibilityHeaderAndAcquirersList","Surefire suite","Thu Apr 17 14:50:16 GMT 2025","unknown","Thu Apr 17 14:50:16 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","Surefire test","xyz.npgw.test.run.AcquirersPageTest","testVisibilityHeaderAndAcquirersList"
"'Create' button is disabled when required fields are not filled.","2756","testCreateButtonDisabledWhenRequiredFieldsAreEmpty","Surefire suite","Thu Apr 17 14:56:00 GMT 2025","passed","Thu Apr 17 14:56:02 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testCreateButtonDisabledWhenRequiredFieldsAreEmpty"
"Error message is shown for company name is shorter than 4 or longer than 100 characters.","3764","testVerifyErrorMessageForInvalidCompanyNameLength","Surefire suite","Thu Apr 17 14:57:09 GMT 2025","passed","Thu Apr 17 14:57:12 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testVerifyErrorMessageForInvalidCompanyNameLength"
"Choose amount popup functionality","0","testChooseAmountPopUp","Surefire suite","Thu Apr 17 14:50:16 GMT 2025","unknown","Thu Apr 17 14:50:16 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","Surefire test","xyz.npgw.test.run.TransactionsPageTest","testChooseAmountPopUp"
