"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","Dashboard","0","Navigation","3","0","","0"
"0","System/Team","0","Delete user","3","0","","0"
"0","System/Team","0","Status","1","0","","0"
"0","Transactions","0","Business unit","1","0","","0"
"0","Transactions","0","Amount","4","0","","0"
"0","Login","0","Navigation","5","0","","0"
"0","System/Gateway","0","Currency","5","0","","0"
"0","Transactions","0","Transaction details","5","0","","0"
"0","Dashboard","0","Data range","3","0","","0"
"0","Dashboard","0","Reset filter","3","0","","0"
"0","Header","0","User menu","9","0","","0"
"0","Transactions","0","Navigation","1","0","","0"
"0","Dashboard","0","Refresh data","3","0","","0"
"0","System/Gateway","0","Merchant acquirer","8","0","","0"
"0","System/Team","0","Edit user","4","0","","0"
"0","System/Team","0","Add user","5","0","","0"
"0","Reports","0","Generate report","0","0","","2"
"0","System/Team","0","Sorting in table","2","0","","0"
"0","System/Transaction management","0","Add adjustment","1","0","","3"
"0","System/Team","0","Tooltips","1","0","","0"
"0","Transactions","0","Reset filter","5","0","","3"
"0","Dashboard","0","Transaction summary","2","0","","0"
"0","Login","0","Remember me","2","0","","0"
"0","System/Fraud control","0","Control table","0","0","","1"
"0","Header","0","Transactions menu item","1","0","","0"
"0","Header","0","Logo","2","0","","0"
"0","Transactions","0","Transactions search","1","0","","0"
"0","Reports","0","Data range","0","0","","1"
"0","Dashboard","0","Transaction summary mock data","2","0","","0"
"0","Reports","0","Table entries sorting","0","0","","2"
"0","Dashboard","0","Chart Display","2","0","","0"
"0","Reports","0","Reset filter","0","0","","1"
"0","Transactions","0","Export table data","0","0","","1"
"0","System/Team","0","Navigation","1","0","","0"
"0","Reports","0","Navigation","0","0","","1"
"0","Transactions","0","Status","1","0","","0"
"0","System/Team","0","Reset filter","1","0","","0"
"0","Transactions","0","Card type","1","0","","0"
"0","System/Companies and business units","0","Delete business unit","1","0","","0"
