"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify, that 'Reset filter' button change 'Currency' to default value ( ALL)","1611","testResetCurrency","suite name","Mon Jun 30 09:58:18 GMT 2025","passed","Mon Jun 30 09:58:20 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testResetCurrency"
"Verify Minimum and Maximum Password Length Restrictions (negative)","1463","testPasswordLengthRestrictionsOnChange","suite name","Mon Jun 30 09:45:46 GMT 2025","passed","Mon Jun 30 09:45:47 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testPasswordLengthRestrictionsOnChange"
"Filtering transactions by date range","1784","testFilteringTransactionsByDateRange","suite name","Mon Jun 30 09:55:20 GMT 2025","passed","Mon Jun 30 09:55:22 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testFilteringTransactionsByDateRange"
"Verify Reset filter cleans all the filters applied","26910","testResetAllTheFilters","suite name","Mon Jun 30 09:45:24 GMT 2025","passed","Mon Jun 30 09:45:50 GMT 2025","xyz.npgw.test.run.GatewayPageTest","test name","xyz.npgw.test.run.GatewayPageTest","testResetAllTheFilters"
"Edit Acquirer and Verify Updated Data in the Table","10676","testEditAcquirerVerifyUpdatedData","suite name","Mon Jun 30 09:47:22 GMT 2025","passed","Mon Jun 30 09:47:33 GMT 2025","xyz.npgw.test.run.EditAcquirerDialogTest","test name","xyz.npgw.test.run.EditAcquirerDialogTest","testEditAcquirerVerifyUpdatedData"
"Filtering transactions by Currency","10301","testFilterTransactionsByCurrency","suite name","Mon Jun 30 09:54:47 GMT 2025","passed","Mon Jun 30 09:54:57 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testFilterTransactionsByCurrency"
"Filtering transactions by Currency","8762","testFilterTransactionsByCurrency","suite name","Mon Jun 30 09:55:05 GMT 2025","passed","Mon Jun 30 09:55:13 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testFilterTransactionsByCurrency"
"'Reset filter' clears selected options to default","0","testResetFilter","suite name","Mon Jun 30 09:42:58 GMT 2025","unknown","Mon Jun 30 09:42:58 GMT 2025","xyz.npgw.test.run.ReportsPageTest","test name","xyz.npgw.test.run.ReportsPageTest","testResetFilter"
"Compare number of transactions with selected statuses in the table before and after filter","11358","testFilterByStatus","suite name","Mon Jun 30 09:52:45 GMT 2025","passed","Mon Jun 30 09:52:56 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testFilterByStatus"
"Edit Amount","3654","testEditAmount","suite name","Mon Jun 30 09:55:34 GMT 2025","passed","Mon Jun 30 09:55:38 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testEditAmount"
"The presence of the dropdown options export table data to file","2132","testPresenceOfDownloadFilesOptions","suite name","Mon Jun 30 09:56:51 GMT 2025","passed","Mon Jun 30 09:56:53 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testPresenceOfDownloadFilesOptions"
"Choose amount popup functionality","7322","testChooseAmountPopUp","suite name","Mon Jun 30 09:53:50 GMT 2025","passed","Mon Jun 30 09:53:57 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testChooseAmountPopUp"
"Correct transaction summary mock data is displayed on Dashboard page","10649","testTransactionSummaryMock","suite name","Mon Jun 30 09:51:42 GMT 2025","passed","Mon Jun 30 09:51:53 GMT 2025","xyz.npgw.test.run.DashboardPageTest","test name","xyz.npgw.test.run.DashboardPageTest","testTransactionSummaryMock"
"Compare number of transactions with selected statuses in the table before and after filter","8670","testFilterByStatus","suite name","Mon Jun 30 09:53:22 GMT 2025","passed","Mon Jun 30 09:53:30 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testFilterByStatus"
"Verify that company can be deleted","9449","testDeleteCompany","suite name","Mon Jun 30 09:54:28 GMT 2025","passed","Mon Jun 30 09:54:38 GMT 2025","xyz.npgw.test.run.CompaniesAndBusinessUnitsTest","test name","xyz.npgw.test.run.CompaniesAndBusinessUnitsTest","testDeleteCompany"
"Verify system admin can be deleted","10876","testDeleteSystemAdmin","suite name","Mon Jun 30 09:53:09 GMT 2025","passed","Mon Jun 30 09:53:20 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testDeleteSystemAdmin"
"Check that Logo in header contains text 'NPGW' and image","210","testLogoContainsTextAndImage","suite name","Mon Jun 30 09:45:28 GMT 2025","passed","Mon Jun 30 09:45:28 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testLogoContainsTextAndImage"
"Company can be added by filling out required fields","6065","testAddCompanyByFillRequiredFields","suite name","Mon Jun 30 09:48:02 GMT 2025","passed","Mon Jun 30 09:48:08 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","test name","xyz.npgw.test.run.AddCompanyDialogTest","testAddCompanyByFillRequiredFields"
"Verify that company cannot be deleted if there are users assigned to it","16228","testCannotDeleteCompanyWithAssignedUser","suite name","Mon Jun 30 09:54:45 GMT 2025","passed","Mon Jun 30 09:55:02 GMT 2025","xyz.npgw.test.run.CompaniesAndBusinessUnitsTest","test name","xyz.npgw.test.run.CompaniesAndBusinessUnitsTest","testCannotDeleteCompanyWithAssignedUser"
"Check if the user can change the password through the profile settings in the user menu","9868","testChangePassword","suite name","Mon Jun 30 09:46:50 GMT 2025","passed","Mon Jun 30 09:47:00 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testChangePassword"
"Verify company analyst can be deleted","10568","testDeleteCompanyAnalyst","suite name","Mon Jun 30 09:52:52 GMT 2025","passed","Mon Jun 30 09:53:02 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testDeleteCompanyAnalyst"
"Add new system admin under super admin","6114","testAddSystemAdmin","suite name","Mon Jun 30 09:47:49 GMT 2025","passed","Mon Jun 30 09:47:55 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testAddSystemAdmin"
"Verify, that 'Reset filter' button change 'Status' to default value ( ALL)","1610","testResetStatus","suite name","Mon Jun 30 09:59:17 GMT 2025","passed","Mon Jun 30 09:59:19 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testResetStatus"
"Verify that selecting a 'Rows Per Page' option displays the correct number of rows in the table.","9634","testRowsPerPageSelectionDisplaysCorrectNumberOfRows","suite name","Mon Jun 30 09:45:49 GMT 2025","passed","Mon Jun 30 09:45:58 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testRowsPerPageSelectionDisplaysCorrectNumberOfRows"
"Displaying the default number of rows on the RowsPerPage selector","7672","testCountSelectorRows","suite name","Mon Jun 30 09:51:57 GMT 2025","passed","Mon Jun 30 09:52:05 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testCountSelectorRows"
"Filter transactions by business unit","6161","testFilterTransactionsByBusinessUnit","suite name","Mon Jun 30 09:54:14 GMT 2025","passed","Mon Jun 30 09:54:20 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testFilterTransactionsByBusinessUnit"
"Filtering transactions by Currency","11172","testFilterTransactionsByCurrency","suite name","Mon Jun 30 09:54:28 GMT 2025","passed","Mon Jun 30 09:54:39 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testFilterTransactionsByCurrency"
"User navigate to 'Login page'","1121","testNavigateToLoginPage","suite name","Mon Jun 30 09:43:05 GMT 2025","passed","Mon Jun 30 09:43:06 GMT 2025","xyz.npgw.test.run.LoginPageTest","test name","xyz.npgw.test.run.LoginPageTest","testNavigateToLoginPage"
"Compare number of transactions with selected statuses in the table before and after filter","9149","testFilterByStatus","suite name","Mon Jun 30 09:52:28 GMT 2025","passed","Mon Jun 30 09:52:37 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testFilterByStatus"
"Verify default state of the 'Add Acquirer' dialog","4747","testDefaultStateOfAddAcquirerDialog","suite name","Mon Jun 30 09:49:49 GMT 2025","passed","Mon Jun 30 09:49:54 GMT 2025","xyz.npgw.test.run.AddAcquirerDialogTest","test name","xyz.npgw.test.run.AddAcquirerDialogTest","testDefaultStateOfAddAcquirerDialog"
"Verify, that 'Reset filter' button change 'Status' to default value ( ALL)","1718","testResetStatus","suite name","Mon Jun 30 09:58:52 GMT 2025","passed","Mon Jun 30 09:58:53 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testResetStatus"
"'Amount' column sorts ascending on first click and descending on second click.","21017","testSortByAmount","suite name","Mon Jun 30 09:55:43 GMT 2025","passed","Mon Jun 30 09:56:04 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testSortByAmount"
"Log out via button in the Header","559","testLogOutViaButtonInHeader","suite name","Mon Jun 30 09:45:10 GMT 2025","passed","Mon Jun 30 09:45:11 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testLogOutViaButtonInHeader"
"Verify Acquirers table contains correct column headers","3277","testDisplayCorrectColumnHeadersInAcquirersTable","suite name","Mon Jun 30 09:43:51 GMT 2025","passed","Mon Jun 30 09:43:55 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testDisplayCorrectColumnHeadersInAcquirersTable"
"Check after clicking on Transactions user redirected to Transactions page","1086","testTransactionsLink","suite name","Mon Jun 30 09:46:05 GMT 2025","passed","Mon Jun 30 09:46:06 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testTransactionsLink"
