"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify, that 'Reset filter' button change 'Status' (two options are checked) to default value ( ALL)","0","testResetMultiStatus","suite name","Thu Oct 02 05:13:17 GMT 2025","unknown","Thu Oct 02 05:13:17 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testResetMultiStatus"
"Compare number of transactions with selected statuses in the table before and after filter","39519","testFilterByStatus","suite name","Thu Oct 02 05:14:41 GMT 2025","passed","Thu Oct 02 05:15:20 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testFilterByStatus"
"Deactivate user by 'Change user activity button' and verify status change","13517","testDeactivateUserViaChangeUserActivityButton","suite name","Thu Oct 02 05:22:31 GMT 2025","passed","Thu Oct 02 05:22:44 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testDeactivateUserViaChangeUserActivityButton"
"All key chart elements are correctly displayed","7578","testVisibleChartElementsAreDisplayedCorrectlyAsTestAdmin","suite name","Thu Oct 02 05:31:38 GMT 2025","passed","Thu Oct 02 05:31:45 GMT 2025","xyz.npgw.test.run.TestAdminDashboardPageTest","test name","xyz.npgw.test.run.TestAdminDashboardPageTest","testVisibleChartElementsAreDisplayedCorrectlyAsTestAdmin"
"Verify the error message when attempting to create a Fraud Control with the existing name","7427","testErrorMessageForExistingControlName","suite name","Thu Oct 02 05:19:18 GMT 2025","passed","Thu Oct 02 05:19:26 GMT 2025","xyz.npgw.test.run.FraudControlTest","test name","xyz.npgw.test.run.FraudControlTest","testErrorMessageForExistingControlName"
"Verify the default 'Rows per page' value is 25 and the dropdown contains the correct options.","4678","testRowsPerPageDropdownOptions","suite name","Thu Oct 02 05:15:31 GMT 2025","passed","Thu Oct 02 05:15:35 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testRowsPerPageDropdownOptions"
"Remove inactive Fraud control added to Business unit","13087","testDeleteInactiveFraudControlAddedToBusinessUnit","suite name","Thu Oct 02 05:18:45 GMT 2025","failed","Thu Oct 02 05:18:58 GMT 2025","xyz.npgw.test.run.FraudControlTest","test name","xyz.npgw.test.run.FraudControlTest","testDeleteInactiveFraudControlAddedToBusinessUnit"
"Create company analyst under admin","26256","testCreateCompanyAnalystAndDeactivateAsAdmin","suite name","Thu Oct 02 05:27:48 GMT 2025","passed","Thu Oct 02 05:28:14 GMT 2025","xyz.npgw.test.run.TeamPageLogoutTest","test name","xyz.npgw.test.run.TeamPageLogoutTest","testCreateCompanyAnalystAndDeactivateAsAdmin"
"Verify, that date picker contains default value before and after reset filter","2253","testResetData","suite name","Thu Oct 02 05:26:09 GMT 2025","passed","Thu Oct 02 05:26:12 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testResetData"
"Verify that user can see 'Card type' options","2575","testTheVisibilityOfTheCardTypeOptionsAsUser","suite name","Thu Oct 02 05:30:49 GMT 2025","passed","Thu Oct 02 05:30:51 GMT 2025","xyz.npgw.test.run.UserTransactionsPageTest","test name","xyz.npgw.test.run.UserTransactionsPageTest","testTheVisibilityOfTheCardTypeOptionsAsUser"
"Verify error appears when creating an Acquirer with a duplicate name.","7106","testVerifyErrorOnCreatingAcquirerWithDuplicateName","suite name","Thu Oct 02 05:18:17 GMT 2025","passed","Thu Oct 02 05:18:24 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testVerifyErrorOnCreatingAcquirerWithDuplicateName"
"All refundable transactions display correct refund dialog text and pre-filled refund amount.","18213","testRefundDialogDisplaysCorrectTextAndAmount","suite name","Thu Oct 02 05:16:38 GMT 2025","passed","Thu Oct 02 05:16:56 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testRefundDialogDisplaysCorrectTextAndAmount"
"Add Active Fraud Control","6929","testAddActiveFraudControl","suite name","Thu Oct 02 05:13:37 GMT 2025","passed","Thu Oct 02 05:13:44 GMT 2025","xyz.npgw.test.run.FraudControlTest","test name","xyz.npgw.test.run.FraudControlTest","testAddActiveFraudControl"
"User navigate to 'Transactions page' after clicking on 'Transactions' link on the header","1003","testNavigateToTransactionsPage","suite name","Thu Oct 02 05:25:23 GMT 2025","passed","Thu Oct 02 05:25:24 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testNavigateToTransactionsPage"
"Error message when trying to create a company with invalid length and special characters.","2036","testErrorForInvalidCompanyNameLengthAndCharacters","suite name","Thu Oct 02 05:25:30 GMT 2025","passed","Thu Oct 02 05:25:32 GMT 2025","xyz.npgw.test.run.CompaniesAndBusinessUnitsTest","test name","xyz.npgw.test.run.CompaniesAndBusinessUnitsTest","testErrorForInvalidCompanyNameLengthAndCharacters"
"Error message is shown for company name is shorter than 4 or longer than 100 characters.","2422","testVerifyErrorMessageForInvalidCompanyNameLength","suite name","Thu Oct 02 05:25:54 GMT 2025","passed","Thu Oct 02 05:25:56 GMT 2025","xyz.npgw.test.run.CompaniesAndBusinessUnitsTest","test name","xyz.npgw.test.run.CompaniesAndBusinessUnitsTest","testVerifyErrorMessageForInvalidCompanyNameLength"
