"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","Companies and business units","0","Add company","35","0","","0"
"0","SA/Acquirers","0","Select acquirer","1","0","","0"
"0","Companies and business units","0","Add merchant","4","0","","0"
"0","Transactions","0","Number of lines per page field","1","0","","0"
"0","SA/Acquirers","0","Status","4","0","","0"
"0","Header","0","Logo","2","0","","0"
"0","Login","0","Remember me","2","0","","0"
"0","SA/Acquirers","0","Acquirers list","2","0","","0"
"0","Reports","0","Navigation","1","0","","0"
"0","Transactions","0","Navigation","1","0","","0"
"0","Login","0","Navigation","5","0","","0"
"0","Dashboard","0","Navigation","2","0","","0"
"0","SA/Team","0","Navigation","1","0","","0"
"0","Transactions","0","Pagination","0","0","","1"
"0","SA/Acquirers","0","Add acquirer","3","0","","0"
"0","Transactions","0","Panel","1","0","","0"
"0","Companies and business units","0","Edit Company","1","0","","0"
"0","SA/Acquirers","0","Edit acquirers","1","0","","0"
"0","Transactions","0","Displaying currency filter: EUR","0","0","","1"
"0","Transactions","0","Status","1","0","","0"
"0","Header","0","Transactions menu item","1","0","","0"
"0","Transactions","0","Amount","0","0","","1"
"0","Transactions","0","Selector Rows options","1","0","","0"
