"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify 'Add business unit' button is disabled if 'Select company' filter's field is cleaned","1906","testVerifyAddBusinessUnitButtonDefaultState","suite name","Tue May 20 12:58:12 GMT 2025","passed","Tue May 20 12:58:14 GMT 2025","xyz.npgw.test.run.AddBusinessUnitTest","test name","xyz.npgw.test.run.AddBusinessUnitTest","testVerifyAddBusinessUnitButtonDefaultState"
"Verify that the label of each field is correct","0","testVerifyLabelOfEachField","suite name","Tue May 20 12:56:40 GMT 2025","unknown","Tue May 20 12:56:40 GMT 2025","xyz.npgw.test.run.EditBusinessUnitDialogTest","test name","xyz.npgw.test.run.EditBusinessUnitDialogTest","testVerifyLabelOfEachField"
"Check password policy validation error messages when changing password in user menu","4526","testChangePasswordValidationMessages","suite name","Tue May 20 12:59:10 GMT 2025","passed","Tue May 20 12:59:14 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testChangePasswordValidationMessages"
"Choose amount popup functionality","0","testChooseAmountPopUp","suite name","Tue May 20 12:57:54 GMT 2025","skipped","Tue May 20 12:57:54 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testChooseAmountPopUp"
"Error is displayed when trying to create a company with an already existing name","4555","testAddCompanyWithSameName","suite name","Tue May 20 12:59:20 GMT 2025","passed","Tue May 20 12:59:25 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","test name","xyz.npgw.test.run.AddCompanyDialogTest","testAddCompanyWithSameName"
"Validates successful business unit addition to company (E2E test).","11118","testAddBusinessUnitEndToEndTest","suite name","Tue May 20 12:57:06 GMT 2025","passed","Tue May 20 12:57:17 GMT 2025","xyz.npgw.test.run.AddBusinessUnitTest","test name","xyz.npgw.test.run.AddBusinessUnitTest","testAddBusinessUnitEndToEndTest"
"Verify that the user can switch to the light theme","1203","testLightColorThemeSwitch","suite name","Tue May 20 12:59:39 GMT 2025","passed","Tue May 20 12:59:41 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testLightColorThemeSwitch"
"Error message is displayed when start date is after end date.","0","testErrorMessageForReversedDateRange","suite name","Tue May 20 12:57:55 GMT 2025","skipped","Tue May 20 12:57:55 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testErrorMessageForReversedDateRange"
"Filtering transactions by Currency","0","testFilterTransactionsByCurrency","suite name","Tue May 20 12:57:55 GMT 2025","skipped","Tue May 20 12:57:55 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testFilterTransactionsByCurrency"
"Verify that user can see selector Status Options","2","testTheVisibilityOfTheStatusSelectorOptions","suite name","Tue May 20 12:57:55 GMT 2025","skipped","Tue May 20 12:57:55 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testTheVisibilityOfTheStatusSelectorOptions"
"Verify 'Add business unit' button activation once some company is selected","12437","testVerifyAvailabilityOfBusinessUnitButton","suite name","Tue May 20 12:58:18 GMT 2025","passed","Tue May 20 12:58:30 GMT 2025","xyz.npgw.test.run.AddBusinessUnitTest","test name","xyz.npgw.test.run.AddBusinessUnitTest","testVerifyAvailabilityOfBusinessUnitButton"
"Verify that 'Create' button is disabled when Acquirer name is empty.","2896","testDisableCreateButtonWhenAcquirerNameIsEmpty","suite name","Tue May 20 12:59:48 GMT 2025","passed","Tue May 20 12:59:50 GMT 2025","xyz.npgw.test.run.AddAcquirerDialogTest","test name","xyz.npgw.test.run.AddAcquirerDialogTest","testDisableCreateButtonWhenAcquirerNameIsEmpty"
"Verify content of 'Generation Parameters dialog'","2264","testContentOfGenerationParametersDalog","suite name","Tue May 20 12:58:53 GMT 2025","passed","Tue May 20 12:58:55 GMT 2025","xyz.npgw.test.run.ReportsPageTest","test name","xyz.npgw.test.run.ReportsPageTest","testContentOfGenerationParametersDalog"
"Error message is shown for company name is shorter than 4 or longer than 100 characters.","3130","testVerifyErrorMessageForInvalidCompanyNameLength","suite name","Tue May 20 13:00:27 GMT 2025","passed","Tue May 20 13:00:30 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","test name","xyz.npgw.test.run.AddCompanyDialogTest","testVerifyErrorMessageForInvalidCompanyNameLength"
