"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Delete Fraud Control with Cancel buttonDelete Fraud Control with 'Cross'Delete Fraud Control with ESC","11306","testCancelDeletingFraudControl","suite name","Fri Aug 22 11:04:17 GMT 2025","passed","Fri Aug 22 11:04:28 GMT 2025","xyz.npgw.test.run.FraudControlTest","test name","xyz.npgw.test.run.FraudControlTest","testCancelDeletingFraudControl"
"Edits the user's role and status, verifies the updates, and reactivates the user.","15270","testEditUser","suite name","Fri Aug 22 11:13:39 GMT 2025","passed","Fri Aug 22 11:13:54 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testEditUser"
"Status filter correctly displays users with 'Active' or 'Inactive' status","12715","testStatusFilterDisplaysCorrectUsersAsAdmin","suite name","Fri Aug 22 11:19:06 GMT 2025","passed","Fri Aug 22 11:19:19 GMT 2025","xyz.npgw.test.run.TeamPageAdminTest","test name","xyz.npgw.test.run.TeamPageAdminTest","testStatusFilterDisplaysCorrectUsersAsAdmin"
"Verify that if company is selected all it's business units are presented in the list","17059","testCompaniesBusinessUnitsPresence","suite name","Fri Aug 22 11:07:16 GMT 2025","passed","Fri Aug 22 11:07:33 GMT 2025","xyz.npgw.test.run.GatewayPageTest","test name","xyz.npgw.test.run.GatewayPageTest","testCompaniesBusinessUnitsPresence"
"User email is NOT remembered after first successful login with unchecked 'Remember me'","4276","testRememberMeUncheckedDontSaveUserEmailUnauthenticated","suite name","Fri Aug 22 11:09:29 GMT 2025","passed","Fri Aug 22 11:09:33 GMT 2025","xyz.npgw.test.run.LoginPageTest","test name","xyz.npgw.test.run.LoginPageTest","testRememberMeUncheckedDontSaveUserEmailUnauthenticated"
"Filtering transactions by Amount","10995","testFilterTransactionsByAmount","suite name","Fri Aug 22 11:01:55 GMT 2025","passed","Fri Aug 22 11:02:06 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testFilterTransactionsByAmount"
"Verify, that 'Reset filter' button change 'Status' (two options are checked) to default value ( ALL)","0","testResetMultiStatusAsUser","suite name","Fri Aug 22 10:58:55 GMT 2025","unknown","Fri Aug 22 10:58:55 GMT 2025","xyz.npgw.test.run.TransactionsPageUserTest","test name","xyz.npgw.test.run.TransactionsPageUserTest","testResetMultiStatusAsUser"
"Search by NPGW reference within Add adjustment dialog and check placeholders","0","testPlaceholdersAndSearchNpgwInAddAdjustment","suite name","Fri Aug 22 10:58:55 GMT 2025","unknown","Fri Aug 22 10:58:55 GMT 2025","xyz.npgw.test.run.TransactionManagementPageTest","test name","xyz.npgw.test.run.TransactionManagementPageTest","testPlaceholdersAndSearchNpgwInAddAdjustment"
"Activate Fraud Control not added to Business UnitDeactivate Fraud Control not added to Business Unit","12548","testChangeControlActivityForFraudControlNotAddedToBusinessUnit","suite name","Fri Aug 22 11:04:52 GMT 2025","passed","Fri Aug 22 11:05:05 GMT 2025","xyz.npgw.test.run.FraudControlTest","test name","xyz.npgw.test.run.FraudControlTest","testChangeControlActivityForFraudControlNotAddedToBusinessUnit"
"Verify Acquirer status 'Active/Inactive' is displayed in column 'Status'","11107","testVerifyAcquirerStatus","suite name","Fri Aug 22 11:11:15 GMT 2025","passed","Fri Aug 22 11:11:26 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testVerifyAcquirerStatus"
