"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Displaying rows per page options when clicking on Selector Rows","3403","testCountOptionsSelectorRows","Surefire suite","Fri May 02 14:49:59 GMT 2025","passed","Fri May 02 14:50:02 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","Surefire test","xyz.npgw.test.run.TransactionsPageTest","testCountOptionsSelectorRows"
"Company can be added by filling out required fields","5359","testAddCompanyByFillRequiredFields","Surefire suite","Fri May 02 14:43:41 GMT 2025","passed","Fri May 02 14:43:46 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testAddCompanyByFillRequiredFields"
"Verify that the 'Add Acquirer' form opens with the correct header and input fields, and closes correctly.","5672","testAddAcquirerFormOpensWithCorrectHeaderAndFieldsAndClosesCorrectly","Surefire suite","Fri May 02 14:55:29 GMT 2025","passed","Fri May 02 14:55:35 GMT 2025","xyz.npgw.test.run.AddAcquirerDialogTest","Surefire test","xyz.npgw.test.run.AddAcquirerDialogTest","testAddAcquirerFormOpensWithCorrectHeaderAndFieldsAndClosesCorrectly"
"Error is displayed when trying to create a company with special characters in the name.","3831","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters","Surefire suite","Fri May 02 14:47:26 GMT 2025","passed","Fri May 02 14:47:30 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters"
"Verify that the 'Add Company' window displays the correct title in the header.","3822","testVerifyAddCompanyWindowTitle","Surefire suite","Fri May 02 14:48:03 GMT 2025","passed","Fri May 02 14:48:06 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testVerifyAddCompanyWindowTitle"
"Unauthenticated users are automatically redirected to the 'Login page'","1296","testUnauthenticatedUserRedirectionToLoginPage","Surefire suite","Fri May 02 14:39:08 GMT 2025","passed","Fri May 02 14:39:09 GMT 2025","xyz.npgw.test.run.LoginPageTest","Surefire test","xyz.npgw.test.run.LoginPageTest","testUnauthenticatedUserRedirectionToLoginPage"
"Unauthenticated users are automatically redirected to the 'Login page'","2287","testUnauthenticatedUserRedirectionToLoginPage","Surefire suite","Fri May 02 14:39:17 GMT 2025","passed","Fri May 02 14:39:20 GMT 2025","xyz.npgw.test.run.LoginPageTest","Surefire test","xyz.npgw.test.run.LoginPageTest","testUnauthenticatedUserRedirectionToLoginPage"
"Edits the user's role and status, verifies the updates, and reactivates the user(e2e).","11518","testEditUser","Surefire suite","Fri May 02 14:41:09 GMT 2025","passed","Fri May 02 14:41:20 GMT 2025","xyz.npgw.test.run.TeamPageTest","Surefire test","xyz.npgw.test.run.TeamPageTest","testEditUser"
"error message 'From should be lesser than To' appears","4035","testErrorMessageByAmount","Surefire suite","Fri May 02 14:50:27 GMT 2025","passed","Fri May 02 14:50:31 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","Surefire test","xyz.npgw.test.run.TransactionsPageTest","testErrorMessageByAmount"
"Error message is displayed when start date is after end date.","2575","testErrorMessageForReversedDateRange","Surefire suite","Fri May 02 14:53:40 GMT 2025","passed","Fri May 02 14:53:42 GMT 2025","xyz.npgw.test.run.ReportsPageTest","Surefire test","xyz.npgw.test.run.ReportsPageTest","testErrorMessageForReversedDateRange"
"Validates successful company creation and correct field persistence (E2E test).","8716","testAddCompanyEndToEndTest","Surefire suite","Fri May 02 14:43:51 GMT 2025","passed","Fri May 02 14:44:00 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testAddCompanyEndToEndTest"
"Displaying the number of rows on the screen when selecting Selector Rows.","3137","testCountSelectorRows","Surefire suite","Fri May 02 14:50:07 GMT 2025","passed","Fri May 02 14:50:10 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","Surefire test","xyz.npgw.test.run.TransactionsPageTest","testCountSelectorRows"
"Selecting the 'Select acquirer' field opens a dropdown with Acquirers list.","3725","testSelectAcquirerDropdownFunctionality","Surefire suite","Fri May 02 14:42:47 GMT 2025","passed","Fri May 02 14:42:51 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","Surefire test","xyz.npgw.test.run.AcquirersPageTest","testSelectAcquirerDropdownFunctionality"
"Filtering transactions by Currency","5444","testFilterTransactionsByCurrency","Surefire suite","Fri May 02 14:51:17 GMT 2025","passed","Fri May 02 14:51:22 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","Surefire test","xyz.npgw.test.run.TransactionsPageTest","testFilterTransactionsByCurrency"
"Verify full lists of column headers in table and visible columns from Settings","6498","testCheckUncheckAllVisibleColumns","Surefire suite","Fri May 02 14:49:10 GMT 2025","passed","Fri May 02 14:49:17 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","Surefire test","xyz.npgw.test.run.TransactionsPageTest","testCheckUncheckAllVisibleColumns"
"Error is displayed when trying to create a company with special characters in the name.","3383","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters","Surefire suite","Fri May 02 14:45:28 GMT 2025","passed","Fri May 02 14:45:32 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters"
"Error is displayed when trying to create a company with special characters in the name.","3600","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters","Surefire suite","Fri May 02 14:47:44 GMT 2025","passed","Fri May 02 14:47:48 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters"
"Error is displayed when trying to create a company with special characters in the name.","4238","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters","Surefire suite","Fri May 02 14:46:24 GMT 2025","passed","Fri May 02 14:46:28 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters"
"Filter acquirers by status.","4932","testFilterAcquirersByStatus","Surefire suite","Fri May 02 14:41:43 GMT 2025","passed","Fri May 02 14:41:48 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","Surefire test","xyz.npgw.test.run.AcquirersPageTest","testFilterAcquirersByStatus"
"The presence of the dropdown options export table data to  file","5615","testPresenceOfDownloadFilesOptions","Surefire suite","Fri May 02 14:51:45 GMT 2025","passed","Fri May 02 14:51:51 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","Surefire test","xyz.npgw.test.run.TransactionsPageTest","testPresenceOfDownloadFilesOptions"
"Verify Acquirers table contains correct column headers","3871","testDisplayCorrectColumnHeadersInAcquirersTable","Surefire suite","Fri May 02 14:41:34 GMT 2025","passed","Fri May 02 14:41:38 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","Surefire test","xyz.npgw.test.run.AcquirersPageTest","testDisplayCorrectColumnHeadersInAcquirersTable"
"Error message is shown for company name is shorter than 4 or longer than 100 characters.","4580","testVerifyErrorMessageForInvalidCompanyNameLength","Surefire suite","Fri May 02 14:48:50 GMT 2025","passed","Fri May 02 14:48:55 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testVerifyErrorMessageForInvalidCompanyNameLength"
"Validates successful business unit addition to company (E2E test).","8390","testAddBusinessUnitEndToEndTest","Surefire suite","Fri May 02 14:43:27 GMT 2025","passed","Fri May 02 14:43:35 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testAddBusinessUnitEndToEndTest"
"Verify Selecting 'Rows Per Page' Option Updates the Field Value.","7321","testSelectingRowsPerPageOptionUpdatesFieldValue","Surefire suite","Fri May 02 14:42:56 GMT 2025","passed","Fri May 02 14:43:03 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","Surefire test","xyz.npgw.test.run.AcquirersPageTest","testSelectingRowsPerPageOptionUpdatesFieldValue"
"Verifies that the status radio buttons ('Active' and 'Inactive') toggle correctly.","3773","testToggleStatusRadioButtonsCorrectly","Surefire suite","Fri May 02 14:56:00 GMT 2025","passed","Fri May 02 14:56:04 GMT 2025","xyz.npgw.test.run.AddAcquirerDialogTest","Surefire test","xyz.npgw.test.run.AddAcquirerDialogTest","testToggleStatusRadioButtonsCorrectly"
"User navigate to 'Dashboard page' after login","7","testNavigateToDashboardAfterLogin","Surefire suite","Fri May 02 14:53:33 GMT 2025","passed","Fri May 02 14:53:33 GMT 2025","xyz.npgw.test.run.DashboardPageTest","Surefire test","xyz.npgw.test.run.DashboardPageTest","testNavigateToDashboardAfterLogin"
"Error is displayed when trying to create a company with special characters in the name.","3755","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters","Surefire suite","Fri May 02 14:47:17 GMT 2025","passed","Fri May 02 14:47:21 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters"
"Verifies Country and Timezone field interaction during Acquirer creation.","1","Country and Timezone fields not exists already - fail after latest update (FALU)","Surefire suite","Fri May 02 14:38:21 GMT 2025","unknown","Fri May 02 14:38:21 GMT 2025","xyz.npgw.test.run.AddAcquirerDialogTest","Surefire test","xyz.npgw.test.run.AddAcquirerDialogTest","testCountryAndTimezoneFieldInteraction"
"Error message is shown for company name is shorter than 4 or longer than 100 characters.","5439","testVerifyErrorMessageForInvalidCompanyNameLength","Surefire suite","Fri May 02 14:48:31 GMT 2025","passed","Fri May 02 14:48:37 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testVerifyErrorMessageForInvalidCompanyNameLength"
"The 'Status' dropdown toggles and contains options All, Active, Inactive.","3179","testOpenStatusDropdown","Surefire suite","Fri May 02 14:42:03 GMT 2025","passed","Fri May 02 14:42:06 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","Surefire test","xyz.npgw.test.run.AcquirersPageTest","testOpenStatusDropdown"
"Company creation with Latin symbols","5079","testAddCompanyWithAllFilledFields","Surefire suite","Fri May 02 14:44:05 GMT 2025","passed","Fri May 02 14:44:10 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testAddCompanyWithAllFilledFields"
"Verify the default 'Rows Per Page' value is 25 and the dropdown contains the correct options.","3826","testRowsPerPageDropdownOptions","Surefire suite","Fri May 02 14:42:24 GMT 2025","passed","Fri May 02 14:42:28 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","Surefire test","xyz.npgw.test.run.AcquirersPageTest","testRowsPerPageDropdownOptions"
"Error message is shown for company name is shorter than 4 or longer than 100 characters.","4264","testVerifyErrorMessageForInvalidCompanyNameLength","Surefire suite","Fri May 02 14:48:41 GMT 2025","passed","Fri May 02 14:48:46 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testVerifyErrorMessageForInvalidCompanyNameLength"
"Error message is displayed when start date is after end date.","0","Не нажимается рефреш - снять игнор после фикса /summary","Surefire suite","Fri May 02 14:38:21 GMT 2025","unknown","Fri May 02 14:38:21 GMT 2025","xyz.npgw.test.run.DashboardPageTest","Surefire test","xyz.npgw.test.run.DashboardPageTest","testErrorMessageForReversedDateRange"
"Edit company info and save","8204","testEditCompanyInfoAndSave","Surefire suite","Fri May 02 14:38:42 GMT 2025","passed","Fri May 02 14:38:50 GMT 2025","xyz.npgw.test.run.EditCompanyDialogTest","Surefire test","xyz.npgw.test.run.EditCompanyDialogTest","testEditCompanyInfoAndSave"
"Verify that the title of the 'Edit Business Unit' dialog matches the expected result","0","testVerifyTitleEditBusinessUnitDialog","Surefire suite","Fri May 02 14:38:21 GMT 2025","unknown","Fri May 02 14:38:21 GMT 2025","xyz.npgw.test.run.EditBusinessUnitDialogTest","Surefire test","xyz.npgw.test.run.EditBusinessUnitDialogTest","testVerifyTitleEditBusinessUnitDialog"
"Error is displayed when trying to create a company with special characters in the name.","4633","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters","Surefire suite","Fri May 02 14:45:56 GMT 2025","passed","Fri May 02 14:46:01 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters"
"Check/Uncheck Visible columns in the Settings and verify table column headers","18654","testCheckUncheckOneVisibleColumn","Surefire suite","Fri May 02 14:49:22 GMT 2025","passed","Fri May 02 14:49:41 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","Surefire test","xyz.npgw.test.run.TransactionsPageTest","testCheckUncheckOneVisibleColumn"
"User email is remembered after first successful login with checked 'Remember me'","5498","testRememberMeCheckedSavesUserEmail","Surefire suite","Fri May 02 14:38:55 GMT 2025","passed","Fri May 02 14:39:00 GMT 2025","xyz.npgw.test.run.LoginPageTest","Surefire test","xyz.npgw.test.run.LoginPageTest","testRememberMeCheckedSavesUserEmail"
"Error is displayed when trying to create a company with special characters in the name.","4753","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters","Surefire suite","Fri May 02 14:45:47 GMT 2025","passed","Fri May 02 14:45:51 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters"
"Error is displayed when trying to create a company with special characters in the name.","4935","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters","Surefire suite","Fri May 02 14:46:14 GMT 2025","passed","Fri May 02 14:46:19 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters"
"Error is displayed when trying to create a company with special characters in the name.","3114","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters","Surefire suite","Fri May 02 14:47:09 GMT 2025","passed","Fri May 02 14:47:12 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters"
"Verifies Re-selecting the Same Timezone Does Not Change the Value","0","Timezone field not exists already (FALU)","Surefire suite","Fri May 02 14:38:21 GMT 2025","unknown","Fri May 02 14:38:21 GMT 2025","xyz.npgw.test.run.AddAcquirerDialogTest","Surefire test","xyz.npgw.test.run.AddAcquirerDialogTest","testReSelectingSameTimezoneKeepsValueUnchanged"
"'Create' button is disabled when required fields are not filled.","4377","testCreateButtonDisabledWhenRequiredFieldsAreEmpty","Surefire suite","Fri May 02 14:44:59 GMT 2025","passed","Fri May 02 14:45:03 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testCreateButtonDisabledWhenRequiredFieldsAreEmpty"
"User email is NOT remembered after first successful login with unchecked 'Remember me'","4558","testRememberMeUncheckedDontSaveUserEmail","Surefire suite","Fri May 02 14:39:02 GMT 2025","passed","Fri May 02 14:39:06 GMT 2025","xyz.npgw.test.run.LoginPageTest","Surefire test","xyz.npgw.test.run.LoginPageTest","testRememberMeUncheckedDontSaveUserEmail"
"Verify that the user can switch to the light theme","3472","testLightColorThemeSwitch","Surefire suite","Fri May 02 14:52:54 GMT 2025","passed","Fri May 02 14:52:58 GMT 2025","xyz.npgw.test.run.HeaderComponentTest","Surefire test","xyz.npgw.test.run.HeaderComponentTest","testLightColorThemeSwitch"
"Company creation with Cyrillic symbols","9563","testAddCompanyWithCyrillicSymbols","Surefire suite","Fri May 02 14:44:15 GMT 2025","passed","Fri May 02 14:44:24 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testAddCompanyWithCyrillicSymbols"
"Verify that on Transactions Page after clicking on Transactions user can see Panel: Date range, Business unit, Currency, Payment method, Status, Amount, Reset filter, Apply data, Download file, Settings.","3263","testTheVisibilityOfTheControlPanelElementsOnTheTransactionsPage","Surefire suite","Fri May 02 14:52:09 GMT 2025","passed","Fri May 02 14:52:12 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","Surefire test","xyz.npgw.test.run.TransactionsPageTest","testTheVisibilityOfTheControlPanelElementsOnTheTransactionsPage"
"'Create' button is disabled when required fields are not filled.","4331","testCreateButtonDisabledWhenRequiredFieldsAreEmpty","Surefire suite","Fri May 02 14:44:49 GMT 2025","passed","Fri May 02 14:44:54 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testCreateButtonDisabledWhenRequiredFieldsAreEmpty"
"Error is displayed when trying to create a company with special characters in the name.","4746","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters","Surefire suite","Fri May 02 14:47:34 GMT 2025","passed","Fri May 02 14:47:39 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters"
"Verifies that all form field placeholders are set correctly","1","Bug","Surefire suite","Fri May 02 14:38:21 GMT 2025","unknown","Fri May 02 14:38:21 GMT 2025","xyz.npgw.test.run.EditAcquirerDialogTest","Surefire test","xyz.npgw.test.run.EditAcquirerDialogTest","testVerifyPlaceholdersEditForm"
"Verify that user can see Payment Method Options","3412","testTheVisibilityOfThePaymentMethodOptions","Surefire suite","Fri May 02 14:52:17 GMT 2025","passed","Fri May 02 14:52:21 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","Surefire test","xyz.npgw.test.run.TransactionsPageTest","testTheVisibilityOfThePaymentMethodOptions"
"Add users with roles [SUPER, ADMIN, USER] as super admin","11481","testAddUser","Surefire suite","Fri May 02 14:40:52 GMT 2025","passed","Fri May 02 14:41:03 GMT 2025","xyz.npgw.test.run.TeamPageTest","Surefire test","xyz.npgw.test.run.TeamPageTest","testAddUser"
"The visibility of the 'Acquirers List' header, which contains a list of Acquirers.","4046","testVisibilityHeaderAndAcquirersList","Surefire suite","Fri May 02 14:43:17 GMT 2025","passed","Fri May 02 14:43:21 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","Surefire test","xyz.npgw.test.run.AcquirersPageTest","testVisibilityHeaderAndAcquirersList"
"Edit Amount","6111","testEditAmount","Surefire suite","Fri May 02 14:50:15 GMT 2025","passed","Fri May 02 14:50:21 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","Surefire test","xyz.npgw.test.run.TransactionsPageTest","testEditAmount"
"Filtering transactions by Amount","0","testFilterTransactionsByAmount","Surefire suite","Fri May 02 14:38:21 GMT 2025","unknown","Fri May 02 14:38:21 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","Surefire test","xyz.npgw.test.run.TransactionsPageTest","testFilterTransactionsByAmount"
"Verify that a new Merchant wasn't added once click 'Close' button","11320","testCloseButtonAndDiscardChanges","Surefire suite","Fri May 02 14:54:17 GMT 2025","passed","Fri May 02 14:54:28 GMT 2025","xyz.npgw.test.run.AddBusinessUnitTest","Surefire test","xyz.npgw.test.run.AddBusinessUnitTest","testCloseButtonAndDiscardChanges"
"Verifies that the status radio buttons ('Active' and 'Inactive') toggle correctly.","4343","testToggleStatusRadioButtonsCorrectly","Surefire suite","Fri May 02 14:55:51 GMT 2025","passed","Fri May 02 14:55:55 GMT 2025","xyz.npgw.test.run.AddAcquirerDialogTest","Surefire test","xyz.npgw.test.run.AddAcquirerDialogTest","testToggleStatusRadioButtonsCorrectly"
"Displaying selected currency","4944","testFilterDisplaysSelectedCurrency","Surefire suite","Fri May 02 14:50:55 GMT 2025","passed","Fri May 02 14:51:00 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","Surefire test","xyz.npgw.test.run.TransactionsPageTest","testFilterDisplaysSelectedCurrency"
"Error is displayed when trying to create a company with special characters in the name.","4576","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters","Surefire suite","Fri May 02 14:47:53 GMT 2025","passed","Fri May 02 14:47:58 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters"
"Displaying selected currency","5232","testFilterDisplaysSelectedCurrency","Surefire suite","Fri May 02 14:50:45 GMT 2025","passed","Fri May 02 14:50:50 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","Surefire test","xyz.npgw.test.run.TransactionsPageTest","testFilterDisplaysSelectedCurrency"
"The visibility of elements in the 'Acquirers List' control panel","3838","testVisibilityAcquirersListControlTab","Surefire suite","Fri May 02 14:43:08 GMT 2025","passed","Fri May 02 14:43:12 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","Surefire test","xyz.npgw.test.run.AcquirersPageTest","testVisibilityAcquirersListControlTab"
"Error message when trying to create a company with invalid length and special characters.","4631","testErrorForInvalidCompanyNameLengthAndCharacters","Surefire suite","Fri May 02 14:45:09 GMT 2025","passed","Fri May 02 14:45:13 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testErrorForInvalidCompanyNameLengthAndCharacters"
"Error is displayed when trying to create a company with special characters in the name.","3598","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters","Surefire suite","Fri May 02 14:47:00 GMT 2025","passed","Fri May 02 14:47:04 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters"
"Verify that 'Company name' field is prefilled and impossible to change","11421","testCompanyNameFieldDefaultState","Surefire suite","Fri May 02 14:54:33 GMT 2025","passed","Fri May 02 14:54:44 GMT 2025","xyz.npgw.test.run.AddBusinessUnitTest","Surefire test","xyz.npgw.test.run.AddBusinessUnitTest","testCompanyNameFieldDefaultState"
"Error is displayed when trying to create a company with special characters in the name.","4158","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters","Surefire suite","Fri May 02 14:46:51 GMT 2025","passed","Fri May 02 14:46:55 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters"
"Verify that the placeholder text for each field is correct.","3733","testVerifyPlaceholders","Surefire suite","Fri May 02 14:49:00 GMT 2025","passed","Fri May 02 14:49:04 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testVerifyPlaceholders"
"User navigate to 'Transactions page' after clicking on 'Transactions' link on the header","3380","testNavigateToTransactionsPage","Surefire suite","Fri May 02 14:51:28 GMT 2025","passed","Fri May 02 14:51:31 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","Surefire test","xyz.npgw.test.run.TransactionsPageTest","testNavigateToTransactionsPage"
"The 'Currency' dropdown toggles and contains options All, USD, EUR.","3371","testOpenCurrencyDropdown","Surefire suite","Fri May 02 14:39:38 GMT 2025","passed","Fri May 02 14:39:41 GMT 2025","xyz.npgw.test.run.GatewayPageTest","Surefire test","xyz.npgw.test.run.GatewayPageTest","testOpenCurrencyDropdown"
"Log out via button in the user menu","3439","testLogOutViaButtonInUserMenu","Surefire suite","Fri May 02 14:53:09 GMT 2025","passed","Fri May 02 14:53:12 GMT 2025","xyz.npgw.test.run.HeaderComponentTest","Surefire test","xyz.npgw.test.run.HeaderComponentTest","testLogOutViaButtonInUserMenu"
"Filtering transactions by Currency","6766","testFilterTransactionsByCurrency","Surefire suite","Fri May 02 14:51:05 GMT 2025","passed","Fri May 02 14:51:12 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","Surefire test","xyz.npgw.test.run.TransactionsPageTest","testFilterTransactionsByCurrency"
"Verify error appears when creating an Acquirer with a duplicate name.","5567","testCreateAcquirerWithDuplicateNameShowsError","Surefire suite","Fri May 02 14:55:40 GMT 2025","passed","Fri May 02 14:55:46 GMT 2025","xyz.npgw.test.run.AddAcquirerDialogTest","Surefire test","xyz.npgw.test.run.AddAcquirerDialogTest","testCreateAcquirerWithDuplicateNameShowsError"
"Added company appears in the 'Select company' dropdown list","5226","testVerifyCompanyPresenceInDropdown","Surefire suite","Fri May 02 14:48:21 GMT 2025","passed","Fri May 02 14:48:26 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testVerifyCompanyPresenceInDropdown"
"Verify that re-selecting an already selected currency keeps the selection unchanged.","9438","testRetainCurrencyWhenReSelectingSameOption","Surefire suite","Fri May 02 14:39:47 GMT 2025","passed","Fri May 02 14:39:56 GMT 2025","xyz.npgw.test.run.GatewayPageTest","Surefire test","xyz.npgw.test.run.GatewayPageTest","testRetainCurrencyWhenReSelectingSameOption"
