"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"User navigate to 'Login page' after logout","2923","testNavigateToLoginPageAfterLogout","Surefire suite","Sat Mar 29 16:52:45 GMT 2025","passed","Sat Mar 29 16:52:48 GMT 2025","xyz.npgw.test.run.DashboardPageTest","Surefire test","xyz.npgw.test.run.DashboardPageTest","testNavigateToLoginPageAfterLogout"
"Verify: The visibility of elements in the 'Acquirers List' control panel","3599","testVisibilityAcquirersListControlTab","Surefire suite","Sat Mar 29 16:53:56 GMT 2025","passed","Sat Mar 29 16:54:00 GMT 2025","xyz.npgw.test.run.SaAcquirersTabTest","Surefire test","xyz.npgw.test.run.SaAcquirersTabTest","testVisibilityAcquirersListControlTab"
"Displaying the currency filter on the screen when selecting EUR.","5308","testFilterByCurrency","Surefire suite","Sat Mar 29 16:53:32 GMT 2025","passed","Sat Mar 29 16:53:38 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","Surefire test","xyz.npgw.test.run.TransactionsPageTest","testFilterByCurrency"
"User email is remembered after first successful login with checked 'Remember me'","4023","testRememberMeCheckedSavesUserEmail","Surefire suite","Sat Mar 29 16:53:01 GMT 2025","passed","Sat Mar 29 16:53:05 GMT 2025","xyz.npgw.test.run.LoginPageTest","Surefire test","xyz.npgw.test.run.LoginPageTest","testRememberMeCheckedSavesUserEmail"
"User email is NOT remembered after first successful login with unchecked 'Remember me'","4389","testRememberMeUncheckedDontSaveUserEmail","Surefire suite","Sat Mar 29 16:53:07 GMT 2025","passed","Sat Mar 29 16:53:12 GMT 2025","xyz.npgw.test.run.LoginPageTest","Surefire test","xyz.npgw.test.run.LoginPageTest","testRememberMeUncheckedDontSaveUserEmail"
"User navigate to 'Login page'","28","testNavigateToLoginPage","Surefire suite","Sat Mar 29 16:52:59 GMT 2025","passed","Sat Mar 29 16:52:59 GMT 2025","xyz.npgw.test.run.LoginPageTest","Surefire test","xyz.npgw.test.run.LoginPageTest","testNavigateToLoginPage"
"Displaying the number of rows on the screen when selecting Selector Rows.","4849","testCountSelectorRows","Surefire suite","Sat Mar 29 16:53:24 GMT 2025","passed","Sat Mar 29 16:53:28 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","Surefire test","xyz.npgw.test.run.TransactionsPageTest","testCountSelectorRows"
"User navigate to 'Dashboard page' after login","1878","testNavigateToDashboardAfterLogin","Surefire suite","Sat Mar 29 16:52:40 GMT 2025","passed","Sat Mar 29 16:52:42 GMT 2025","xyz.npgw.test.run.DashboardPageTest","Surefire test","xyz.npgw.test.run.DashboardPageTest","testNavigateToDashboardAfterLogin"
"User navigate to 'Reports page' after clicking on 'Reports' link on the header","3411","testNavigateToReportsPage","Surefire suite","Sat Mar 29 16:52:52 GMT 2025","passed","Sat Mar 29 16:52:56 GMT 2025","xyz.npgw.test.run.ReportsPageTest","Surefire test","xyz.npgw.test.run.ReportsPageTest","testNavigateToReportsPage"
"User navigate to 'System administration page' after clicking on 'System administration' link on the header","3198","testNavigateToSystemAdministrationPage","Surefire suite","Sat Mar 29 16:52:33 GMT 2025","passed","Sat Mar 29 16:52:36 GMT 2025","xyz.npgw.test.run.SystemAdministrationPageTest","Surefire test","xyz.npgw.test.run.SystemAdministrationPageTest","testNavigateToSystemAdministrationPage"
"User navigate to 'Transactions page' after clicking on 'Transactions' link on the header","2890","testNavigateToTransactionsPage","Surefire suite","Sat Mar 29 16:53:41 GMT 2025","passed","Sat Mar 29 16:53:44 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","Surefire test","xyz.npgw.test.run.TransactionsPageTest","testNavigateToTransactionsPage"
"Verifying that we can switch the page when we click next button","4835","testPaginationNextButton","Surefire suite","Sat Mar 29 16:53:47 GMT 2025","passed","Sat Mar 29 16:53:52 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","Surefire test","xyz.npgw.test.run.TransactionsPageTest","testPaginationNextButton"
"Displaying options when clicking on Selector Rows","4351","testCountOptionsSelectorRows","Surefire suite","Sat Mar 29 16:53:16 GMT 2025","passed","Sat Mar 29 16:53:20 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","Surefire test","xyz.npgw.test.run.TransactionsPageTest","testCountOptionsSelectorRows"
