"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Displaying the number of rows on the screen when selecting Selector Rows.","3291","testCountSelectorRows","Surefire suite","Sat Mar 29 17:13:15 GMT 2025","passed","Sat Mar 29 17:13:18 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","Surefire test","xyz.npgw.test.run.TransactionsPageTest","testCountSelectorRows"
"User navigate to 'Dashboard page' after login","1877","testNavigateToDashboardAfterLogin","Surefire suite","Sat Mar 29 17:12:43 GMT 2025","passed","Sat Mar 29 17:12:44 GMT 2025","xyz.npgw.test.run.DashboardPageTest","Surefire test","xyz.npgw.test.run.DashboardPageTest","testNavigateToDashboardAfterLogin"
"Verify: The visibility of elements in the 'Acquirers List' control panel","3038","testVisibilityAcquirersListControlTab","Surefire suite","Sat Mar 29 17:13:39 GMT 2025","passed","Sat Mar 29 17:13:42 GMT 2025","xyz.npgw.test.run.SaAcquirersTabTest","Surefire test","xyz.npgw.test.run.SaAcquirersTabTest","testVisibilityAcquirersListControlTab"
"User navigate to 'Login page'","26","testNavigateToLoginPage","Surefire suite","Sat Mar 29 17:12:56 GMT 2025","passed","Sat Mar 29 17:12:56 GMT 2025","xyz.npgw.test.run.LoginPageTest","Surefire test","xyz.npgw.test.run.LoginPageTest","testNavigateToLoginPage"
"User navigate to 'System administration page' after clicking on 'System administration' link on the header","1916","testNavigateToSystemAdministrationPage","Surefire suite","Sat Mar 29 17:12:37 GMT 2025","passed","Sat Mar 29 17:12:39 GMT 2025","xyz.npgw.test.run.SystemAdministrationPageTest","Surefire test","xyz.npgw.test.run.SystemAdministrationPageTest","testNavigateToSystemAdministrationPage"
"Displaying options when clicking on Selector Rows","2921","testCountOptionsSelectorRows","Surefire suite","Sat Mar 29 17:13:09 GMT 2025","passed","Sat Mar 29 17:13:12 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","Surefire test","xyz.npgw.test.run.TransactionsPageTest","testCountOptionsSelectorRows"
"Verifying that we can switch the page when we click next button","3178","testPaginationNextButton","Surefire suite","Sat Mar 29 17:13:33 GMT 2025","passed","Sat Mar 29 17:13:36 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","Surefire test","xyz.npgw.test.run.TransactionsPageTest","testPaginationNextButton"
"User email is remembered after first successful login with checked 'Remember me'","3610","testRememberMeCheckedSavesUserEmail","Surefire suite","Sat Mar 29 17:12:58 GMT 2025","passed","Sat Mar 29 17:13:02 GMT 2025","xyz.npgw.test.run.LoginPageTest","Surefire test","xyz.npgw.test.run.LoginPageTest","testRememberMeCheckedSavesUserEmail"
"User navigate to 'Transactions page' after clicking on 'Transactions' link on the header","2403","testNavigateToTransactionsPage","Surefire suite","Sat Mar 29 17:13:28 GMT 2025","passed","Sat Mar 29 17:13:30 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","Surefire test","xyz.npgw.test.run.TransactionsPageTest","testNavigateToTransactionsPage"
"User email is NOT remembered after first successful login with unchecked 'Remember me'","2849","testRememberMeUncheckedDontSaveUserEmail","Surefire suite","Sat Mar 29 17:13:03 GMT 2025","passed","Sat Mar 29 17:13:06 GMT 2025","xyz.npgw.test.run.LoginPageTest","Surefire test","xyz.npgw.test.run.LoginPageTest","testRememberMeUncheckedDontSaveUserEmail"
"User navigate to 'Reports page' after clicking on 'Reports' link on the header","1982","testNavigateToReportsPage","Surefire suite","Sat Mar 29 17:12:52 GMT 2025","passed","Sat Mar 29 17:12:54 GMT 2025","xyz.npgw.test.run.ReportsPageTest","Surefire test","xyz.npgw.test.run.ReportsPageTest","testNavigateToReportsPage"
"User navigate to 'Login page' after logout","2403","testNavigateToLoginPageAfterLogout","Surefire suite","Sat Mar 29 17:12:47 GMT 2025","passed","Sat Mar 29 17:12:49 GMT 2025","xyz.npgw.test.run.DashboardPageTest","Surefire test","xyz.npgw.test.run.DashboardPageTest","testNavigateToLoginPageAfterLogout"
"Displaying the currency filter on the screen when selecting EUR.","4441","testFilterByCurrency","Surefire suite","Sat Mar 29 17:13:21 GMT 2025","passed","Sat Mar 29 17:13:25 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","Surefire test","xyz.npgw.test.run.TransactionsPageTest","testFilterByCurrency"
