"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verifies that all form field placeholders are set correctly","0","Bug","Surefire suite","Sun Apr 27 03:13:52 GMT 2025","unknown","Sun Apr 27 03:13:52 GMT 2025","xyz.npgw.test.run.EditAcquirerDialogTest","Surefire test","xyz.npgw.test.run.EditAcquirerDialogTest","testVerifyPlaceholdersEditForm"
"Error message is shown for company name is shorter than 4 or longer than 100 characters.","4721","testVerifyErrorMessageForInvalidCompanyNameLength","Surefire suite","Sun Apr 27 03:19:02 GMT 2025","passed","Sun Apr 27 03:19:06 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testVerifyErrorMessageForInvalidCompanyNameLength"
"Add a new Merchant with 'Add business unit' button","0","testAddNewMerchants","Surefire suite","Sun Apr 27 03:13:52 GMT 2025","unknown","Sun Apr 27 03:13:52 GMT 2025","xyz.npgw.test.run.AddBusinessUnitTest","Surefire test","xyz.npgw.test.run.AddBusinessUnitTest","testAddNewMerchants"
"Check that Logo in header contains text 'NPGW' and image","882","testLogoContainsTextAndImage","Surefire suite","Sun Apr 27 03:22:31 GMT 2025","passed","Sun Apr 27 03:22:32 GMT 2025","xyz.npgw.test.run.HeaderComponentTest","Surefire test","xyz.npgw.test.run.HeaderComponentTest","testLogoContainsTextAndImage"
"'Create' button is disabled when required fields are not filled.","4548","testCreateButtonDisabledWhenRequiredFieldsAreEmpty","Surefire suite","Sun Apr 27 03:18:15 GMT 2025","passed","Sun Apr 27 03:18:19 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testCreateButtonDisabledWhenRequiredFieldsAreEmpty"
"Verify that the 'Add Company' window displays the correct title in the header.","3733","testVerifyAddCompanyWindowTitle","Surefire suite","Sun Apr 27 03:18:24 GMT 2025","passed","Sun Apr 27 03:18:28 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testVerifyAddCompanyWindowTitle"
"The visibility of the 'Acquirers List' header, which contains a list of Acquirers.","4409","testVisibilityHeaderAndAcquirersList","Surefire suite","Sun Apr 27 03:16:41 GMT 2025","passed","Sun Apr 27 03:16:45 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","Surefire test","xyz.npgw.test.run.AcquirersPageTest","testVisibilityHeaderAndAcquirersList"
"Validates successful company creation and correct field persistence (E2E test).","11125","testAddCompanyEndToEndTest","Surefire suite","Sun Apr 27 03:17:01 GMT 2025","passed","Sun Apr 27 03:17:12 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testAddCompanyEndToEndTest"
"Error message when trying to create a company with invalid length and special characters.","0","fail after latest update","Surefire suite","Sun Apr 27 03:13:52 GMT 2025","unknown","Sun Apr 27 03:13:52 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testErrorForInvalidCompanyNameLengthAndCharacters"
"Company creation with Cyrillic symbols","9836","testAddCompanyWithCyrillicSymbols","Surefire suite","Sun Apr 27 03:17:43 GMT 2025","passed","Sun Apr 27 03:17:53 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testAddCompanyWithCyrillicSymbols"
