"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Add Active Fraud Control","7441","testAddActiveFraudControl","suite name","Sat Jul 26 09:54:44 GMT 2025","passed","Sat Jul 26 09:54:51 GMT 2025","xyz.npgw.test.run.FraudControlTest","test name","xyz.npgw.test.run.FraudControlTest","testAddActiveFraudControl"
"Verify that user can see 'Card type' options","1601","testTheVisibilityOfTheCardTypeOptions","suite name","Sat Jul 26 09:48:19 GMT 2025","passed","Sat Jul 26 09:48:21 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testTheVisibilityOfTheCardTypeOptions"
"Delete Active Fraud Control added to Business Unit","5865","testDeleteActiveFraudControlAddedToBusinessUnit","suite name","Sat Jul 26 09:57:54 GMT 2025","passed","Sat Jul 26 09:58:00 GMT 2025","xyz.npgw.test.run.FraudControlTest","test name","xyz.npgw.test.run.FraudControlTest","testDeleteActiveFraudControlAddedToBusinessUnit"
"Verifies that table column headers are displayed correctly on each page when navigating through paginated results.","17184","testColumnHeadersDisplayCorrectlyOnAllPages","suite name","Sat Jul 26 09:45:44 GMT 2025","passed","Sat Jul 26 09:46:01 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testColumnHeadersDisplayCorrectlyOnAllPages"
"Check password policy validation error messages when changing password in user menu","14841","testChangePasswordValidationMessages","suite name","Sat Jul 26 09:54:34 GMT 2025","passed","Sat Jul 26 09:54:48 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testChangePasswordValidationMessages"
"Deactivate Fraud Control with Cancel buttonDeactivate Fraud Control with 'Cross'Deactivate Fraud Control with ESC","6838","testCancelDeactivationFraudControl","suite name","Sat Jul 26 09:56:32 GMT 2025","passed","Sat Jul 26 09:56:39 GMT 2025","xyz.npgw.test.run.FraudControlTest","test name","xyz.npgw.test.run.FraudControlTest","testCancelDeactivationFraudControl"
"Reset Amount Values","4608","testResetAmountValues","suite name","Sat Jul 26 09:45:28 GMT 2025","passed","Sat Jul 26 09:45:33 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testResetAmountValues"
"Verify Minimum and Maximum Password Length Restrictions (negative)","1655","testPasswordLengthRestrictionsOnChange","suite name","Sat Jul 26 09:55:38 GMT 2025","passed","Sat Jul 26 09:55:40 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testPasswordLengthRestrictionsOnChange"
"Compare number of transactions with selected statuses in the table before and after filter","9069","testFilterByStatus","suite name","Sat Jul 26 09:46:23 GMT 2025","passed","Sat Jul 26 09:46:32 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testFilterByStatus"
"Edits the user's role and status, verifies the updates, and reactivates the user.","13728","testEditUser","suite name","Sat Jul 26 09:52:27 GMT 2025","passed","Sat Jul 26 09:52:41 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testEditUser"
"Verify that click on Cancel button cancels the Merchant Acquirer status change","10818","testCancelButtonInChangeMerchantAcquirerActivityDialog","suite name","Sat Jul 26 09:51:27 GMT 2025","passed","Sat Jul 26 09:51:38 GMT 2025","xyz.npgw.test.run.GatewayPageTest","test name","xyz.npgw.test.run.GatewayPageTest","testCancelButtonInChangeMerchantAcquirerActivityDialog"
"Verify that on the Transactions Page user can see Panel: Company Business unit, Date range, Currency, Card type, Status, Trx Ids, Amount, Reset filter, Apply data, Download file, Settings.","1329","testVisibilityOfControlPanelElements","suite name","Sat Jul 26 09:48:49 GMT 2025","passed","Sat Jul 26 09:48:51 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testVisibilityOfControlPanelElements"
"All key chart elements are correctly displayed","5712","testVisibleChartElementsAreDisplayedCorrectly","suite name","Sat Jul 26 09:50:02 GMT 2025","passed","Sat Jul 26 09:50:08 GMT 2025","xyz.npgw.test.run.DashboardPageTest","test name","xyz.npgw.test.run.DashboardPageTest","testVisibleChartElementsAreDisplayedCorrectly"
"Error message is displayed when start date is after end date.","1803","testErrorMessageForReversedDateRange","suite name","Sat Jul 26 09:44:43 GMT 2025","passed","Sat Jul 26 09:44:44 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testErrorMessageForReversedDateRange"
"Compare number of transactions with selected statuses in the table before and after filter","8124","testFilterByStatus","suite name","Sat Jul 26 09:47:18 GMT 2025","passed","Sat Jul 26 09:47:26 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testFilterByStatus"
"Verify default filter state was applied once reset","2413","testResetAppliedFilter","suite name","Sat Jul 26 09:57:59 GMT 2025","passed","Sat Jul 26 09:58:01 GMT 2025","xyz.npgw.test.run.CompaniesAndBusinessUnitsTest","test name","xyz.npgw.test.run.CompaniesAndBusinessUnitsTest","testResetAppliedFilter"
