"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","System/Acquirers","0","Status","0","4","","0"
"0","Transactions","0","Transactions search","0","4","","0"
"0","Transactions","0","Reset filter","0","17","","3"
"0","Reports","0","Data range","0","0","","1"
"0","System/Acquirers","0","Acquirers list","0","8","","0"
"0","System/Acquirers","0","Setup acquirer MID","0","7","","0"
"0","System/Gateway","0","Merchant acquirer","0","8","","0"
"0","Dashboard","0","Transaction summary mock data","0","3","","0"
"0","Header","0","User menu","0","13","","0"
"0","System/Acquirers","0","Reset","0","2","","0"
"0","Transactions","0","Filter","0","6","","0"
"0","System/Fraud control","0","Add/Edit/Delete Fraud Control","0","14","","0"
"0","Transactions","0","Amount","0","13","","0"
"0","Transactions","0","Settings","0","2","","1"
"0","System/Fraud control","0","Reset filter","0","1","","0"
"0","System/Team","0","Add user","0","9","","0"
"0","Login","0","Navigation","0","5","","0"
"0","Dashboard","0","Reset filter","0","3","","0"
"0","System/Team","0","Edit user","0","12","","0"
"0","Transactions","0","Navigation","0","3","","0"
"0","Transactions","0","Date range","0","1","","0"
"0","System/Fraud control","0","Business Unit Control table","0","5","","0"
"0","System/Team","0","Delete user","0","5","","0"
"0","System/Fraud control","0","Control table","0","6","","0"
"0","System/Team","0","Status","0","2","","0"
"0","System/Gateway","0","Currency","0","5","","0"
"0","Transactions","0","Status","0","3","","0"
"0","Transactions","0","Card type","0","3","","0"
"0","System/Companies and business units","0","Add company","0","8","","0"
"0","Transactions","0","Transaction details","0","5","","0"
"0","Transactions","0","Pagination","0","2","","0"
"0","System/Acquirers","0","Rows per page","0","3","","0"
"0","System/Team","0","Sorting in table","0","4","","0"
"0","Dashboard","0","Transaction summary","0","3","","0"
"0","System/Fraud control","0","Change control activity dialog Control table","0","1","","0"
"0","Header","0","Logo","0","2","","0"
"0","Reports","0","Generate report","0","0","","2"
"0","System/Companies and business units","0","Delete business unit","0","2","","0"
"0","Dashboard","0","Data range","0","3","","0"
"0","System/Acquirers","0","Delete acquirer","0","1","","0"
"0","Dashboard","0","Refresh data","0","3","","0"
"0","Transactions","0","Table sorting","0","2","","0"
"0","System/Team","0","Navigation","0","2","","0"
"0","Login","0","Remember me","0","2","","0"
"0","Transactions","0","Export table data","0","4","","1"
"0","System/Companies and business units","0","Edit company","0","1","","0"
"0","Transactions","0","Refresh data","0","1","","0"
"0","System/Companies and business units","0","Settings","0","1","","0"
"0","System/Companies and business units","0","Add business unit","0","2","","0"
"0","System/Acquirers","0","Edit acquirer MID","0","2","","0"
"0","System/Team","0","Reset filter","0","2","","0"
"0","System/Transaction management","0","Add adjustment","0","1","","3"
"0","Reports","0","Table entries sorting","0","0","","2"
"0","Reports","0","Navigation","0","0","","1"
"0","Reports","0","Reset filter","0","0","","1"
"0","System/Companies and business units","0","Delete company","0","3","","0"
"0","Dashboard","0","Navigation","0","3","","0"
"0","System/Business units","0","Generate token","0","1","","0"
"0","System/Fraud control","0","Control business unit controls table entries sorting","0","1","","0"
"0","Header","0","Transactions menu item","0","1","","0"
"0","Header","0","Logout","0","1","","0"
"0","System/Companies and business units","0","Reset filter","0","1","","0"
"0","Transactions","0","Business unit","0","2","","1"
"0","Dashboard","0","Chart Display","0","3","","0"
"0","System/Companies and business units","0","Edit business unit","0","2","","0"
"0","Transactions","0","Actions","0","2","","0"
"1","","0","","0","0","","0"
"0","System/Fraud control","0","Control table entries sorting","0","1","","0"
"0","System/Acquirers","0","Acquirers table","0","1","","0"
"0","System/Acquirers","0","Select acquirer","0","1","","0"
"0","Transactions","0","Panel","0","1","","0"
"0","System/Business units","0","Settings","0","1","","0"
