"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify, that 'Reset filter' button change 'Status' (two options are checked) to default value ( ALL)","0","testResetMultiStatus","suite name","Sat Jun 07 18:55:38 GMT 2025","skipped","Sat Jun 07 18:55:38 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testResetMultiStatus"
"Verify that re-selecting an already selected currency keeps the selection unchanged.","0","testRetainCurrencyWhenReSelectingSameOption","suite name","Sat Jun 07 18:55:45 GMT 2025","skipped","Sat Jun 07 18:55:45 GMT 2025","xyz.npgw.test.run.GatewayPageTest","test name","xyz.npgw.test.run.GatewayPageTest","testRetainCurrencyWhenReSelectingSameOption"
"User email is NOT remembered after first successful login with unchecked 'Remember me'","5708","testRememberMeUncheckedDontSaveUserEmail","suite name","Sat Jun 07 18:51:47 GMT 2025","passed","Sat Jun 07 18:51:52 GMT 2025","xyz.npgw.test.run.LoginPageTest","test name","xyz.npgw.test.run.LoginPageTest","testRememberMeUncheckedDontSaveUserEmail"
"Adding a user with an existing email address results in an error message.","6828","testAddUserWithExistingEmail","suite name","Sat Jun 07 18:52:15 GMT 2025","passed","Sat Jun 07 18:52:22 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testAddUserWithExistingEmail"
"'Reset' button clears selected filter values and resets them to default.","0","testResetFilter","suite name","Sat Jun 07 18:55:37 GMT 2025","skipped","Sat Jun 07 18:55:37 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testResetFilter"
"Verify 'Add business unit' button activation once some company is selected","7624","testVerifyAvailabilityOfBusinessUnitButton","suite name","Sat Jun 07 18:53:26 GMT 2025","passed","Sat Jun 07 18:53:34 GMT 2025","xyz.npgw.test.run.AddBusinessUnitTest","test name","xyz.npgw.test.run.AddBusinessUnitTest","testVerifyAvailabilityOfBusinessUnitButton"
"Error is displayed when trying to create a company with special characters in the name.","0","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters","suite name","Sat Jun 07 18:55:38 GMT 2025","skipped","Sat Jun 07 18:55:38 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","test name","xyz.npgw.test.run.AddCompanyDialogTest","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters"
"Displaying the default number of rows on the RowsPerPage selector","1991","testCountSelectorRows","suite name","Sat Jun 07 18:52:18 GMT 2025","passed","Sat Jun 07 18:52:20 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testCountSelectorRows"
"'Creation Date' column sorts ascending by default and descending on click.","4240","testSortByCreationDate","suite name","Sat Jun 07 18:54:45 GMT 2025","broken","Sat Jun 07 18:54:50 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testSortByCreationDate"
"Error message is shown for company name is shorter than 4 or longer than 100 characters.","0","testVerifyErrorMessageForInvalidCompanyNameLength","suite name","Sat Jun 07 18:55:38 GMT 2025","skipped","Sat Jun 07 18:55:38 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","test name","xyz.npgw.test.run.AddCompanyDialogTest","testVerifyErrorMessageForInvalidCompanyNameLength"
"Verify that on the Transactions Page user can see Panel: Date range, Business unit, Currency, Payment method, Status, Amount, Reset filter, Apply data, Download file, Settings.","0","testVisibilityOfControlPanelElements","suite name","Sat Jun 07 18:55:38 GMT 2025","skipped","Sat Jun 07 18:55:38 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testVisibilityOfControlPanelElements"
"Verify, that 'Reset filter' button change 'Status' to default value ( ALL)","0","testResetStatus","suite name","Sat Jun 07 18:55:38 GMT 2025","skipped","Sat Jun 07 18:55:38 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testResetStatus"
"Compare number of transactions with selected statuses in the table before and after filter","7411","testFilterByStatus","suite name","Sat Jun 07 18:52:40 GMT 2025","passed","Sat Jun 07 18:52:47 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testFilterByStatus"
"Error message is displayed when start date is after end date.","0","testErrorMessageForReversedDateRange","suite name","Sat Jun 07 18:55:38 GMT 2025","skipped","Sat Jun 07 18:55:38 GMT 2025","xyz.npgw.test.run.ReportsPageTest","test name","xyz.npgw.test.run.ReportsPageTest","testErrorMessageForReversedDateRange"
"Verify Minimum and Maximum Password Length Restrictions (negative)","0","testPasswordLengthRestrictionsOnChange","suite name","Sat Jun 07 18:55:36 GMT 2025","skipped","Sat Jun 07 18:55:36 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testPasswordLengthRestrictionsOnChange"
"Edit company info and save","5502","testEditCompanyInfoAndSave","suite name","Sat Jun 07 18:53:48 GMT 2025","passed","Sat Jun 07 18:53:53 GMT 2025","xyz.npgw.test.run.EditCompanyDialogTest","test name","xyz.npgw.test.run.EditCompanyDialogTest","testEditCompanyInfoAndSave"
"Company can be added by filling out required fields","0","testAddCompanyByFillRequiredFields","suite name","Sat Jun 07 18:55:38 GMT 2025","skipped","Sat Jun 07 18:55:38 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","test name","xyz.npgw.test.run.AddCompanyDialogTest","testAddCompanyByFillRequiredFields"
"Verify 'Add business unit' button is disabled if 'Select company' filter's field is cleaned","1691","testVerifyAddBusinessUnitButtonDefaultState","suite name","Sat Jun 07 18:53:20 GMT 2025","passed","Sat Jun 07 18:53:21 GMT 2025","xyz.npgw.test.run.AddBusinessUnitTest","test name","xyz.npgw.test.run.AddBusinessUnitTest","testVerifyAddBusinessUnitButtonDefaultState"
