"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Error message when trying to create a company with invalid length and special characters.","4672","testErrorForInvalidCompanyNameLengthAndCharacters","suite name","Wed Jul 02 16:25:11 GMT 2025","passed","Wed Jul 02 16:25:16 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","test name","xyz.npgw.test.run.AddCompanyDialogTest","testErrorForInvalidCompanyNameLengthAndCharacters"
"Download files: PDF, Excel, CSV","9310","testDownloadFiles","suite name","Wed Jul 02 16:30:56 GMT 2025","passed","Wed Jul 02 16:31:05 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testDownloadFiles"
"Verify, that 'Reset filter' button change 'Status' to default value ( ALL)","1571","testResetStatus","suite name","Wed Jul 02 16:34:28 GMT 2025","passed","Wed Jul 02 16:34:30 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testResetStatus"
"Filter transactions by business unit","6558","testFilterTransactionsByBusinessUnit","suite name","Wed Jul 02 16:30:22 GMT 2025","passed","Wed Jul 02 16:30:28 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testFilterTransactionsByBusinessUnit"
"Move merchant-acquirer down to reduce their priority, Move merchant-acquirer up to increase their priority","26361","testMoveMerchantAcquirerDownAndUpButtons","suite name","Wed Jul 02 16:21:08 GMT 2025","passed","Wed Jul 02 16:21:34 GMT 2025","xyz.npgw.test.run.GatewayPageTest","test name","xyz.npgw.test.run.GatewayPageTest","testMoveMerchantAcquirerDownAndUpButtons"
"Verify, that ","1648","testResetData","suite name","Wed Jul 02 16:34:13 GMT 2025","passed","Wed Jul 02 16:34:14 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testResetData"
"Error message 'From should be lesser than To' appears","2661","testErrorMessageByAmount","suite name","Wed Jul 02 16:31:22 GMT 2025","passed","Wed Jul 02 16:31:25 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testErrorMessageByAmount"
"Verify, that 'Reset filter' button change 'Card Type' to default value ( ALL)","1962","testResetCardType","suite name","Wed Jul 02 16:33:31 GMT 2025","passed","Wed Jul 02 16:33:33 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testResetCardType"
"Verify that user can see selector Status Options","986","testTheVisibilityOfTheStatusSelectorOptions","suite name","Wed Jul 02 16:35:43 GMT 2025","passed","Wed Jul 02 16:35:44 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testTheVisibilityOfTheStatusSelectorOptions"
"Error message is shown for company name is shorter than 4 or longer than 100 characters.","5109","testVerifyErrorMessageForInvalidCompanyNameLength","suite name","Wed Jul 02 16:26:10 GMT 2025","passed","Wed Jul 02 16:26:15 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","test name","xyz.npgw.test.run.AddCompanyDialogTest","testVerifyErrorMessageForInvalidCompanyNameLength"
"The visibility of the 'Acquirers List' header, which contains a list of Acquirers.","4611","testVisibilityHeaderAndAcquirersList","suite name","Wed Jul 02 16:23:28 GMT 2025","passed","Wed Jul 02 16:23:32 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testVisibilityHeaderAndAcquirersList"
"Download files: PDF, Excel, CSV","9057","testDownloadFiles","suite name","Wed Jul 02 16:30:41 GMT 2025","passed","Wed Jul 02 16:30:50 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testDownloadFiles"
"Compare number of transactions with selected statuses in the table before and after filter","10985","testFilterByStatus","suite name","Wed Jul 02 16:28:59 GMT 2025","passed","Wed Jul 02 16:29:10 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testFilterByStatus"
"Unauthenticated users are automatically redirected to the 'Login page'","2083","testUnauthenticatedUserRedirectionToLoginPage","suite name","Wed Jul 02 16:19:25 GMT 2025","passed","Wed Jul 02 16:19:27 GMT 2025","xyz.npgw.test.run.LoginPageTest","test name","xyz.npgw.test.run.LoginPageTest","testUnauthenticatedUserRedirectionToLoginPage"
"Filtering transactions by Currency","11147","testFilterTransactionsByCurrency","suite name","Wed Jul 02 16:30:36 GMT 2025","passed","Wed Jul 02 16:30:47 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testFilterTransactionsByCurrency"
"Filtering transactions by Currency","8089","testFilterTransactionsByCurrency","suite name","Wed Jul 02 16:30:53 GMT 2025","passed","Wed Jul 02 16:31:01 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testFilterTransactionsByCurrency"
