"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","System/Acquirers","0","Acquirers list","0","0","","2"
"0","Header","0","Transactions menu item","1","0","","0"
"0","System/Acquirers","0","Add acquirer","3","0","","0"
"0","System/Companies and business units","0","Add company","17","0","","1"
"0","Login","0","Navigation","5","0","","0"
"0","Header","0","Logo","2","0","","0"
"0","System/Companies and business units","0","Add merchant","4","0","","0"
"0","System/Gateway","0","Currency","2","0","","0"
"0","Transactions","0","Selector rows options","1","0","","0"
"0","Login","0","Remember me","2","0","","0"
"0","System/Acquirers","0","Status","0","0","","3"
"0","Dashboard","0","Navigation","2","0","","0"
"0","Transactions","0","Pagination","0","0","","1"
"0","System/Team","0","Navigation","1","0","","0"
"0","Reports","0","Navigation","1","0","","0"
"0","System/Acquirers","0","Edit acquirers","0","0","","1"
"0","Transactions","0","Number of lines per page field","1","0","","0"
"0","Transactions","0","Amount","0","0","","1"
"0","Transactions","0","Displaying currency filter: EUR","0","0","","1"
"0","Transactions","0","Navigation","1","0","","0"
"0","Transactions","0","Status","1","0","","0"
"0","Transactions","0","Panel","1","0","","0"
"0","System/Companies and business units","0","Edit company","1","0","","0"
"0","System/Acquirers","0","Select acquirer","0","0","","1"
