"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Error message is shown for company name is shorter than 4 or longer than 100 characters.","3218","testVerifyErrorMessageForInvalidCompanyNameLength","suite name","Wed Jun 18 09:47:42 GMT 2025","passed","Wed Jun 18 09:47:46 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","test name","xyz.npgw.test.run.AddCompanyDialogTest","testVerifyErrorMessageForInvalidCompanyNameLength"
"Displaying the default number of rows on the RowsPerPage selector","0","testCountSelectorRows","suite name","Wed Jun 18 09:45:59 GMT 2025","unknown","Wed Jun 18 09:45:59 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testCountSelectorRows"
"'Amount' column sorts ascending on first click and descending on second click.","0","testSortByAmount","suite name","Wed Jun 18 09:45:59 GMT 2025","unknown","Wed Jun 18 09:45:59 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testSortByAmount"
"Edits the user's role and status, verifies the updates, and reactivates the user(e2e).","11926","testEditUser","suite name","Wed Jun 18 09:47:43 GMT 2025","passed","Wed Jun 18 09:47:55 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testEditUser"
"All key chart elements are correctly displayed","0","testVisibleChartElementsAreDisplayedCorrectly","suite name","Wed Jun 18 09:45:58 GMT 2025","unknown","Wed Jun 18 09:45:58 GMT 2025","xyz.npgw.test.run.DashboardPageTest","test name","xyz.npgw.test.run.DashboardPageTest","testVisibleChartElementsAreDisplayedCorrectly"
"Check if the user can change the password through the profile settings in the user menu","10890","testChangePassword","suite name","Wed Jun 18 09:48:50 GMT 2025","passed","Wed Jun 18 09:49:00 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testChangePassword"
"Verify that re-selecting an already selected status keeps the selection unchanged.","6314","testRetainStatusWhenReSelectingSameOption","suite name","Wed Jun 18 09:55:00 GMT 2025","passed","Wed Jun 18 09:55:06 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testRetainStatusWhenReSelectingSameOption"
"Verify that company can be deleted","5462","testDeleteCompany","suite name","Wed Jun 18 09:50:07 GMT 2025","passed","Wed Jun 18 09:50:12 GMT 2025","xyz.npgw.test.run.CompaniesAndBusinessUnitsTest","test name","xyz.npgw.test.run.CompaniesAndBusinessUnitsTest","testDeleteCompany"
"Status filter correctly displays users with 'Active' or 'Inactive' status","15558","testStatusFilterDisplaysCorrectUsers","suite name","Wed Jun 18 09:49:27 GMT 2025","passed","Wed Jun 18 09:49:43 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testStatusFilterDisplaysCorrectUsers"
"Unauthenticated users are automatically redirected to the 'Login page'","2039","testUnauthenticatedUserRedirectionToLoginPage","suite name","Wed Jun 18 09:53:13 GMT 2025","passed","Wed Jun 18 09:53:15 GMT 2025","xyz.npgw.test.run.LoginPageTest","test name","xyz.npgw.test.run.LoginPageTest","testUnauthenticatedUserRedirectionToLoginPage"
"Verify, that 'Reset filter' clean 'Company' input field","0","testResetCompany","suite name","Wed Jun 18 09:45:59 GMT 2025","unknown","Wed Jun 18 09:45:59 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testResetCompany"
