"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that a new business unit wasn't added once click 'Close' button","4801","testCloseButtonAndDiscardChanges","suite name","Thu Aug 21 14:32:29 GMT 2025","passed","Thu Aug 21 14:32:34 GMT 2025","xyz.npgw.test.run.CompaniesAndBusinessUnitsTest","test name","xyz.npgw.test.run.CompaniesAndBusinessUnitsTest","testCloseButtonAndDiscardChanges"
"Error message 'From should be lesser than To' appears","2856","testErrorMessageByAmountAsUser","suite name","Thu Aug 21 14:41:39 GMT 2025","passed","Thu Aug 21 14:41:41 GMT 2025","xyz.npgw.test.run.TransactionsPageUserTest","test name","xyz.npgw.test.run.TransactionsPageUserTest","testErrorMessageByAmountAsUser"
"User email is remembered after first successful login with checked 'Remember me'","7120","testRememberMeCheckedSavesUserEmailUnauthenticated","suite name","Thu Aug 21 14:40:30 GMT 2025","passed","Thu Aug 21 14:40:37 GMT 2025","xyz.npgw.test.run.LoginPageTest","test name","xyz.npgw.test.run.LoginPageTest","testRememberMeCheckedSavesUserEmailUnauthenticated"
"Verifies that the Acquirers table displays correct data for the selected acquirer and shows relevant action buttons.","5332","testDisplaySingleRowWhenAcquirerIsSelected","suite name","Thu Aug 21 14:39:54 GMT 2025","passed","Thu Aug 21 14:39:59 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testDisplaySingleRowWhenAcquirerIsSelected"
"Verify that user can see 'Card type' options","1262","testTheVisibilityOfTheCardTypeOptions","suite name","Thu Aug 21 14:46:53 GMT 2025","passed","Thu Aug 21 14:46:54 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testTheVisibilityOfTheCardTypeOptions"
"Verify,Control name is immutable","0","testNotEditControlName","suite name","Thu Aug 21 14:40:16 GMT 2025","skipped","Thu Aug 21 14:40:16 GMT 2025","xyz.npgw.test.run.FraudControlTest","test name","xyz.npgw.test.run.FraudControlTest","testNotEditControlName"
"Filter transactions by business unit","4011","testFilterTransactionsByBusinessUnit","suite name","Thu Aug 21 14:32:35 GMT 2025","passed","Thu Aug 21 14:32:39 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testFilterTransactionsByBusinessUnit"
"Verify possibility to add adjustment with Transaction adjustment","0","testAddTransactionAdjustment","suite name","Thu Aug 21 14:29:45 GMT 2025","unknown","Thu Aug 21 14:29:45 GMT 2025","xyz.npgw.test.run.TransactionManagementPageTest","test name","xyz.npgw.test.run.TransactionManagementPageTest","testAddTransactionAdjustment"
"Error message 'From should be lesser than To' appears","2833","testErrorMessageByAmountAsAdmin","suite name","Thu Aug 21 14:48:19 GMT 2025","passed","Thu Aug 21 14:48:22 GMT 2025","xyz.npgw.test.run.TransactionsPageAdminTest","test name","xyz.npgw.test.run.TransactionsPageAdminTest","testErrorMessageByAmountAsAdmin"
"Verify that user can see selector Status Options","1019","testTheVisibilityOfTheStatusSelectorOptionsAsAdmin","suite name","Thu Aug 21 14:49:53 GMT 2025","passed","Thu Aug 21 14:49:54 GMT 2025","xyz.npgw.test.run.TransactionsPageAdminTest","test name","xyz.npgw.test.run.TransactionsPageAdminTest","testTheVisibilityOfTheStatusSelectorOptionsAsAdmin"
"Correct transaction summary is displayed on Dashboard page","6165","testTransactionSummaryAsTestUser","suite name","Thu Aug 21 14:46:59 GMT 2025","passed","Thu Aug 21 14:47:05 GMT 2025","xyz.npgw.test.run.DashboardPageUserTest","test name","xyz.npgw.test.run.DashboardPageUserTest","testTransactionSummaryAsTestUser"
"Change company analyst role to company admin and change it's status as company admin","13123","testEditUserAsAdmin","suite name","Thu Aug 21 14:48:43 GMT 2025","passed","Thu Aug 21 14:48:56 GMT 2025","xyz.npgw.test.run.TeamPageAdminTest","test name","xyz.npgw.test.run.TeamPageAdminTest","testEditUserAsAdmin"
"Remove inactive Fraud control added to Business unit","24225","testDeleteInactiveFraudControlAddedToBusinessUnit","suite name","Thu Aug 21 14:33:28 GMT 2025","broken","Thu Aug 21 14:33:53 GMT 2025","xyz.npgw.test.run.FraudControlTest","test name","xyz.npgw.test.run.FraudControlTest","testDeleteInactiveFraudControlAddedToBusinessUnit"
"Edit Amount","10680","testEditAmountAsUser","suite name","Thu Aug 21 14:41:23 GMT 2025","passed","Thu Aug 21 14:41:34 GMT 2025","xyz.npgw.test.run.TransactionsPageUserTest","test name","xyz.npgw.test.run.TransactionsPageUserTest","testEditAmountAsUser"
"Unauthenticated users are automatically redirected to the 'Login page'","1016","testUnauthenticatedUserRedirectionToLoginPageUnauthenticated","suite name","Thu Aug 21 14:40:45 GMT 2025","passed","Thu Aug 21 14:40:46 GMT 2025","xyz.npgw.test.run.LoginPageTest","test name","xyz.npgw.test.run.LoginPageTest","testUnauthenticatedUserRedirectionToLoginPageUnauthenticated"
"Verify that users can be sorted alphabetically","3265","testCheckSortingListOfUsersAlphabetically","suite name","Thu Aug 21 14:42:02 GMT 2025","passed","Thu Aug 21 14:42:05 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testCheckSortingListOfUsersAlphabetically"
"'Reset filter' clears selected options to default","3997","testResetFilterAsTestAdmin","suite name","Thu Aug 21 14:38:21 GMT 2025","passed","Thu Aug 21 14:38:25 GMT 2025","xyz.npgw.test.run.DashboardPageAdminTest","test name","xyz.npgw.test.run.DashboardPageAdminTest","testResetFilterAsTestAdmin"
"Create new company admin user as super","6357","testCreateCompanyAdminUser","suite name","Thu Aug 21 14:42:18 GMT 2025","passed","Thu Aug 21 14:42:24 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testCreateCompanyAdminUser"
"Edit Acquirer Mid and Verify Updated Data in the Table","9206","testEditAcquirerVerifyUpdatedData","suite name","Thu Aug 21 14:48:05 GMT 2025","passed","Thu Aug 21 14:48:15 GMT 2025","xyz.npgw.test.run.AddEditAcquirerTest","test name","xyz.npgw.test.run.AddEditAcquirerTest","testEditAcquirerVerifyUpdatedData"
"All key chart elements are correctly displayed","7946","testVisibleChartElementsAreDisplayedCorrectly","suite name","Thu Aug 21 14:37:44 GMT 2025","passed","Thu Aug 21 14:37:52 GMT 2025","xyz.npgw.test.run.DashboardPageTest","test name","xyz.npgw.test.run.DashboardPageTest","testVisibleChartElementsAreDisplayedCorrectly"
"Verify that user can see 'Card type' options","865","testTheVisibilityOfTheCardTypeOptionsAsUser","suite name","Thu Aug 21 14:43:18 GMT 2025","passed","Thu Aug 21 14:43:19 GMT 2025","xyz.npgw.test.run.TransactionsPageUserTest","test name","xyz.npgw.test.run.TransactionsPageUserTest","testTheVisibilityOfTheCardTypeOptionsAsUser"
"Verify default state of the 'Setup acquirer MID' dialog","3361","testDefaultStateOfSetupAcquirerMidDialog","suite name","Thu Aug 21 14:47:57 GMT 2025","passed","Thu Aug 21 14:48:01 GMT 2025","xyz.npgw.test.run.AddEditAcquirerTest","test name","xyz.npgw.test.run.AddEditAcquirerTest","testDefaultStateOfSetupAcquirerMidDialog"
"The transaction table data on the UI matches the exported Excel file data.","21315","testTransactionTableMatchesDownloadedExcel","suite name","Thu Aug 21 14:35:20 GMT 2025","passed","Thu Aug 21 14:35:41 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testTransactionTableMatchesDownloadedExcel"
"Adding a user with an existing email address results in an error message.","8703","testAddUserWithExistingEmailAsAdmin","suite name","Thu Aug 21 14:46:42 GMT 2025","passed","Thu Aug 21 14:46:50 GMT 2025","xyz.npgw.test.run.TeamPageAdminTest","test name","xyz.npgw.test.run.TeamPageAdminTest","testAddUserWithExistingEmailAsAdmin"
"Verify Acquirer status 'Active/Inactive' is displayed in column 'Status'","10234","testVerifyAcquirerStatus","suite name","Thu Aug 21 14:41:44 GMT 2025","passed","Thu Aug 21 14:41:54 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testVerifyAcquirerStatus"
"Activate Fraud Control not added to Business UnitDeactivate Fraud Control not added to Business Unit","16472","testChangeControlActivityForFraudControlNotAddedToBusinessUnit","suite name","Thu Aug 21 14:39:04 GMT 2025","broken","Thu Aug 21 14:39:20 GMT 2025","xyz.npgw.test.run.FraudControlTest","test name","xyz.npgw.test.run.FraudControlTest","testChangeControlActivityForFraudControlNotAddedToBusinessUnit"
"Log out via button in the user menu","663","testLogOutViaButtonInUserMenu","suite name","Thu Aug 21 14:44:45 GMT 2025","passed","Thu Aug 21 14:44:45 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testLogOutViaButtonInUserMenu"
"Error message is displayed when start date is after end date.","870","testErrorMessageForReversedDateRangeAsTestAdmin","suite name","Thu Aug 21 14:38:12 GMT 2025","passed","Thu Aug 21 14:38:13 GMT 2025","xyz.npgw.test.run.DashboardPageAdminTest","test name","xyz.npgw.test.run.DashboardPageAdminTest","testErrorMessageForReversedDateRangeAsTestAdmin"
"Correct transaction summary is displayed on Dashboard page","7480","testTransactionSummaryAsTestAdmin","suite name","Thu Aug 21 14:38:29 GMT 2025","passed","Thu Aug 21 14:38:36 GMT 2025","xyz.npgw.test.run.DashboardPageAdminTest","test name","xyz.npgw.test.run.DashboardPageAdminTest","testTransactionSummaryAsTestAdmin"
"Unauthenticated user navigate to 'Login page'","3325","testNavigateToLoginPageUnauthenticated","suite name","Thu Aug 21 14:40:24 GMT 2025","passed","Thu Aug 21 14:40:28 GMT 2025","xyz.npgw.test.run.LoginPageTest","test name","xyz.npgw.test.run.LoginPageTest","testNavigateToLoginPageUnauthenticated"
"Check that after click on transactions in column NPGW reference user see transaction details","8833","testCheckTransactionDetails","suite name","Thu Aug 21 14:34:29 GMT 2025","passed","Thu Aug 21 14:34:38 GMT 2025","xyz.npgw.test.run.TransactionDetailsTest","test name","xyz.npgw.test.run.TransactionDetailsTest","testCheckTransactionDetails"
"Check that click on Logo return user to the dashboard page from other pages","1222","testClickLogoReturnToDashboardPage","suite name","Thu Aug 21 14:44:11 GMT 2025","passed","Thu Aug 21 14:44:12 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testClickLogoReturnToDashboardPage"
"Verify that 'NPGW reference' and 'Business unit reference' fields appear when clicking on 'Trx IDs'.","844","testSearchOptionsVisibleAfterClickingTrxIdsAsAdmin","suite name","Thu Aug 21 14:49:39 GMT 2025","passed","Thu Aug 21 14:49:40 GMT 2025","xyz.npgw.test.run.TransactionsPageAdminTest","test name","xyz.npgw.test.run.TransactionsPageAdminTest","testSearchOptionsVisibleAfterClickingTrxIdsAsAdmin"
"All refundable transactions display correct refund dialog text and pre-filled refund amount.","11157","testRefundDialogDisplaysCorrectTextAndAmount","suite name","Thu Aug 21 14:33:43 GMT 2025","passed","Thu Aug 21 14:33:54 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testRefundDialogDisplaysCorrectTextAndAmount"
"Verify, that 'Reset filter' button change 'Card Type' to default value (ALL)","2523","testResetCardType","suite name","Thu Aug 21 14:45:54 GMT 2025","passed","Thu Aug 21 14:45:57 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testResetCardType"
