"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify error appears when creating an Acquirer with a duplicate name.","6592","testCreateAcquirerWithDuplicateNameShowsError","Surefire suite","Thu May 01 16:59:19 GMT 2025","passed","Thu May 01 16:59:25 GMT 2025","xyz.npgw.test.run.AddAcquirerDialogTest","Surefire test","xyz.npgw.test.run.AddAcquirerDialogTest","testCreateAcquirerWithDuplicateNameShowsError"
"Add a new Merchant with 'Add business unit' button","14717","testAddNewMerchants","Surefire suite","Thu May 01 16:57:40 GMT 2025","passed","Thu May 01 16:57:55 GMT 2025","xyz.npgw.test.run.AddBusinessUnitTest","Surefire test","xyz.npgw.test.run.AddBusinessUnitTest","testAddNewMerchants"
"Choose amount popup functionality","5575","testChooseAmountPopUp","Surefire suite","Thu May 01 16:54:39 GMT 2025","passed","Thu May 01 16:54:44 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","Surefire test","xyz.npgw.test.run.TransactionsPageTest","testChooseAmountPopUp"
"Verifying that we can switch the page when we click next button","2230","testPaginationNextButton","Surefire suite","Thu May 01 16:55:53 GMT 2025","passed","Thu May 01 16:55:55 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","Surefire test","xyz.npgw.test.run.TransactionsPageTest","testPaginationNextButton"
"'Create' button is disabled when required fields are not filled.","2530","testCreateButtonDisabledWhenRequiredFieldsAreEmpty","Surefire suite","Thu May 01 16:52:58 GMT 2025","passed","Thu May 01 16:53:00 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testCreateButtonDisabledWhenRequiredFieldsAreEmpty"
"Verify that selecting a 'Rows Per Page' option displays the correct number of rows in the table.","8085","testRowsPerPageSelectionDisplaysCorrectNumberOfRows","Surefire suite","Thu May 01 16:51:41 GMT 2025","passed","Thu May 01 16:51:49 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","Surefire test","xyz.npgw.test.run.AcquirersPageTest","testRowsPerPageSelectionDisplaysCorrectNumberOfRows"
"Selecting the 'Select acquirer' field opens a dropdown with Acquirers list.","2838","testSelectAcquirerDropdownFunctionality","Surefire suite","Thu May 01 16:51:54 GMT 2025","passed","Thu May 01 16:51:57 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","Surefire test","xyz.npgw.test.run.AcquirersPageTest","testSelectAcquirerDropdownFunctionality"
"Verify that a new Merchant wasn't added once click 'Close' button","0","strict mode violation: locator('[role='gridcell']') resolved to 2 elements","Surefire suite","Thu May 01 16:49:21 GMT 2025","unknown","Thu May 01 16:49:21 GMT 2025","xyz.npgw.test.run.AddBusinessUnitTest","Surefire test","xyz.npgw.test.run.AddBusinessUnitTest","testCloseButtonAndDiscardChanges"
"Verify that user can see Payment Method Options","2517","testTheVisibilityOfThePaymentMethodOptions","Surefire suite","Thu May 01 16:56:26 GMT 2025","passed","Thu May 01 16:56:29 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","Surefire test","xyz.npgw.test.run.TransactionsPageTest","testTheVisibilityOfThePaymentMethodOptions"
"'Create' button is disabled when required fields are not filled.","2514","testCreateButtonDisabledWhenRequiredFieldsAreEmpty","Surefire suite","Thu May 01 16:53:05 GMT 2025","passed","Thu May 01 16:53:08 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testCreateButtonDisabledWhenRequiredFieldsAreEmpty"
