"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"'Create' button is disabled when required fields are not filled.","2629","testCreateButtonDisabledWhenRequiredFieldsAreEmpty","Surefire suite","Thu Apr 24 10:27:44 GMT 2025","passed","Thu Apr 24 10:27:47 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testCreateButtonDisabledWhenRequiredFieldsAreEmpty"
"Filtering transactions by Currency","3429","testFilterTransactionsByCurrency","Surefire suite","Thu Apr 24 10:30:15 GMT 2025","passed","Thu Apr 24 10:30:19 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","Surefire test","xyz.npgw.test.run.TransactionsPageTest","testFilterTransactionsByCurrency"
"Error message is shown for company name is shorter than 4 or longer than 100 characters.","3764","testVerifyErrorMessageForInvalidCompanyNameLength","Surefire suite","Thu Apr 24 10:28:55 GMT 2025","passed","Thu Apr 24 10:28:59 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testVerifyErrorMessageForInvalidCompanyNameLength"
"Error message is shown for company name is shorter than 4 or longer than 100 characters.","4191","testVerifyErrorMessageForInvalidCompanyNameLength","Surefire suite","Thu Apr 24 10:29:03 GMT 2025","passed","Thu Apr 24 10:29:07 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testVerifyErrorMessageForInvalidCompanyNameLength"
"User navigate to 'Dashboard page' after login","8","testNavigateToDashboardAfterLogin","Surefire suite","Thu Apr 24 10:31:10 GMT 2025","passed","Thu Apr 24 10:31:10 GMT 2025","xyz.npgw.test.run.DashboardPageTest","Surefire test","xyz.npgw.test.run.DashboardPageTest","testNavigateToDashboardAfterLogin"
"Choose amount popup functionality","0","Добавить ожидание для нажатия Transactions","Surefire suite","Thu Apr 24 10:24:28 GMT 2025","unknown","Thu Apr 24 10:24:28 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","Surefire test","xyz.npgw.test.run.TransactionsPageTest","testChooseAmountPopUp"
"The visibility of elements in the 'Acquirers List' control panel","2138","testVisibilityAcquirersListControlTab","Surefire suite","Thu Apr 24 10:26:35 GMT 2025","passed","Thu Apr 24 10:26:37 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","Surefire test","xyz.npgw.test.run.AcquirersPageTest","testVisibilityAcquirersListControlTab"
"Verify 'Add business unit' button activation once some company is selected","0","fail on AddCompanyButton","Surefire suite","Thu Apr 24 10:24:28 GMT 2025","unknown","Thu Apr 24 10:24:28 GMT 2025","xyz.npgw.test.run.AddBusinessUnitTest","Surefire test","xyz.npgw.test.run.AddBusinessUnitTest","testVerifyAvailabilityOfBusinessUnitButton"
"Added company appears in the 'Select company' dropdown list","6139","testVerifyCompanyPresenceInDropdown","Surefire suite","Thu Apr 24 10:28:29 GMT 2025","passed","Thu Apr 24 10:28:35 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testVerifyCompanyPresenceInDropdown"
"Unauthenticated users are automatically redirected to the 'Login page'","2137","testUnauthenticatedUserRedirectionToLoginPage","Surefire suite","Thu Apr 24 10:25:02 GMT 2025","passed","Thu Apr 24 10:25:05 GMT 2025","xyz.npgw.test.run.LoginPageTest","Surefire test","xyz.npgw.test.run.LoginPageTest","testUnauthenticatedUserRedirectionToLoginPage"
"Company creation with Cyrillic symbols","8844","testAddCompanyWithCyrillicSymbols","Surefire suite","Thu Apr 24 10:29:19 GMT 2025","passed","Thu Apr 24 10:29:28 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testAddCompanyWithCyrillicSymbols"
"Check that click on Logo return user to the dashboard page from other pages","0","testClickLogoReturnToDashboardPage","Surefire suite","Thu Apr 24 10:31:04 GMT 2025","skipped","Thu Apr 24 10:31:04 GMT 2025","xyz.npgw.test.run.HeaderComponentTest","Surefire test","xyz.npgw.test.run.HeaderComponentTest","testClickLogoReturnToDashboardPage"
"Unauthenticated users are automatically redirected to the 'Login page'","2153","testUnauthenticatedUserRedirectionToLoginPage","Surefire suite","Thu Apr 24 10:24:57 GMT 2025","passed","Thu Apr 24 10:24:59 GMT 2025","xyz.npgw.test.run.LoginPageTest","Surefire test","xyz.npgw.test.run.LoginPageTest","testUnauthenticatedUserRedirectionToLoginPage"
"Add users with roles [SUPER, ADMIN, USER] as super admin","0","Company 'testframework' not found in dropdown.","Surefire suite","Thu Apr 24 10:24:28 GMT 2025","unknown","Thu Apr 24 10:24:28 GMT 2025","xyz.npgw.test.run.TeamPageTest","Surefire test","xyz.npgw.test.run.TeamPageTest","testAddUser"
"Verifies that the status radio buttons ('Active' and 'Inactive') toggle correctly.","3673","testToggleStatusRadioButtonsCorrectly","Surefire suite","Thu Apr 24 10:31:54 GMT 2025","passed","Thu Apr 24 10:31:58 GMT 2025","xyz.npgw.test.run.AddAcquirerDialogTest","Surefire test","xyz.npgw.test.run.AddAcquirerDialogTest","testToggleStatusRadioButtonsCorrectly"
"","1","beforeMethod","Surefire suite","Thu Apr 24 10:31:04 GMT 2025","broken","Thu Apr 24 10:31:04 GMT 2025","xyz.npgw.test.run.HeaderComponentTest","Surefire test","xyz.npgw.test.run.HeaderComponentTest","beforeMethod"
"Filter acquirers by status.","4180","testFilterAcquirersByStatus","Surefire suite","Thu Apr 24 10:26:02 GMT 2025","passed","Thu Apr 24 10:26:07 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","Surefire test","xyz.npgw.test.run.AcquirersPageTest","testFilterAcquirersByStatus"
"User navigate to 'System administration page' after clicking on 'System administration' link on the header","1965","testNavigateToSystemAdministrationPage","Surefire suite","Thu Apr 24 10:25:46 GMT 2025","passed","Thu Apr 24 10:25:48 GMT 2025","xyz.npgw.test.run.TeamPageTest","Surefire test","xyz.npgw.test.run.TeamPageTest","testNavigateToSystemAdministrationPage"
"The 'Currency' dropdown toggles and contains options All, USD, EUR.","2437","testOpenCurrencyDropdown","Surefire suite","Thu Apr 24 10:25:13 GMT 2025","passed","Thu Apr 24 10:25:16 GMT 2025","xyz.npgw.test.run.GatewayPageTest","Surefire test","xyz.npgw.test.run.GatewayPageTest","testOpenCurrencyDropdown"
"Error message when trying to create a company with invalid length and special characters.","3774","testErrorForInvalidCompanyNameLengthAndCharacters","Surefire suite","Thu Apr 24 10:28:06 GMT 2025","passed","Thu Apr 24 10:28:10 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testErrorForInvalidCompanyNameLengthAndCharacters"
"Displaying selected currency","2904","testFilterDisplaysSelectedCurrency","Surefire suite","Thu Apr 24 10:30:00 GMT 2025","passed","Thu Apr 24 10:30:03 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","Surefire test","xyz.npgw.test.run.TransactionsPageTest","testFilterDisplaysSelectedCurrency"
"Company creation with Latin symbols","5464","testAddCompanyWithAllFilledFields","Surefire suite","Thu Apr 24 10:27:29 GMT 2025","passed","Thu Apr 24 10:27:34 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testAddCompanyWithAllFilledFields"
"Verify that re-selecting an already selected status keeps the selection unchanged.","6657","testRetainStatusWhenReSelectingSameOption","Surefire suite","Thu Apr 24 10:26:18 GMT 2025","passed","Thu Apr 24 10:26:24 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","Surefire test","xyz.npgw.test.run.AcquirersPageTest","testRetainStatusWhenReSelectingSameOption"
"Error message when trying to create a company with invalid length and special characters.","3803","testErrorForInvalidCompanyNameLengthAndCharacters","Surefire suite","Thu Apr 24 10:27:58 GMT 2025","passed","Thu Apr 24 10:28:02 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testErrorForInvalidCompanyNameLengthAndCharacters"
"Error is displayed when trying to create a company with an already existing name","3264","testAddCompanyWithSameName","Surefire suite","Thu Apr 24 10:28:39 GMT 2025","passed","Thu Apr 24 10:28:42 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testAddCompanyWithSameName"
