"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Compare number of transactions with selected statuses in the table before and after filter","11002","testFilterByStatus","suite name","Thu Jun 26 00:50:37 GMT 2025","passed","Thu Jun 26 00:50:48 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testFilterByStatus"
"Displaying selected currency","1594","testFilterDisplaysSelectedCurrency","suite name","Thu Jun 26 00:52:00 GMT 2025","passed","Thu Jun 26 00:52:01 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testFilterDisplaysSelectedCurrency"
"User navigate to 'Dashboard page' after login","12","testNavigateToDashboardAfterLogin","suite name","Thu Jun 26 00:49:15 GMT 2025","passed","Thu Jun 26 00:49:15 GMT 2025","xyz.npgw.test.run.DashboardPageTest","test name","xyz.npgw.test.run.DashboardPageTest","testNavigateToDashboardAfterLogin"
"Check password policy validation error messages when changing password in user menu","15847","testChangePasswordValidationMessages","suite name","Thu Jun 26 00:43:20 GMT 2025","passed","Thu Jun 26 00:43:36 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testChangePasswordValidationMessages"
"Deactivate user by 'Change user activity button' and verify status change","17942","testDeactivateUserViaChangeUserActivityButton","suite name","Thu Jun 26 00:47:43 GMT 2025","passed","Thu Jun 26 00:48:01 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testDeactivateUserViaChangeUserActivityButton"
"Verify that the user can switch to the light theme","703","testLightColorThemeSwitch","suite name","Thu Jun 26 00:44:10 GMT 2025","passed","Thu Jun 26 00:44:11 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testLightColorThemeSwitch"
"Add new system admin under super admin","7643","testAddSystemAdmin","suite name","Thu Jun 26 00:45:50 GMT 2025","passed","Thu Jun 26 00:45:58 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testAddSystemAdmin"
"Verifying that we can switch the page when we click next button","0","testPaginationNextButton","suite name","Thu Jun 26 00:42:08 GMT 2025","unknown","Thu Jun 26 00:42:08 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testPaginationNextButton"
"Filtering transactions by Currency","10341","testFilterTransactionsByCurrency","suite name","Thu Jun 26 00:52:12 GMT 2025","passed","Thu Jun 26 00:52:22 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testFilterTransactionsByCurrency"
"Check password policy validation error messages when changing password in user menu","14956","testChangePasswordValidationMessages","suite name","Thu Jun 26 00:42:53 GMT 2025","passed","Thu Jun 26 00:43:08 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testChangePasswordValidationMessages"
