"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify, that 'Reset filter' button change 'Status' to default value ( ALL)","3373","testResetStatus","suite name","Fri Jun 20 11:30:17 GMT 2025","passed","Fri Jun 20 11:30:21 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testResetStatus"
"Displaying rows per page options when clicking on the RowsPerPage selector","0","testCountOptionsSelectorRows","suite name","Fri Jun 20 11:21:02 GMT 2025","unknown","Fri Jun 20 11:21:02 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testCountOptionsSelectorRows"
"User navigate to 'Reports page' after clicking on 'Reports' link on the header","0","testNavigateToReportsPage","suite name","Fri Jun 20 11:21:02 GMT 2025","unknown","Fri Jun 20 11:21:02 GMT 2025","xyz.npgw.test.run.ReportsPageTest","test name","xyz.npgw.test.run.ReportsPageTest","testNavigateToReportsPage"
"Filtering transactions by Amount","0","testFilterTransactionsByAmount","suite name","Fri Jun 20 11:21:02 GMT 2025","unknown","Fri Jun 20 11:21:02 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testFilterTransactionsByAmount"
"Check if the user can change the password through the profile settings in the user menu","10531","testChangePassword","suite name","Fri Jun 20 11:24:19 GMT 2025","passed","Fri Jun 20 11:24:30 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testChangePassword"
"Choose amount popup functionality","5561","testChooseAmountPopUp","suite name","Fri Jun 20 11:24:47 GMT 2025","passed","Fri Jun 20 11:24:53 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testChooseAmountPopUp"
"Check password policy validation error messages when changing password in user menu","14765","testChangePasswordValidationMessages","suite name","Fri Jun 20 11:21:45 GMT 2025","passed","Fri Jun 20 11:22:00 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testChangePasswordValidationMessages"
"Verify, that 'Reset filter' clean 'Company' input field","3809","testResetCompany","suite name","Fri Jun 20 11:28:56 GMT 2025","passed","Fri Jun 20 11:29:00 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testResetCompany"
"Check that Logo in header contains text 'NPGW' and image","23","testLogoContainsTextAndImage","suite name","Fri Jun 20 11:23:33 GMT 2025","passed","Fri Jun 20 11:23:33 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testLogoContainsTextAndImage"
"Check if the user can change the password through the profile settings in the user menu","11592","testChangePassword","suite name","Fri Jun 20 11:24:59 GMT 2025","passed","Fri Jun 20 11:25:11 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testChangePassword"
