"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","System/Acquirers","0","Rows Per Page","0","3","","0"
"0","Transactions","0","Transactions table header","0","1","","0"
"0","Transactions","0","Amount","0","5","","0"
"0","Transactions","0","Status","0","2","","0"
"0","System/Companies and business units","0","Add company","0","17","","1"
"0","Transactions","0","Export table data","0","3","","0"
"0","System/Companies and business units","0","Edit business unit","0","1","","0"
"0","System/Acquirers","0","Add acquirer","0","5","","2"
"0","Header","0","User menu","0","3","","1"
"0","System/Acquirers","0","Status","0","4","","0"
"0","Dashboard","0","Navigation","0","1","","0"
"0","Transactions","0","Currency","0","4","","0"
"0","System/Team","0","Navigation","0","1","","0"
"0","Header","0","Transactions menu item","0","1","","0"
"0","Transactions","0","Data range","0","1","","0"
"0","System/Gateway","0","Currency","3","0","","0"
"0","Login","0","Remember me","2","0","","0"
"0","System/Acquirers","0","Acquirers list","0","5","","0"
"0","System/Companies and business units","0","Add merchant","0","4","","0"
"0","System/Acquirers","0","Edit acquirers","1","0","","0"
"0","Transactions","0","Selector rows options","0","1","","0"
"0","Transactions","0","Settings","0","1","","0"
"0","Transactions","0","Navigation","0","1","","0"
"1","System/Team","0","Edit user","1","4","","0"
"0","System/Companies and business units","0","Add business unit","0","1","","0"
"0","Login","0","Navigation","5","0","","0"
"0","Transactions","0","Pagination","0","1","","0"
"0","System/Team","0","Add user","5","0","","0"
"0","Header","0","Logo","0","2","","0"
"0","Transactions","0","Number of lines per page field","0","1","","0"
"0","System/Companies and business units","0","Edit company","1","0","","0"
"0","Reports","0","Data range","0","1","","0"
"0","Header","0","Log Out","0","1","","0"
"0","System/Acquirers","0","Select acquirer","0","1","","0"
"0","Companies and business units","0","Add merchant","0","1","","0"
"0","Dashboard","0","Data range","0","0","","1"
"0","Transactions","0","Panel","0","1","","0"
"0","Companies and business units","0","Reset filter","0","1","","0"
"0","Reports","0","Navigation","0","1","","0"
