"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Activate Fraud Control added to Business Unit and Deactivate Fraud Control added to Business Unit","0","testChangeControlActivityForFraudControlAddedToBusinessUnit","suite name","Fri Aug 22 09:05:07 GMT 2025","skipped","Fri Aug 22 09:05:07 GMT 2025","xyz.npgw.test.run.FraudControlTest","test name","xyz.npgw.test.run.FraudControlTest","testChangeControlActivityForFraudControlAddedToBusinessUnit"
"Verify that user can see selector Status Options","1158","testTheVisibilityOfTheStatusSelectorOptions","suite name","Fri Aug 22 09:13:18 GMT 2025","passed","Fri Aug 22 09:13:19 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testTheVisibilityOfTheStatusSelectorOptions"
"Click on 'Select acquirer' field opens a dropdown populated with acquirers","1627","testSelectAcquirerDropdownFunctionality","suite name","Fri Aug 22 09:08:38 GMT 2025","passed","Fri Aug 22 09:08:40 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testSelectAcquirerDropdownFunctionality"
"Tooltips for available actions check","0","testTooltipsForActionsControlTable","suite name","Fri Aug 22 08:58:15 GMT 2025","unknown","Fri Aug 22 08:58:15 GMT 2025","xyz.npgw.test.run.FraudControlTest","test name","xyz.npgw.test.run.FraudControlTest","testTooltipsForActionsControlTable"
"Warning message text","7248","testVerifyWarningModalWindowChangeActivityForControlTable","suite name","Fri Aug 22 09:04:46 GMT 2025","passed","Fri Aug 22 09:04:54 GMT 2025","xyz.npgw.test.run.FraudControlTest","test name","xyz.npgw.test.run.FraudControlTest","testVerifyWarningModalWindowChangeActivityForControlTable"
"Check if the user can change the password through the profile settings in the user menu","8166","testChangePassword","suite name","Fri Aug 22 09:12:10 GMT 2025","passed","Fri Aug 22 09:12:19 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testChangePassword"
"User navigate to 'Dashboard page' after login","12","testNavigateToDashboardAfterLoginAsTestUser","suite name","Fri Aug 22 09:13:55 GMT 2025","passed","Fri Aug 22 09:13:55 GMT 2025","xyz.npgw.test.run.DashboardPageUserTest","test name","xyz.npgw.test.run.DashboardPageUserTest","testNavigateToDashboardAfterLoginAsTestUser"
"Error message 'From should be lesser than To' appears","3222","testErrorMessageByAmountAsUser","suite name","Fri Aug 22 09:07:50 GMT 2025","passed","Fri Aug 22 09:07:53 GMT 2025","xyz.npgw.test.run.TransactionsPageUserTest","test name","xyz.npgw.test.run.TransactionsPageUserTest","testErrorMessageByAmountAsUser"
"Verify that 'NPGW reference' and 'Business unit reference' fields appear when clicking on 'Trx IDs'.","1600","testSearchOptionsVisibleAfterClickingTrxIds","suite name","Fri Aug 22 09:12:59 GMT 2025","passed","Fri Aug 22 09:13:01 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testSearchOptionsVisibleAfterClickingTrxIds"
"Add a new company analyst as company admin and verify all fields, statuses, and icons","7682","testAddCompanyAnalystAsAdmin","suite name","Fri Aug 22 09:13:13 GMT 2025","passed","Fri Aug 22 09:13:20 GMT 2025","xyz.npgw.test.run.TeamPageAdminTest","test name","xyz.npgw.test.run.TeamPageAdminTest","testAddCompanyAnalystAsAdmin"
