"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","Reports","0","Reset filter","0","0","","1"
"0","Dashboard","0","Transaction summary mock data","0","0","","1"
"0","Transactions","0","Amount","0","0","","1"
"0","System/Acquirers","0","Reset","2","0","","0"
"0","Reports","0","Table entries sorting","0","0","","2"
"0","Reports","0","Generate report","0","0","","2"
"0","Login","0","Remember me","2","0","","0"
"0","System/Acquirers","0","Status","3","0","","0"
"0","Header","0","Logo","1","0","","0"
"0","Transactions","0","Reset filter","0","0","","1"
"0","Reports","0","Navigation","0","0","","1"
"0","Header","0","User menu","7","0","","0"
"0","System/Gateway","0","Currency","3","0","","0"
"0","Login","0","Navigation","5","0","","0"
"0","System/Acquirers","0","Acquirers list","4","0","","0"
"0","Reports","0","Data range","0","0","","1"
"0","Dashboard","0","Chart Display","0","0","","1"
"0","Header","0","Log Out","1","0","","0"
