"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Check/Uncheck Visible columns in the Settings and verify table column headers","37100","testCheckUncheckOneVisibleColumn","suite name","Mon Sep 01 01:50:50 GMT 2025","passed","Mon Sep 01 01:51:27 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testCheckUncheckOneVisibleColumn"
"Verify Acquirer status 'Active/Inactive' is displayed in column 'Status'","12556","testVerifyAcquirerStatus","suite name","Mon Sep 01 01:52:21 GMT 2025","passed","Mon Sep 01 01:52:33 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testVerifyAcquirerStatus"
"Choose amount popup functionality","6087","testChooseAmountPopUpAsAdmin","suite name","Mon Sep 01 01:48:55 GMT 2025","passed","Mon Sep 01 01:49:01 GMT 2025","xyz.npgw.test.run.AdminTransactionsPageTest","test name","xyz.npgw.test.run.AdminTransactionsPageTest","testChooseAmountPopUpAsAdmin"
"Filtering transactions by Amount","11304","testFilterTransactionsByAmount","suite name","Mon Sep 01 01:52:20 GMT 2025","passed","Mon Sep 01 01:52:31 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testFilterTransactionsByAmount"
"Check that Logo in header contains text 'NPGW' and image","1084","testLogoContainsTextAndImage","suite name","Mon Sep 01 01:42:35 GMT 2025","passed","Mon Sep 01 01:42:36 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testLogoContainsTextAndImage"
"User navigate to 'Transactions page' after clicking on 'Transactions' link on the header","1642","testNavigateToTransactionsPage","suite name","Mon Sep 01 01:46:57 GMT 2025","passed","Mon Sep 01 01:46:58 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testNavigateToTransactionsPage"
"Verify that the error message is displayed if 'Entity name' contains not allowed special symbol","7887","testErrorMessageForNotAllowedSymbolsInEntityName","suite name","Mon Sep 01 01:50:10 GMT 2025","passed","Mon Sep 01 01:50:18 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testErrorMessageForNotAllowedSymbolsInEntityName"
"User navigate to 'Dashboard page' after login","917","testNavigateToDashboardAfterLoginAsTestAdmin","suite name","Mon Sep 01 01:40:30 GMT 2025","passed","Mon Sep 01 01:40:31 GMT 2025","xyz.npgw.test.run.TestAdminDashboardPageTest","test name","xyz.npgw.test.run.TestAdminDashboardPageTest","testNavigateToDashboardAfterLoginAsTestAdmin"
"Unauthenticated users are automatically redirected to the 'Login page'","1190","testUnauthenticatedUserRedirectionToLoginPageUnauthenticated","suite name","Mon Sep 01 01:40:30 GMT 2025","passed","Mon Sep 01 01:40:31 GMT 2025","xyz.npgw.test.run.UnauthenticatedLoginPageTest","test name","xyz.npgw.test.run.UnauthenticatedLoginPageTest","testUnauthenticatedUserRedirectionToLoginPageUnauthenticated"
"Filter acquirers by status.","5328","testFilterAcquirersByStatus","suite name","Mon Sep 01 01:50:25 GMT 2025","passed","Mon Sep 01 01:50:30 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testFilterAcquirersByStatus"
"Correct transaction summary mock data is displayed on Dashboard page","8819","testTransactionSummaryMockAsTestUser","suite name","Mon Sep 01 01:45:28 GMT 2025","passed","Mon Sep 01 01:45:37 GMT 2025","xyz.npgw.test.run.TestUserDashboardPageTest","test name","xyz.npgw.test.run.TestUserDashboardPageTest","testTransactionSummaryMockAsTestUser"
"All key chart elements are correctly displayed","8454","testVisibleChartElementsAreDisplayedCorrectlyAsTestUser","suite name","Mon Sep 01 01:45:38 GMT 2025","passed","Mon Sep 01 01:45:47 GMT 2025","xyz.npgw.test.run.TestUserDashboardPageTest","test name","xyz.npgw.test.run.TestUserDashboardPageTest","testVisibleChartElementsAreDisplayedCorrectlyAsTestUser"
"'Creation Date' column sorts descending by default and ascending on click.","9910","testSortByCreationDate","suite name","Mon Sep 01 01:54:39 GMT 2025","passed","Mon Sep 01 01:54:49 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testSortByCreationDate"
"Error message is displayed when start date is after end date.","9940","testErrorMessageForReversedDateRange","suite name","Mon Sep 01 01:45:18 GMT 2025","passed","Mon Sep 01 01:45:28 GMT 2025","xyz.npgw.test.run.DashboardPageTest","test name","xyz.npgw.test.run.DashboardPageTest","testErrorMessageForReversedDateRange"
