"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","System/Team","0","Sorting in table","4","0","","0"
"0","System/Fraud control","0","Business Unit Control table","4","0","","1"
"0","Transactions","0","Reset filter","12","5","","3"
"0","System/Fraud control","0","Control business unit controls table entries sorting","0","0","","1"
"0","Transactions","0","Settings","2","0","","1"
"0","Dashboard","0","Refresh data","3","0","","0"
"0","Transactions","0","Amount","10","3","","0"
"0","System/Team","0","Edit user","9","3","","0"
"0","Transactions","0","Actions","2","0","","0"
"0","System/Gateway","0","Currency","5","0","","0"
"0","Login","0","Navigation","5","0","","0"
"0","System/Acquirers","0","Rows per page","3","0","","0"
"0","Header","0","Transactions menu item","1","0","","0"
"0","System/Fraud control","0","Add/Edit/Delete Fraud Control","14","0","","0"
"0","System/Acquirers","0","Acquirers list","6","0","","0"
"0","System/Acquirers","0","Setup acquirer MID","6","0","","0"
"0","System/Acquirers","0","Status","4","0","","0"
"0","Dashboard","0","Chart Display","3","0","","0"
"0","Transactions","0","Transaction details","5","0","","0"
"0","System/Fraud control","0","Change control activity dialog Control table","1","0","","0"
"0","Dashboard","0","Navigation","3","0","","0"
"0","Transactions","0","Table sorting","2","0","","0"
"0","System/Gateway","0","Merchant acquirer","8","0","","0"
"0","System/Acquirers","0","Acquirers table","1","0","","0"
"0","System/Team","0","Add user","9","0","","0"
"0","System/Acquirers","0","Reset","2","0","","0"
"0","Transactions","0","Export table data","4","0","","1"
"0","System/Fraud control","0","Control table entries sorting","1","0","","0"
"0","System/Team","0","Status","1","1","","0"
"0","Dashboard","0","Transaction summary mock data","3","0","","0"
"0","System/Team","0","Delete user","2","3","","0"
"0","Transactions","0","Status","2","1","","0"
"0","Header","0","Logo","2","0","","0"
"0","System/Fraud control","0","Control table","5","0","","1"
"0","Header","0","User menu","13","0","","0"
"0","Transactions","0","Business unit","2","1","","0"
"0","Dashboard","0","Data range","3","0","","0"
"0","Transactions","0","Filter","6","0","","0"
"0","Transactions","0","Transactions search","3","1","","0"
"0","System/Companies and business units","0","Add business unit","2","0","","0"
"0","Reports","0","Table entries sorting","0","0","","2"
"0","Transactions","0","Card type","2","1","","0"
"0","System/Companies and business units","0","Add company","8","0","","0"
"0","Transactions","0","Navigation","2","1","","0"
"0","System/Companies and business units","0","Edit business unit","2","0","","0"
"0","System/Acquirers","0","Delete acquirer","1","0","","0"
"0","Reports","0","Generate report","0","0","","2"
"0","Transactions","0","Pagination","2","0","","0"
"0","Reports","0","Data range","0","0","","1"
"0","System/Companies and business units","0","Settings","1","0","","0"
"0","System/Companies and business units","0","Delete company","3","0","","0"
"0","Header","0","Logout","1","0","","0"
"0","Login","0","Remember me","2","0","","0"
"0","Dashboard","0","Reset filter","3","0","","0"
"0","Transactions","0","Refresh data","1","0","","0"
"0","System/Companies and business units","0","Reset filter","1","0","","0"
"0","System/Transaction management","0","Add adjustment","1","0","","3"
"0","System/Team","0","Navigation","1","1","","0"
"0","System/Acquirers","0","Edit acquirer MID","2","0","","0"
"0","Transactions","0","Date range","1","0","","0"
"0","System/Companies and business units","0","Delete business unit","1","1","","0"
"0","Transactions","0","Panel","1","0","","0"
"0","Dashboard","0","Transaction summary","3","0","","0"
"0","System/Team","0","Reset filter","1","1","","0"
"1","","1","","0","0","","0"
"0","System/Fraud control","0","Reset filter","1","0","","0"
"0","System/Business units","0","Settings","1","0","","0"
"0","System/Business units","0","Generate token","1","0","","0"
"0","Reports","0","Navigation","0","0","","1"
"0","Reports","0","Reset filter","0","0","","1"
"0","System/Companies and business units","0","Edit company","1","0","","0"
