"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Unauthenticated users are automatically redirected to the 'Login page'","2078","testUnauthenticatedUserRedirectionToLoginPage","suite name","Sun Jul 06 05:00:41 GMT 2025","passed","Sun Jul 06 05:00:43 GMT 2025","xyz.npgw.test.run.LoginPageTest","test name","xyz.npgw.test.run.LoginPageTest","testUnauthenticatedUserRedirectionToLoginPage"
"Verify company analyst can be deleted","11838","testDeleteCompanyAnalyst","suite name","Sun Jul 06 05:11:43 GMT 2025","passed","Sun Jul 06 05:11:55 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testDeleteCompanyAnalyst"
"Verify, that 'Reset filter' clean 'Company' input field","3550","testResetCompany","suite name","Sun Jul 06 05:14:51 GMT 2025","passed","Sun Jul 06 05:14:54 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testResetCompany"
"Verifies that all form field placeholders are set correctly","9328","testVerifyPlaceholdersEditForm","suite name","Sun Jul 06 05:06:40 GMT 2025","passed","Sun Jul 06 05:06:49 GMT 2025","xyz.npgw.test.run.EditAcquirerDialogTest","test name","xyz.npgw.test.run.EditAcquirerDialogTest","testVerifyPlaceholdersEditForm"
"Error message is shown for company name is shorter than 4 or longer than 100 characters.","4716","testVerifyErrorMessageForInvalidCompanyNameLength","suite name","Sun Jul 06 05:09:06 GMT 2025","passed","Sun Jul 06 05:09:11 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","test name","xyz.npgw.test.run.AddCompanyDialogTest","testVerifyErrorMessageForInvalidCompanyNameLength"
"Check that click on Logo return user to the dashboard page from other pages","1169","testClickLogoReturnToDashboardPage","suite name","Sun Jul 06 05:01:40 GMT 2025","passed","Sun Jul 06 05:01:41 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testClickLogoReturnToDashboardPage"
"All key chart elements are correctly displayed","8143","testVisibleChartElementsAreDisplayedCorrectly","suite name","Sun Jul 06 05:10:33 GMT 2025","passed","Sun Jul 06 05:10:41 GMT 2025","xyz.npgw.test.run.DashboardPageTest","test name","xyz.npgw.test.run.DashboardPageTest","testVisibleChartElementsAreDisplayedCorrectly"
"Verify Acquirers table contains correct column headers","6849","testDisplayCorrectColumnHeadersInAcquirersTable","suite name","Sun Jul 06 05:01:15 GMT 2025","passed","Sun Jul 06 05:01:22 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testDisplayCorrectColumnHeadersInAcquirersTable"
"Verify, that 'Reset filter' button change 'Status' to default value ( ALL)","1815","testResetStatus","suite name","Sun Jul 06 05:16:01 GMT 2025","passed","Sun Jul 06 05:16:03 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testResetStatus"
"Log out via button in the user menu","814","testLogOutViaButtonInUserMenu","suite name","Sun Jul 06 05:02:21 GMT 2025","passed","Sun Jul 06 05:02:22 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testLogOutViaButtonInUserMenu"
