"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify system admin can be deleted","9784","testDeleteSystemAdmin","suite name","Sun Sep 07 16:16:23 GMT 2025","passed","Sun Sep 07 16:16:33 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testDeleteSystemAdmin"
"Filtering transactions by Amount","10238","testFilterTransactionsByAmount","suite name","Sun Sep 07 16:25:47 GMT 2025","passed","Sun Sep 07 16:25:57 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testFilterTransactionsByAmount"
"Error message is displayed when start date is after end date.","14157","testErrorMessageForReversedDateRange","suite name","Sun Sep 07 16:19:55 GMT 2025","passed","Sun Sep 07 16:20:09 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testErrorMessageForReversedDateRange"
"Add Fraud Control to Business Unit (No Fraud Control)Add Fraud Control to Business Unit (Business unit has Fraud Control)","23130","testAddFraudControlToBusinessUnit","suite name","Sun Sep 07 16:26:38 GMT 2025","passed","Sun Sep 07 16:27:02 GMT 2025","xyz.npgw.test.run.FraudControlTest","test name","xyz.npgw.test.run.FraudControlTest","testAddFraudControlToBusinessUnit"
"Deactivate and activate company admin under company admin","17902","testDeactivateAndActivateCompanyUserAsAdmin","suite name","Sun Sep 07 16:19:49 GMT 2025","passed","Sun Sep 07 16:20:07 GMT 2025","xyz.npgw.test.run.AdminTeamPageTest","test name","xyz.npgw.test.run.AdminTeamPageTest","testDeactivateAndActivateCompanyUserAsAdmin"
"Correct merchant ID is sent to the server","3993","testCheckMerchantId","suite name","Sun Sep 07 16:18:12 GMT 2025","passed","Sun Sep 07 16:18:16 GMT 2025","xyz.npgw.test.run.DashboardPageTest","test name","xyz.npgw.test.run.DashboardPageTest","testCheckMerchantId"
"User navigate to 'Dashboard page' after login","605","testNavigateToDashboardAfterLoginAsTestAdmin","suite name","Sun Sep 07 16:13:35 GMT 2025","passed","Sun Sep 07 16:13:36 GMT 2025","xyz.npgw.test.run.TestAdminDashboardPageTest","test name","xyz.npgw.test.run.TestAdminDashboardPageTest","testNavigateToDashboardAfterLoginAsTestAdmin"
"Verify that re-selecting an already selected currency keeps the selection unchanged.","10831","testRetainCurrencyWhenReSelectingSameOption","suite name","Sun Sep 07 16:16:50 GMT 2025","passed","Sun Sep 07 16:17:01 GMT 2025","xyz.npgw.test.run.GatewayPageTest","test name","xyz.npgw.test.run.GatewayPageTest","testRetainCurrencyWhenReSelectingSameOption"
"'Reset filter' clears selected options to default","3970","testResetFilterAsTestAdmin","suite name","Sun Sep 07 16:13:38 GMT 2025","passed","Sun Sep 07 16:13:42 GMT 2025","xyz.npgw.test.run.TestAdminDashboardPageTest","test name","xyz.npgw.test.run.TestAdminDashboardPageTest","testResetFilterAsTestAdmin"
"Verify that 'NPGW reference' and 'Business unit reference' fields appear when clicking on 'Trx IDs'.","2722","testSearchOptionsVisibleAfterClickingTrxIds","suite name","Sun Sep 07 16:21:36 GMT 2025","passed","Sun Sep 07 16:21:39 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testSearchOptionsVisibleAfterClickingTrxIds"
"Verify text content for Header and Main body on 'Change business unit control activity' dialog","5950","testVerifyWarningModalWindowChangeActivityForBusinessUnitControlTable","suite name","Sun Sep 07 16:32:47 GMT 2025","passed","Sun Sep 07 16:32:53 GMT 2025","xyz.npgw.test.run.FraudControlTest","test name","xyz.npgw.test.run.FraudControlTest","testVerifyWarningModalWindowChangeActivityForBusinessUnitControlTable"
"Move Business unit control upMove Business unit control down","23685","testChangeFraudControlPriority","suite name","Sun Sep 07 16:29:10 GMT 2025","passed","Sun Sep 07 16:29:33 GMT 2025","xyz.npgw.test.run.FraudControlTest","test name","xyz.npgw.test.run.FraudControlTest","testChangeFraudControlPriority"
"Error is displayed when trying to create a company with special characters in the name.","3856","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters","suite name","Sun Sep 07 16:23:05 GMT 2025","passed","Sun Sep 07 16:23:09 GMT 2025","xyz.npgw.test.run.CompaniesAndBusinessUnitsTest","test name","xyz.npgw.test.run.CompaniesAndBusinessUnitsTest","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters"
"Check if the user can change the password through the profile settings in the user menu","8390","testChangePassword","suite name","Sun Sep 07 16:21:15 GMT 2025","passed","Sun Sep 07 16:21:23 GMT 2025","xyz.npgw.test.run.HeaderLogoutTest","test name","xyz.npgw.test.run.HeaderLogoutTest","testChangePassword"
"Verify that merchant acquirer can be activated and deactivated by Super","19944","testActivateDeactivateMerchantAcquirer","suite name","Sun Sep 07 16:14:08 GMT 2025","passed","Sun Sep 07 16:14:28 GMT 2025","xyz.npgw.test.run.GatewayPageTest","test name","xyz.npgw.test.run.GatewayPageTest","testActivateDeactivateMerchantAcquirer"
"User navigate to 'Transactions page' after clicking on 'Transactions' link on the header","2072","testNavigateToTransactionsPage","suite name","Sun Sep 07 16:20:10 GMT 2025","passed","Sun Sep 07 16:20:12 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testNavigateToTransactionsPage"
"Priority icons for only one Business unit control","10970","testPriorityIconsDisableForOnlyOneBusinessUnitControl","suite name","Sun Sep 07 16:31:02 GMT 2025","passed","Sun Sep 07 16:31:13 GMT 2025","xyz.npgw.test.run.FraudControlTest","test name","xyz.npgw.test.run.FraudControlTest","testPriorityIconsDisableForOnlyOneBusinessUnitControl"
"Verify the request to server contains all the information from the filter","9719","testRequestToServer","suite name","Sun Sep 07 16:20:24 GMT 2025","passed","Sun Sep 07 16:20:33 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testRequestToServer"
"Edit Acquirer Mid and Verify Updated Data in the Table","10448","testEditAcquirerMid","suite name","Sun Sep 07 16:26:43 GMT 2025","passed","Sun Sep 07 16:26:53 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testEditAcquirerMid"
"User navigate to 'System administration page'","2082","testNavigateToSystemAdministrationPageAsAdmin","suite name","Sun Sep 07 16:20:51 GMT 2025","passed","Sun Sep 07 16:20:53 GMT 2025","xyz.npgw.test.run.AdminTeamPageTest","test name","xyz.npgw.test.run.AdminTeamPageTest","testNavigateToSystemAdministrationPageAsAdmin"
"Remove inactive Fraud control added to Business unit","18371","testDeleteInactiveFraudControlAddedToBusinessUnit","suite name","Sun Sep 07 16:30:13 GMT 2025","passed","Sun Sep 07 16:30:31 GMT 2025","xyz.npgw.test.run.FraudControlTest","test name","xyz.npgw.test.run.FraudControlTest","testDeleteInactiveFraudControlAddedToBusinessUnit"
"Compare number of transactions with selected statuses in the table before and after filter","34880","testFilterByStatus","suite name","Sun Sep 07 16:25:11 GMT 2025","passed","Sun Sep 07 16:25:46 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testFilterByStatus"
"Create new company admin user as super","6140","testCreateCompanyAdminUser","suite name","Sun Sep 07 16:14:14 GMT 2025","passed","Sun Sep 07 16:14:20 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testCreateCompanyAdminUser"
"Move merchant-acquirer down to reduce their priority, Move merchant-acquirer up to increase their priority","25487","testMoveMerchantAcquirerDownAndUpButtons","suite name","Sun Sep 07 16:15:57 GMT 2025","passed","Sun Sep 07 16:16:23 GMT 2025","xyz.npgw.test.run.GatewayPageTest","test name","xyz.npgw.test.run.GatewayPageTest","testMoveMerchantAcquirerDownAndUpButtons"
"All refundable transactions display correct refund dialog text and pre-filled refund amount.","15106","testRefundDialogDisplaysCorrectTextAndAmount","suite name","Sun Sep 07 16:27:34 GMT 2025","passed","Sun Sep 07 16:27:49 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testRefundDialogDisplaysCorrectTextAndAmount"
"Super admin can see all the company's business units in the Business unit dropdown list","4018","testTheVisibilityOfTheAvailableBusinessUnitOptions","suite name","Sun Sep 07 16:21:40 GMT 2025","passed","Sun Sep 07 16:21:44 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testTheVisibilityOfTheAvailableBusinessUnitOptions"
