"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","System/Transaction management","0","Add adjustment","1","0","","3"
"0","System/Companies and business units","0","Delete company","1","2","","0"
"0","Transactions","0","Amount","9","4","","0"
"0","Transactions","0","Status","2","1","","0"
"0","Transactions","0","Reset filter","28","13","","3"
"0","System/Acquirers","0","Setup acquirer MID","1","6","","0"
"0","System/Team","0","Add user","9","0","","0"
"0","System/Companies and business units","0","Delete business unit","1","1","","0"
"0","System/Fraud control","0","Add/Edit/Delete Fraud Control","5","8","","0"
"0","Dashboard","0","Data range","1","2","","0"
"0","Reports","0","Generate report","0","0","","2"
"0","Header","0","User menu","0","13","","0"
"0","Transactions","0","Business unit","1","1","","1"
"0","System/Team","0","Edit user","12","0","","0"
"0","System/Fraud control","0","Control table","0","6","","0"
"0","Transactions","0","Filter","11","3","","0"
"0","Transactions","0","Date range","1","0","","0"
"0","System/Team","0","Reset filter","2","0","","0"
"0","Login","0","Navigation","5","0","","0"
"0","Transactions","0","Transaction details","5","0","","0"
"0","System/Companies and business units","0","Reset filter","1","0","","0"
"7","","4","","0","0","","0"
"0","Transactions","0","Export table data","1","2","","2"
"0","Dashboard","0","Chart Display","0","3","","0"
"0","System/Fraud control","0","Control business unit controls table entries sorting","0","1","","0"
"0","Transactions","0","Refresh data","1","0","","0"
"0","System/Acquirers","0","Acquirers list","0","8","","0"
"0","Dashboard","0","Refresh data","1","2","","0"
"0","System/Acquirers","0","Reset","0","2","","0"
"0","System/Companies and business units","0","Add company","8","0","","0"
"0","Dashboard","0","Navigation","1","2","","0"
"0","System/Fraud control","0","Business Unit Control table","0","5","","0"
"0","System/Acquirers","0","Rows per page","0","3","","0"
"0","Transactions","0","Navigation","2","1","","0"
"0","System/Companies and business units","0","Settings","1","0","","0"
"0","Dashboard","0","Reset filter","1","2","","0"
"0","System/Team","0","Delete user","5","0","","0"
"0","System/Gateway","0","Merchant acquirer","0","8","","0"
"0","System/Team","0","Status","2","0","","0"
"0","System/Business units","0","Generate token","1","0","","0"
"0","Transactions","0","Pagination","2","1","","0"
"0","Transactions","0","Settings","2","0","","1"
"0","Transactions","0","Transactions search","3","1","","0"
"0","Dashboard","0","Transaction summary","1","2","","0"
"0","Transactions","0","Card type","2","1","","0"
"0","System/Acquirers","0","Status","0","4","","0"
"0","System/Fraud control","0","Control table entries sorting","1","0","","0"
"0","System/Acquirers","0","Delete acquirer","0","1","","0"
"0","Header","0","Logout","0","1","","0"
"0","System/Team","0","Navigation","2","0","","0"
"0","Reports","0","Reset filter","0","0","","1"
"0","Transactions","0","Table sorting","0","2","","0"
"0","Header","0","Logo","0","2","","0"
"0","System/Companies and business units","0","Edit company","0","1","","0"
"0","System/Companies and business units","0","Add business unit","0","2","","0"
"0","System/Companies and business units","0","Edit business unit","1","1","","0"
"0","Transactions","0","Actions","0","2","","0"
"0","Header","0","Transactions menu item","0","1","","0"
"0","Login","0","Remember me","2","0","","0"
"0","System/Gateway","0","Currency","0","5","","0"
"0","Reports","0","Data range","0","0","","1"
"0","System/Acquirers","0","Edit acquirer MID","0","2","","0"
"0","System/Team","0","Sorting in table","4","0","","0"
"0","Dashboard","0","Transaction summary mock data","0","3","","0"
"0","System/Acquirers","0","Select acquirer","0","1","","0"
"0","System/Business units","0","Settings","0","1","","0"
"0","Reports","0","Table entries sorting","0","0","","2"
"0","Reports","0","Navigation","0","0","","1"
"0","System/Acquirers","0","Acquirers table","0","1","","0"
"0","Transactions","0","Panel","1","0","","0"
"0","System/Fraud control","0","Change control activity dialog Control table","0","1","","0"
"0","System/Fraud control","0","Reset filter","0","1","","0"
