"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"'Create' button is disabled when required fields are not filled.","2823","testCreateButtonDisabledWhenRequiredFieldsAreEmpty","Surefire suite","Thu Apr 17 20:47:07 GMT 2025","passed","Thu Apr 17 20:47:10 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testCreateButtonDisabledWhenRequiredFieldsAreEmpty"
"The 'Status' dropdown toggles and contains options All, Active, Inactive.","0","testOpenStatusDropdown","Surefire suite","Thu Apr 17 20:41:45 GMT 2025","unknown","Thu Apr 17 20:41:45 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","Surefire test","xyz.npgw.test.run.AcquirersPageTest","testOpenStatusDropdown"
"Company creation with Latin symbols","4938","testAddCompanyWithAllFilledFields","Surefire suite","Thu Apr 17 20:46:51 GMT 2025","passed","Thu Apr 17 20:46:56 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testAddCompanyWithAllFilledFields"
"Check that click on Logo return user to the dashboard page from other pages","501","testClickLogoReturnToDashboardPage","Surefire suite","Thu Apr 17 20:49:08 GMT 2025","passed","Thu Apr 17 20:49:09 GMT 2025","xyz.npgw.test.run.HeaderComponentTest","Surefire test","xyz.npgw.test.run.HeaderComponentTest","testClickLogoReturnToDashboardPage"
"Displaying rows per page options when clicking on Selector Rows","1528","testCountOptionsSelectorRows","Surefire suite","Thu Apr 17 20:44:25 GMT 2025","passed","Thu Apr 17 20:44:27 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","Surefire test","xyz.npgw.test.run.TransactionsPageTest","testCountOptionsSelectorRows"
"Verifies that all form field placeholders are set correctly","0","testVerifyPlaceholdersEditForm","Surefire suite","Thu Apr 17 20:41:45 GMT 2025","unknown","Thu Apr 17 20:41:45 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","Surefire test","xyz.npgw.test.run.AcquirersPageTest","testVerifyPlaceholdersEditForm"
"The 'Currency' dropdown toggles and contains options All, USD, EUR.","2238","testOpenCurrencyDropdown","Surefire suite","Thu Apr 17 20:45:04 GMT 2025","passed","Thu Apr 17 20:45:07 GMT 2025","xyz.npgw.test.run.GatewayPageTest","Surefire test","xyz.npgw.test.run.GatewayPageTest","testOpenCurrencyDropdown"
"Error message is shown for company name is shorter than 4 or longer than 100 characters.","3106","testVerifyErrorMessageForInvalidCompanyNameLength","Surefire suite","Thu Apr 17 20:48:27 GMT 2025","passed","Thu Apr 17 20:48:30 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testVerifyErrorMessageForInvalidCompanyNameLength"
"Validates successful company creation and correct field persistence (E2E test).","15380","testAddCompanyEndToEndTest","Surefire suite","Thu Apr 17 20:46:14 GMT 2025","passed","Thu Apr 17 20:46:29 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testAddCompanyEndToEndTest"
"User navigate to 'System administration page' after clicking on 'System administration' link on the header","2288","testNavigateToSystemAdministrationPage","Surefire suite","Thu Apr 17 20:43:57 GMT 2025","passed","Thu Apr 17 20:43:59 GMT 2025","xyz.npgw.test.run.TeamPageTest","Surefire test","xyz.npgw.test.run.TeamPageTest","testNavigateToSystemAdministrationPage"
"Company can be added by filling out required fields","5123","testAddCompanyByFillRequiredFields","Surefire suite","Thu Apr 17 20:46:04 GMT 2025","passed","Thu Apr 17 20:46:09 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testAddCompanyByFillRequiredFields"
"Verify that on Transactions Page after clicking on Transactions user can see Panel: Date range, Business unit, Currency, Payment method, Status, Amount, Reset filter, Apply data, Download file, Settings.","765","testTheVisibilityOfTheControlPanelElementsOnTheTransactionsPage","Surefire suite","Thu Apr 17 20:44:41 GMT 2025","passed","Thu Apr 17 20:44:42 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","Surefire test","xyz.npgw.test.run.TransactionsPageTest","testTheVisibilityOfTheControlPanelElementsOnTheTransactionsPage"
"Check that Logo in header contains text 'NPGW' and image","136","testLogoContainsTextAndImage","Surefire suite","Thu Apr 17 20:49:23 GMT 2025","passed","Thu Apr 17 20:49:23 GMT 2025","xyz.npgw.test.run.HeaderComponentTest","Surefire test","xyz.npgw.test.run.HeaderComponentTest","testLogoContainsTextAndImage"
"Error message when trying to create a company with invalid length and special characters.","3784","testErrorForInvalidCompanyNameLengthAndCharacters","Surefire suite","Thu Apr 17 20:47:20 GMT 2025","passed","Thu Apr 17 20:47:24 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testErrorForInvalidCompanyNameLengthAndCharacters"
"Verify that 'Company name' field is prefilled and impossible to change","8556","testCompanyNameFieldDefaultState","Surefire suite","Thu Apr 17 20:42:23 GMT 2025","passed","Thu Apr 17 20:42:32 GMT 2025","xyz.npgw.test.run.AddBusinessUnitTest","Surefire test","xyz.npgw.test.run.AddBusinessUnitTest","testCompanyNameFieldDefaultState"
"Choose amount popup functionality","0","testChooseAmountPopUp","Surefire suite","Thu Apr 17 20:41:45 GMT 2025","unknown","Thu Apr 17 20:41:45 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","Surefire test","xyz.npgw.test.run.TransactionsPageTest","testChooseAmountPopUp"
"Error message is shown for company name is shorter than 4 or longer than 100 characters.","3315","testVerifyErrorMessageForInvalidCompanyNameLength","Surefire suite","Thu Apr 17 20:48:11 GMT 2025","passed","Thu Apr 17 20:48:14 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testVerifyErrorMessageForInvalidCompanyNameLength"
"User email is remembered after first successful login with checked 'Remember me'","4480","testRememberMeCheckedSavesUserEmail","Surefire suite","Thu Apr 17 20:44:02 GMT 2025","passed","Thu Apr 17 20:44:07 GMT 2025","xyz.npgw.test.run.LoginPageTest","Surefire test","xyz.npgw.test.run.LoginPageTest","testRememberMeCheckedSavesUserEmail"
