"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"2","Transactions","0","Status","0","0","","0"
"31","System/Companies and business units","0","Add company","3","0","","0"
"3","System/Acquirers","0","Rows Per Page","0","0","","0"
"1","System/Team","0","Add user","4","0","","0"
"0","System/Acquirers","0","Add acquirer","0","0","","2"
"0","Login","0","Navigation","5","0","","0"
"4","Transactions","0","Amount","0","0","","1"
"3","System/Gateway","0","Currency","0","0","","0"
"3","System/Acquirers","0","Acquirers list","0","0","","0"
"1","Transactions","0","Number of lines per page field","0","0","","0"
"1","System/Team","0","Navigation","0","0","","0"
"0","Header","0","User menu","2","0","","1"
"0","Login","0","Remember me","2","0","","0"
"0","System/Companies and business units","0","Add business unit","1","0","","0"
"4","Transactions","0","Currency","0","0","","0"
"1","Transactions","0","Data range","0","0","","0"
"1","Transactions","0","Panel","0","0","","0"
"0","System/Companies and business units","0","Edit business unit","0","0","","1"
"4","System/Acquirers","0","Status","0","0","","0"
"0","System/Acquirers","0","Edit acquirers","0","0","","1"
"1","System/Companies and business units","0","Edit company","0","0","","0"
"1","System/Acquirers","0","Select acquirer","0","0","","0"
"1","Transactions","0","Pagination","0","0","","0"
"1","Transactions","0","Transactions table header","0","0","","0"
"1","Header","0","Logo","0","0","","0"
"1","Transactions","0","Navigation","0","0","","0"
"0","System/Team","0","Edit user","0","1","","0"
"1","Transactions","0","Settings","0","0","","0"
"0","Dashboard","0","Data range","0","0","","1"
"1","Transactions","0","Export table data","0","0","","0"
"1","Transactions","0","Selector rows options","0","0","","0"
