"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Validates successful business unit addition to company (E2E test).","8651","testAddBusinessUnitEndToEndTest","suite name","Sat May 10 10:58:26 GMT 2025","passed","Sat May 10 10:58:35 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","test name","xyz.npgw.test.run.AddCompanyDialogTest","testAddBusinessUnitEndToEndTest"
"Verify that the placeholder text for each field is correct.","2377","testVerifyPlaceholders","suite name","Sat May 10 11:00:57 GMT 2025","passed","Sat May 10 11:01:00 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","test name","xyz.npgw.test.run.AddCompanyDialogTest","testVerifyPlaceholders"
"Verify that the 'Add Company' window displays the correct title in the header.","2872","testVerifyAddCompanyWindowTitle","suite name","Sat May 10 11:00:12 GMT 2025","passed","Sat May 10 11:00:15 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","test name","xyz.npgw.test.run.AddCompanyDialogTest","testVerifyAddCompanyWindowTitle"
"The visibility of elements in the 'Acquirers List' control panel","1625","testVisibilityAcquirersListControlTab","suite name","Sat May 10 10:59:20 GMT 2025","passed","Sat May 10 10:59:22 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testVisibilityAcquirersListControlTab"
"Displaying selected currency","4466","testFilterDisplaysSelectedCurrency","suite name","Sat May 10 11:00:55 GMT 2025","passed","Sat May 10 11:01:00 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testFilterDisplaysSelectedCurrency"
"Check that Logo in header contains text 'NPGW' and image","49","testLogoContainsTextAndImage","suite name","Sat May 10 11:01:41 GMT 2025","passed","Sat May 10 11:01:41 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testLogoContainsTextAndImage"
"Log out via button in the Header","143","testLogOutViaButtonInHeader","suite name","Sat May 10 11:01:30 GMT 2025","passed","Sat May 10 11:01:30 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testLogOutViaButtonInHeader"
"Verify that the 'Add Acquirer' form opens with the correct header and input fields, and closes correctly.","3393","testAddAcquirerFormOpensWithCorrectHeaderAndFieldsAndClosesCorrectly","suite name","Sat May 10 11:02:02 GMT 2025","passed","Sat May 10 11:02:06 GMT 2025","xyz.npgw.test.run.AddAcquirerDialogTest","test name","xyz.npgw.test.run.AddAcquirerDialogTest","testAddAcquirerFormOpensWithCorrectHeaderAndFieldsAndClosesCorrectly"
"Edit Amount","4883","testEditAmount","suite name","Sat May 10 11:00:34 GMT 2025","passed","Sat May 10 11:00:39 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testEditAmount"
"Choose amount popup functionality","5467","testChooseAmountPopUp","suite name","Sat May 10 10:59:58 GMT 2025","passed","Sat May 10 11:00:03 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testChooseAmountPopUp"
"Filtering transactions by Currency","4694","testFilterTransactionsByCurrency","suite name","Sat May 10 11:01:26 GMT 2025","passed","Sat May 10 11:01:31 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testFilterTransactionsByCurrency"
"Verify 'Add business unit' button is disabled if 'Select company' filter's field is cleaned","1994","testVerifyAddBusinessUnitButtonDefaultState","suite name","Sat May 10 11:02:38 GMT 2025","passed","Sat May 10 11:02:40 GMT 2025","xyz.npgw.test.run.AddBusinessUnitTest","test name","xyz.npgw.test.run.AddBusinessUnitTest","testVerifyAddBusinessUnitButtonDefaultState"
