"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","Transactions","0","Number of lines per page field","1","0","","0"
"0","Transactions","0","Panel","1","0","","0"
"0","Login","0","Remember me","2","0","","0"
"0","Transactions","0","Selector Rows options","1","0","","0"
"0","Transactions","0","Displaying currency filter: EUR","0","0","","1"
"0","Transactions","0","Pagination","1","0","","0"
"0","SA/Acquirers","0","Status","0","0","","1"
"0","SA/Team","0","Navigation","1","0","","0"
"0","Transactions","0","Navigation","1","0","","0"
"0","Login","0","Navigation","5","0","","0"
"0","SA/Acquirers","0","Acquirers list","0","0","","2"
"0","Dashboard","0","Navigation","2","0","","0"
"0","SA/Acquirers","0","Select acquirer","0","0","","1"
"0","Reports","0","Navigation","1","0","","0"
"0","Companies and business units","0","Title Verification","1","0","","0"
