"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Correct transaction summary mock data is displayed on Dashboard page","9419","testTransactionSummaryMock","suite name","Sun Jul 13 06:51:51 GMT 2025","passed","Sun Jul 13 06:52:00 GMT 2025","xyz.npgw.test.run.DashboardPageTest","test name","xyz.npgw.test.run.DashboardPageTest","testTransactionSummaryMock"
"Filtering transactions by Card type displays only matching entries in the table.","11160","testFilterByCardType","suite name","Sun Jul 13 06:45:28 GMT 2025","passed","Sun Jul 13 06:45:39 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testFilterByCardType"
"Verify, that 'Reset filter' button change 'Status' to default value ( ALL)","3126","testResetStatus","suite name","Sun Jul 13 06:48:58 GMT 2025","passed","Sun Jul 13 06:49:01 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testResetStatus"
"'Reset' button clears selected filter values and resets them to default.","7043","testResetFilter","suite name","Sun Jul 13 06:48:01 GMT 2025","passed","Sun Jul 13 06:48:08 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testResetFilter"
"Check that selecting a company populates the 'Business units list', and when no company is selected, the list is empty with 'No items.'","4120","testBusinessUnitsListUpdatesOnCompanySelection","suite name","Sun Jul 13 06:53:10 GMT 2025","passed","Sun Jul 13 06:53:14 GMT 2025","xyz.npgw.test.run.GatewayPageTest","test name","xyz.npgw.test.run.GatewayPageTest","testBusinessUnitsListUpdatesOnCompanySelection"
"Check the hiding of parameters by pressing the chevron in Card details section","10075","testCheckTheHidingOfParameters","suite name","Sun Jul 13 06:56:37 GMT 2025","passed","Sun Jul 13 06:56:47 GMT 2025","xyz.npgw.test.run.TransactionDetailsTest","test name","xyz.npgw.test.run.TransactionDetailsTest","testCheckTheHidingOfParameters"
"Verify, that 'Reset filter' button change 'Amount' to default value ( AMOUNT)","3832","testResetAmount","suite name","Sun Jul 13 06:46:28 GMT 2025","passed","Sun Jul 13 06:46:31 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testResetAmount"
"Verify that company cannot be deleted if there are users assigned to it","14689","testCannotDeleteCompanyWithAssignedUser","suite name","Sun Jul 13 06:58:17 GMT 2025","passed","Sun Jul 13 06:58:32 GMT 2025","xyz.npgw.test.run.CompaniesAndBusinessUnitsTest","test name","xyz.npgw.test.run.CompaniesAndBusinessUnitsTest","testCannotDeleteCompanyWithAssignedUser"
"Check/Uncheck Visible columns in the Settings and verify table column headers","28336","testCheckUncheckOneVisibleColumn","suite name","Sun Jul 13 06:44:28 GMT 2025","passed","Sun Jul 13 06:44:56 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testCheckUncheckOneVisibleColumn"
"Check if the user can change the password through the profile settings in the user menu","6712","testChangePassword","suite name","Sun Jul 13 06:56:30 GMT 2025","passed","Sun Jul 13 06:56:37 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testChangePassword"
"Verify Minimum and Maximum Password Length Restrictions (negative)","1914","testPasswordLengthRestrictionsOnChange","suite name","Sun Jul 13 06:56:05 GMT 2025","passed","Sun Jul 13 06:56:07 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testPasswordLengthRestrictionsOnChange"
"Verify default state of the 'Add Acquirer' dialog","5032","testDefaultStateOfAddAcquirerDialog","suite name","Sun Jul 13 06:45:00 GMT 2025","passed","Sun Jul 13 06:45:05 GMT 2025","xyz.npgw.test.run.AddEditAcquirerTest","test name","xyz.npgw.test.run.AddEditAcquirerTest","testDefaultStateOfAddAcquirerDialog"
"Error message is displayed when start date is after end date.","830","testErrorMessageForReversedDateRange","suite name","Sun Jul 13 06:51:10 GMT 2025","passed","Sun Jul 13 06:51:11 GMT 2025","xyz.npgw.test.run.DashboardPageTest","test name","xyz.npgw.test.run.DashboardPageTest","testErrorMessageForReversedDateRange"
"Compare number of transactions with selected statuses in the table before and after filter","6881","testFilterByStatus","suite name","Sun Jul 13 06:47:51 GMT 2025","passed","Sun Jul 13 06:47:58 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testFilterByStatus"
"Filtering transactions by Currency","7322","testFilterTransactionsByCurrency","suite name","Sun Jul 13 06:49:15 GMT 2025","passed","Sun Jul 13 06:49:22 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testFilterTransactionsByCurrency"
"'Amount' column sorts ascending on first click and descending on second click.","14837","testSortByAmount","suite name","Sun Jul 13 06:50:40 GMT 2025","passed","Sun Jul 13 06:50:54 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testSortByAmount"
"Verify error appears when creating an Acquirer with a duplicate name.","8349","testCreateAcquirerWithDuplicateNameShowsError","suite name","Sun Jul 13 06:44:44 GMT 2025","passed","Sun Jul 13 06:44:53 GMT 2025","xyz.npgw.test.run.AddEditAcquirerTest","test name","xyz.npgw.test.run.AddEditAcquirerTest","testCreateAcquirerWithDuplicateNameShowsError"
"Check password policy validation error messages when changing password in user menu","13968","testChangePasswordValidationMessages","suite name","Sun Jul 13 06:54:42 GMT 2025","passed","Sun Jul 13 06:54:56 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testChangePasswordValidationMessages"
"Unauthenticated users are automatically redirected to the 'Login page'","1231","testUnauthenticatedUserRedirectionToLoginPage","suite name","Sun Jul 13 06:58:38 GMT 2025","passed","Sun Jul 13 06:58:39 GMT 2025","xyz.npgw.test.run.LoginPageTest","test name","xyz.npgw.test.run.LoginPageTest","testUnauthenticatedUserRedirectionToLoginPage"
"Filtering transactions by Amount","8928","testFilterTransactionsByAmount","suite name","Sun Jul 13 06:48:20 GMT 2025","passed","Sun Jul 13 06:48:29 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testFilterTransactionsByAmount"
"Verify, that 'Reset filter' button change 'Status' to default value ( ALL)","2824","testResetStatus","suite name","Sun Jul 13 06:48:30 GMT 2025","passed","Sun Jul 13 06:48:33 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testResetStatus"
"Verify that transactions are present in the table when a currency filter is applied on the last page","7934","testTableDisplayWhenCurrencyFilterAppliedWhileOnLastPage","suite name","Sun Jul 13 06:51:26 GMT 2025","passed","Sun Jul 13 06:51:34 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testTableDisplayWhenCurrencyFilterAppliedWhileOnLastPage"
"Correct transaction summary is displayed on Dashboard page","8090","testTransactionSummary","suite name","Sun Jul 13 06:51:36 GMT 2025","passed","Sun Jul 13 06:51:44 GMT 2025","xyz.npgw.test.run.DashboardPageTest","test name","xyz.npgw.test.run.DashboardPageTest","testTransactionSummary"
"Error is displayed when trying to create a company with an already existing name","3441","testAddCompanyWithSameName","suite name","Sun Jul 13 06:58:47 GMT 2025","passed","Sun Jul 13 06:58:50 GMT 2025","xyz.npgw.test.run.AddEditCompanyTest","test name","xyz.npgw.test.run.AddEditCompanyTest","testAddCompanyWithSameName"
"Closes the transaction details dialog using both the button and the icon.","8340","testCloseTransactionDetailsDialog","suite name","Sun Jul 13 06:57:09 GMT 2025","passed","Sun Jul 13 06:57:17 GMT 2025","xyz.npgw.test.run.TransactionDetailsTest","test name","xyz.npgw.test.run.TransactionDetailsTest","testCloseTransactionDetailsDialog"
"Choose amount popup functionality","9127","testChooseAmountPopUp","suite name","Sun Jul 13 06:44:10 GMT 2025","passed","Sun Jul 13 06:44:19 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testChooseAmountPopUp"
"Compare number of transactions with selected statuses in the table before and after filter","7961","testFilterByStatus","suite name","Sun Jul 13 06:46:32 GMT 2025","passed","Sun Jul 13 06:46:40 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testFilterByStatus"
"Compare number of transactions with selected statuses in the table before and after filter","8577","testFilterByStatus","suite name","Sun Jul 13 06:46:16 GMT 2025","passed","Sun Jul 13 06:46:25 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testFilterByStatus"
