"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that 'Company name' field is prefilled and impossible to change","16044","testCompanyNameFieldDefaultState","suite name","Tue May 27 11:18:33 GMT 2025","passed","Tue May 27 11:18:49 GMT 2025","xyz.npgw.test.run.AddBusinessUnitTest","test name","xyz.npgw.test.run.AddBusinessUnitTest","testCompanyNameFieldDefaultState"
"Error message when trying to create a company with invalid length and special characters.","3224","testErrorForInvalidCompanyNameLengthAndCharacters","suite name","Tue May 27 11:25:03 GMT 2025","passed","Tue May 27 11:25:06 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","test name","xyz.npgw.test.run.AddCompanyDialogTest","testErrorForInvalidCompanyNameLengthAndCharacters"
"Verify that selecting a 'Rows Per Page' option displays the correct number of rows in the table.","9249","testRowsPerPageSelectionDisplaysCorrectNumberOfRows","suite name","Tue May 27 11:22:43 GMT 2025","passed","Tue May 27 11:22:52 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testRowsPerPageSelectionDisplaysCorrectNumberOfRows"
"Error message is displayed when start date is after end date.","1589","testErrorMessageForReversedDateRange","suite name","Tue May 27 11:24:56 GMT 2025","passed","Tue May 27 11:24:57 GMT 2025","xyz.npgw.test.run.ReportsPageTest","test name","xyz.npgw.test.run.ReportsPageTest","testErrorMessageForReversedDateRange"
"Verifies that the status radio buttons ('Active' and 'Inactive') toggle correctly.","4636","testToggleStatusRadioButtonsCorrectly","suite name","Tue May 27 11:26:39 GMT 2025","passed","Tue May 27 11:26:43 GMT 2025","xyz.npgw.test.run.AddAcquirerDialogTest","test name","xyz.npgw.test.run.AddAcquirerDialogTest","testToggleStatusRadioButtonsCorrectly"
"Displaying rows per page options when clicking on Selector Rows","3969","testCountOptionsSelectorRows","suite name","Tue May 27 11:22:19 GMT 2025","passed","Tue May 27 11:22:23 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testCountOptionsSelectorRows"
"Verify that user can see selector Status Options","4030","testTheVisibilityOfTheStatusSelectorOptions","suite name","Tue May 27 11:26:37 GMT 2025","passed","Tue May 27 11:26:41 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testTheVisibilityOfTheStatusSelectorOptions"
"Check password policy validation error messages when changing password in user menu","7848","testChangePasswordValidationMessages","suite name","Tue May 27 11:19:26 GMT 2025","passed","Tue May 27 11:19:34 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testChangePasswordValidationMessages"
"Check that selecting a company populates the 'Business units list', and when no company is selected, the list is empty with 'No items.'","8995","testBusinessUnitsListUpdatesOnCompanySelection","suite name","Tue May 27 11:19:37 GMT 2025","passed","Tue May 27 11:19:46 GMT 2025","xyz.npgw.test.run.GatewayPageTest","test name","xyz.npgw.test.run.GatewayPageTest","testBusinessUnitsListUpdatesOnCompanySelection"
"Verify, that 'Reset filter' button change 'Payment method' to default value ( ALL)","4522","testResetPaymentMethod","suite name","Tue May 27 11:25:47 GMT 2025","passed","Tue May 27 11:25:51 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testResetPaymentMethod"
"Displaying selected currency","6096","testFilterDisplaysSelectedCurrency","suite name","Tue May 27 11:23:29 GMT 2025","passed","Tue May 27 11:23:35 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testFilterDisplaysSelectedCurrency"
"Verify that the color theme matching with the default browser theme","30","testDefaultThemeMatching","suite name","Tue May 27 11:19:54 GMT 2025","passed","Tue May 27 11:19:54 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testDefaultThemeMatching"
"Choose amount popup functionality","12026","testChooseAmountPopUp","suite name","Tue May 27 11:22:02 GMT 2025","passed","Tue May 27 11:22:14 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testChooseAmountPopUp"
"Verify that users can be sorted alphabetically","9110","testCheckSortingListOfUsersAlphabetically","suite name","Tue May 27 11:19:13 GMT 2025","passed","Tue May 27 11:19:23 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testCheckSortingListOfUsersAlphabetically"
"Check that click on Logo return user to the dashboard page from other pages","4391","testClickLogoReturnToDashboardPage","suite name","Tue May 27 11:19:38 GMT 2025","passed","Tue May 27 11:19:42 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testClickLogoReturnToDashboardPage"
"The presence of the dropdown options export table data to  file","5143","testPresenceOfDownloadFilesOptions","suite name","Tue May 27 11:24:38 GMT 2025","passed","Tue May 27 11:24:43 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testPresenceOfDownloadFilesOptions"
"'Create' button is disabled when required fields are not filled.","3937","testCreateButtonDisabledWhenRequiredFieldsAreEmpty","suite name","Tue May 27 11:24:55 GMT 2025","passed","Tue May 27 11:24:59 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","test name","xyz.npgw.test.run.AddCompanyDialogTest","testCreateButtonDisabledWhenRequiredFieldsAreEmpty"
"Adding a user with an existing email address results in an error message.","12009","testAddUserWithExistingEmail","suite name","Tue May 27 11:18:57 GMT 2025","passed","Tue May 27 11:19:09 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testAddUserWithExistingEmail"
"Check if the user can change the password through the profile settings in the user menu","13675","testChangePassword","suite name","Tue May 27 11:18:29 GMT 2025","passed","Tue May 27 11:18:42 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testChangePassword"
