"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Error is displayed when trying to create a company with special characters in the name.","9166","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters","Surefire suite","Fri Apr 11 04:10:11 GMT 2025","passed","Fri Apr 11 04:10:20 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters"
"Check that Logo in header contains text 'NPGW' and image","1875","testLogoContainsTextAndImage","Surefire suite","Fri Apr 11 04:12:59 GMT 2025","passed","Fri Apr 11 04:13:01 GMT 2025","xyz.npgw.test.run.HeaderTest","Surefire test","xyz.npgw.test.run.HeaderTest","testLogoContainsTextAndImage"
"Error is displayed when trying to create a company with special characters in the name.","6730","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters","Surefire suite","Fri Apr 11 04:10:26 GMT 2025","passed","Fri Apr 11 04:10:32 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters"
"Error is displayed when trying to create a company with special characters in the name.","7227","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters","Surefire suite","Fri Apr 11 04:11:01 GMT 2025","passed","Fri Apr 11 04:11:08 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters"
"Check that click on Logo return user to the dashboard page from other pages","1545","testReturtDashbordPageClickLogo","Surefire suite","Fri Apr 11 04:13:07 GMT 2025","passed","Fri Apr 11 04:13:09 GMT 2025","xyz.npgw.test.run.HeaderTest","Surefire test","xyz.npgw.test.run.HeaderTest","testReturtDashbordPageClickLogo"
"Verify that clicking the Close button successfully closes the 'Add Company' dialog.","6381","testVerifyCloseAddCompanyDialogWhenCloseButtonIsClicked","Surefire suite","Fri Apr 11 04:07:05 GMT 2025","passed","Fri Apr 11 04:07:12 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testVerifyCloseAddCompanyDialogWhenCloseButtonIsClicked"
"Verify that the placeholder text for each field is correct.","5861","testVerifyPlaceholders","Surefire suite","Fri Apr 11 04:08:17 GMT 2025","passed","Fri Apr 11 04:08:23 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testVerifyPlaceholders"
"Company creation with Latin symbols","8311","testAddCompanyWithAllFilledFields","Surefire suite","Fri Apr 11 04:06:15 GMT 2025","passed","Fri Apr 11 04:06:23 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testAddCompanyWithAllFilledFields"
"Validates successful company creation and correct field persistence.","14452","testAddCompanyEndToEndTest","Surefire suite","Fri Apr 11 04:08:29 GMT 2025","passed","Fri Apr 11 04:08:43 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testAddCompanyEndToEndTest"
"The 'Status' dropdown toggles and contains options All, Active, Inactive.","4280","testOpenStatusDropdown","Surefire suite","Fri Apr 11 04:04:38 GMT 2025","passed","Fri Apr 11 04:04:43 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","Surefire test","xyz.npgw.test.run.AcquirersPageTest","testOpenStatusDropdown"
"User navigate to 'Transactions page' after clicking on 'Transactions' link on the header","1469","testNavigateToTransactionsPage","Surefire suite","Fri Apr 11 04:03:48 GMT 2025","passed","Fri Apr 11 04:03:50 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","Surefire test","xyz.npgw.test.run.TransactionsPageTest","testNavigateToTransactionsPage"
"Unauthenticated users are automatically redirected to the 'Login page'","2671","testUnauthenticatedUserRedirectionToLoginPage","Surefire suite","Fri Apr 11 04:03:19 GMT 2025","passed","Fri Apr 11 04:03:21 GMT 2025","xyz.npgw.test.run.LoginPageTest","Surefire test","xyz.npgw.test.run.LoginPageTest","testUnauthenticatedUserRedirectionToLoginPage"
"The visibility of the 'Acquirers List' header, which contains a list of Acquirers.","7418","testVisibilityHeaderAndAcquirersList","Surefire suite","Fri Apr 11 04:05:12 GMT 2025","passed","Fri Apr 11 04:05:19 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","Surefire test","xyz.npgw.test.run.AcquirersPageTest","testVisibilityHeaderAndAcquirersList"
