"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Status filter correctly displays users with 'Active' or 'Inactive' status","16434","testStatusFilterDisplaysCorrectUsers","suite name","Mon Sep 08 18:38:10 GMT 2025","passed","Mon Sep 08 18:38:26 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testStatusFilterDisplaysCorrectUsers"
"Compare number of transactions with selected statuses in the table before and after filter","32379","testFilterByStatus","suite name","Mon Sep 08 18:48:11 GMT 2025","passed","Mon Sep 08 18:48:43 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testFilterByStatus"
"Error message is displayed when start date is after end date.","16411","testErrorMessageForReversedDateRange","suite name","Mon Sep 08 18:42:35 GMT 2025","passed","Mon Sep 08 18:42:51 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testErrorMessageForReversedDateRange"
"Verify that company cannot be deleted if there are users assigned to it","13167","testCannotDeleteCompanyWithAssignedUser","suite name","Mon Sep 08 18:45:29 GMT 2025","passed","Mon Sep 08 18:45:42 GMT 2025","xyz.npgw.test.run.CompaniesAndBusinessUnitsTest","test name","xyz.npgw.test.run.CompaniesAndBusinessUnitsTest","testCannotDeleteCompanyWithAssignedUser"
"Add Active Fraud Control with Fraud Screen type","10624","testAddActiveFraudControlWithFraudScreenType","suite name","Mon Sep 08 18:48:24 GMT 2025","passed","Mon Sep 08 18:48:34 GMT 2025","xyz.npgw.test.run.FraudControlTest","test name","xyz.npgw.test.run.FraudControlTest","testAddActiveFraudControlWithFraudScreenType"
"Verify that the user can switch to the light theme","2517","testLightColorThemeSwitch","suite name","Mon Sep 08 18:38:01 GMT 2025","passed","Mon Sep 08 18:38:04 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testLightColorThemeSwitch"
"Table column headers fit inside viewport on each page when navigating through paginated results","9724","testColumnHeadersDisplayCorrectlyOnAllPages","suite name","Mon Sep 08 18:45:59 GMT 2025","passed","Mon Sep 08 18:46:09 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testColumnHeadersDisplayCorrectlyOnAllPages"
"Verify, that 'Reset filter' clean 'Company' input field","3144","testResetCompany","suite name","Mon Sep 08 18:43:44 GMT 2025","passed","Mon Sep 08 18:43:47 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testResetCompany"
"Error message when trying to create a company with invalid length and special characters.","3701","testErrorForInvalidCompanyNameLengthAndCharacters","suite name","Mon Sep 08 18:45:53 GMT 2025","passed","Mon Sep 08 18:45:56 GMT 2025","xyz.npgw.test.run.CompaniesAndBusinessUnitsTest","test name","xyz.npgw.test.run.CompaniesAndBusinessUnitsTest","testErrorForInvalidCompanyNameLengthAndCharacters"
"Verify, that 'Reset filter' button change 'Status' to default value (ALL)","17683","testResetStatusAsAdmin","suite name","Mon Sep 08 18:45:59 GMT 2025","passed","Mon Sep 08 18:46:17 GMT 2025","xyz.npgw.test.run.AdminTransactionsPageTest","test name","xyz.npgw.test.run.AdminTransactionsPageTest","testResetStatusAsAdmin"
