"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"'Create' button is disabled when required fields are not filled.","2147","testCreateButtonDisabledWhenRequiredFieldsAreEmpty","suite name","Mon Jun 09 14:43:45 GMT 2025","passed","Mon Jun 09 14:43:47 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","test name","xyz.npgw.test.run.AddCompanyDialogTest","testCreateButtonDisabledWhenRequiredFieldsAreEmpty"
"'Filename' column header sorts entries in alphabetical and reverse order","992","testSortingByFilename","suite name","Mon Jun 09 14:45:06 GMT 2025","passed","Mon Jun 09 14:45:07 GMT 2025","xyz.npgw.test.run.ReportsPageTest","test name","xyz.npgw.test.run.ReportsPageTest","testSortingByFilename"
"User email is NOT remembered after first successful login with unchecked 'Remember me'","7071","testRememberMeUncheckedDontSaveUserEmail","suite name","Mon Jun 09 14:36:44 GMT 2025","passed","Mon Jun 09 14:36:51 GMT 2025","xyz.npgw.test.run.LoginPageTest","test name","xyz.npgw.test.run.LoginPageTest","testRememberMeUncheckedDontSaveUserEmail"
"Verify that the user can switch to the light theme","757","testLightColorThemeSwitch","suite name","Mon Jun 09 14:40:24 GMT 2025","passed","Mon Jun 09 14:40:24 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testLightColorThemeSwitch"
"Verify, that 'Reset filter' button change 'Status' to default value ( ALL)","2731","testResetStatus","suite name","Mon Jun 09 14:45:57 GMT 2025","passed","Mon Jun 09 14:46:00 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testResetStatus"
"Filter acquirers by status.","2491","testFilterAcquirersByStatus","suite name","Mon Jun 09 14:42:06 GMT 2025","passed","Mon Jun 09 14:42:09 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testFilterAcquirersByStatus"
"Check password policy validation error messages when changing password in user menu","13026","testChangePasswordValidationMessages","suite name","Mon Jun 09 14:39:47 GMT 2025","passed","Mon Jun 09 14:40:00 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testChangePasswordValidationMessages"
"User navigate to 'System administration page'","1466","testNavigateToSystemAdministrationPage","suite name","Mon Jun 09 14:39:44 GMT 2025","passed","Mon Jun 09 14:39:46 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testNavigateToSystemAdministrationPage"
"Verify that business unit can be deleted","6299","testDeleteBusinessUnit","suite name","Mon Jun 09 14:41:11 GMT 2025","passed","Mon Jun 09 14:41:18 GMT 2025","xyz.npgw.test.run.EditBusinessUnitDialogTest","test name","xyz.npgw.test.run.EditBusinessUnitDialogTest","testDeleteBusinessUnit"
"Verify 'Add business unit' button is disabled if 'Select company' filter's field is cleaned","1865","testVerifyAddBusinessUnitButtonDefaultState","suite name","Mon Jun 09 14:38:22 GMT 2025","passed","Mon Jun 09 14:38:24 GMT 2025","xyz.npgw.test.run.AddBusinessUnitTest","test name","xyz.npgw.test.run.AddBusinessUnitTest","testVerifyAddBusinessUnitButtonDefaultState"
"The visibility of the 'Acquirers List' header, which contains a list of Acquirers.","1727","testVisibilityHeaderAndAcquirersList","suite name","Mon Jun 09 14:44:10 GMT 2025","passed","Mon Jun 09 14:44:11 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testVisibilityHeaderAndAcquirersList"
"Verify that users can be sorted in reverse alphabetical order","3127","testCheckSortingListOfUsersReverse","suite name","Mon Jun 09 14:37:32 GMT 2025","passed","Mon Jun 09 14:37:35 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testCheckSortingListOfUsersReverse"
"Verify that users can be sorted alphabetically","2794","testCheckSortingListOfUsersAlphabetically","suite name","Mon Jun 09 14:37:24 GMT 2025","passed","Mon Jun 09 14:37:27 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testCheckSortingListOfUsersAlphabetically"
"Filtering transactions by Currency","4332","testFilterTransactionsByCurrency","suite name","Mon Jun 09 14:39:02 GMT 2025","passed","Mon Jun 09 14:39:07 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testFilterTransactionsByCurrency"
"Verify that transactions are present in the table when a currency filter is applied on the last page","5393","testTableDisplayWhenCurrencyFilterAppliedWhileOnLastPage","suite name","Mon Jun 09 14:39:55 GMT 2025","passed","Mon Jun 09 14:40:00 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testTableDisplayWhenCurrencyFilterAppliedWhileOnLastPage"
"Verify, that 'Reset filter' button change 'Status' (two options are checked) to default value ( ALL)","2623","testResetMultiStatus","suite name","Mon Jun 09 14:45:15 GMT 2025","passed","Mon Jun 09 14:45:18 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testResetMultiStatus"
"Verify Reset filter cleans all the filters applied","18015","testResetAllTheFilters","suite name","Mon Jun 09 14:40:54 GMT 2025","passed","Mon Jun 09 14:41:12 GMT 2025","xyz.npgw.test.run.GatewayPageTest","test name","xyz.npgw.test.run.GatewayPageTest","testResetAllTheFilters"
"Download files: PDF, Excel, CSV","3707","testDownloadFiles","suite name","Mon Jun 09 14:42:15 GMT 2025","passed","Mon Jun 09 14:42:18 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testDownloadFiles"
"Verify that on the Transactions Page user can see Panel: Date range, Business unit, Currency, Payment method, Status, Amount, Reset filter, Apply data, Download file, Settings.","1862","testVisibilityOfControlPanelElements","suite name","Mon Jun 09 14:47:04 GMT 2025","passed","Mon Jun 09 14:47:06 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testVisibilityOfControlPanelElements"
"Company can be added by filling out required fields","4153","testAddCompanyByFillRequiredFields","suite name","Mon Jun 09 14:43:12 GMT 2025","passed","Mon Jun 09 14:43:16 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","test name","xyz.npgw.test.run.AddCompanyDialogTest","testAddCompanyByFillRequiredFields"
