"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Check that click on Logo return user to the dashboard page from other pages","1524","testClickLogoReturnToDashboardPage","Surefire suite","Thu Apr 17 08:55:16 GMT 2025","passed","Thu Apr 17 08:55:18 GMT 2025","xyz.npgw.test.run.HeaderComponentTest","Surefire test","xyz.npgw.test.run.HeaderComponentTest","testClickLogoReturnToDashboardPage"
"Check that Logo in header contains text 'NPGW' and image","1873","testLogoContainsTextAndImage","Surefire suite","Thu Apr 17 08:55:42 GMT 2025","passed","Thu Apr 17 08:55:44 GMT 2025","xyz.npgw.test.run.HeaderComponentTest","Surefire test","xyz.npgw.test.run.HeaderComponentTest","testLogoContainsTextAndImage"
"Unauthenticated users are automatically redirected to the 'Login page'","2595","testUnauthenticatedUserRedirectionToLoginPage","Surefire suite","Thu Apr 17 08:49:08 GMT 2025","passed","Thu Apr 17 08:49:10 GMT 2025","xyz.npgw.test.run.LoginPageTest","Surefire test","xyz.npgw.test.run.LoginPageTest","testUnauthenticatedUserRedirectionToLoginPage"
"Error message when trying to create a company with invalid length and special characters.","6075","testErrorForInvalidCompanyNameLengthAndCharacters","Surefire suite","Thu Apr 17 08:53:01 GMT 2025","passed","Thu Apr 17 08:53:07 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testErrorForInvalidCompanyNameLengthAndCharacters"
"Add users with roles [SUPER, ADMIN, USER] as super admin","15329","testAddUser","Surefire suite","Thu Apr 17 08:48:14 GMT 2025","passed","Thu Apr 17 08:48:30 GMT 2025","xyz.npgw.test.run.TeamPageTest","Surefire test","xyz.npgw.test.run.TeamPageTest","testAddUser"
"Displaying the number of rows on the screen when selecting Selector Rows.","3454","testCountSelectorRows","Surefire suite","Thu Apr 17 08:49:24 GMT 2025","passed","Thu Apr 17 08:49:28 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","Surefire test","xyz.npgw.test.run.TransactionsPageTest","testCountSelectorRows"
"User email is NOT remembered after first successful login with unchecked 'Remember me'","4575","testRememberMeUncheckedDontSaveUserEmail","Surefire suite","Thu Apr 17 08:48:50 GMT 2025","passed","Thu Apr 17 08:48:55 GMT 2025","xyz.npgw.test.run.LoginPageTest","Surefire test","xyz.npgw.test.run.LoginPageTest","testRememberMeUncheckedDontSaveUserEmail"
"User navigate to 'Reports page' after clicking on 'Reports' link on the header","1389","testNavigateToReportsPage","Surefire suite","Thu Apr 17 08:47:28 GMT 2025","passed","Thu Apr 17 08:47:30 GMT 2025","xyz.npgw.test.run.ReportsPageTest","Surefire test","xyz.npgw.test.run.ReportsPageTest","testNavigateToReportsPage"
"User email is remembered after first successful login with checked 'Remember me'","6107","testRememberMeCheckedSavesUserEmail","Surefire suite","Thu Apr 17 08:48:43 GMT 2025","passed","Thu Apr 17 08:48:49 GMT 2025","xyz.npgw.test.run.LoginPageTest","Surefire test","xyz.npgw.test.run.LoginPageTest","testRememberMeCheckedSavesUserEmail"
"Company can be added by filling out required fields","6513","testAddCompanyByFillRequiredFields","Surefire suite","Thu Apr 17 08:51:12 GMT 2025","passed","Thu Apr 17 08:51:19 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","Surefire test","xyz.npgw.test.run.AddCompanyDialogTest","testAddCompanyByFillRequiredFields"
"Displaying rows per page options when clicking on Selector Rows","3352","testCountOptionsSelectorRows","Surefire suite","Thu Apr 17 08:49:16 GMT 2025","passed","Thu Apr 17 08:49:20 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","Surefire test","xyz.npgw.test.run.TransactionsPageTest","testCountOptionsSelectorRows"
