"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify, that 'Reset filter' button change 'Currency' to default value ( ALL)","1927","testResetCurrency","suite name","Fri Jun 27 07:25:18 GMT 2025","passed","Fri Jun 27 07:25:20 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testResetCurrency"
"The 'Status' dropdown toggles and contains options All, Active, Inactive.","0","testOpenStatusDropdown","suite name","Fri Jun 27 07:15:03 GMT 2025","skipped","Fri Jun 27 07:15:03 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testOpenStatusDropdown"
"Verify that user can see selector Status Options","919","testTheVisibilityOfTheStatusSelectorOptions","suite name","Fri Jun 27 07:27:10 GMT 2025","passed","Fri Jun 27 07:27:11 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testTheVisibilityOfTheStatusSelectorOptions"
"Compare number of transactions with selected statuses in the table before and after filter","0","testFilterByStatus","suite name","Fri Jun 27 07:20:52 GMT 2025","skipped","Fri Jun 27 07:20:52 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testFilterByStatus"
"Compare number of transactions with selected statuses in the table before and after filter","0","testFilterByStatus","suite name","Fri Jun 27 07:20:52 GMT 2025","skipped","Fri Jun 27 07:20:52 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testFilterByStatus"
"Verify that clicking the Close button successfully closes the 'Add Company' dialog.","3982","testVerifyCloseAddCompanyDialogWhenCloseButtonIsClicked","suite name","Fri Jun 27 07:19:21 GMT 2025","passed","Fri Jun 27 07:19:25 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","test name","xyz.npgw.test.run.AddCompanyDialogTest","testVerifyCloseAddCompanyDialogWhenCloseButtonIsClicked"
"Verify company analyst can be deleted","12291","testDeleteCompanyAnalyst","suite name","Fri Jun 27 07:21:03 GMT 2025","passed","Fri Jun 27 07:21:16 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testDeleteCompanyAnalyst"
"Unauthenticated users are automatically redirected to the 'Login page'","2152","testUnauthenticatedUserRedirectionToLoginPage","suite name","Fri Jun 27 07:14:39 GMT 2025","passed","Fri Jun 27 07:14:42 GMT 2025","xyz.npgw.test.run.LoginPageTest","test name","xyz.npgw.test.run.LoginPageTest","testUnauthenticatedUserRedirectionToLoginPage"
"User navigate to 'System administration page'","868","testNavigateToSystemAdministrationPage","suite name","Fri Jun 27 07:19:32 GMT 2025","passed","Fri Jun 27 07:19:33 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testNavigateToSystemAdministrationPage"
"Unauthenticated users are automatically redirected to the 'Login page'","1870","testUnauthenticatedUserRedirectionToLoginPage","suite name","Fri Jun 27 07:14:36 GMT 2025","passed","Fri Jun 27 07:14:38 GMT 2025","xyz.npgw.test.run.LoginPageTest","test name","xyz.npgw.test.run.LoginPageTest","testUnauthenticatedUserRedirectionToLoginPage"
