"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Filtering transactions by Currency","15436","testFilterTransactionsByCurrency","suite name","Wed Sep 03 00:19:44 GMT 2025","passed","Wed Sep 03 00:19:59 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testFilterTransactionsByCurrency"
"Verify that 'NPGW reference' and 'Business unit reference' fields appear when clicking on 'Trx IDs'.","9775","testTransactionSearchByNpgwReference","suite name","Wed Sep 03 00:15:24 GMT 2025","passed","Wed Sep 03 00:15:34 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testTransactionSearchByNpgwReference"
"Verify, that 'Reset filter' button change 'Status' to default value (ALL)","12039","testResetStatusAsUser","suite name","Wed Sep 03 00:10:56 GMT 2025","passed","Wed Sep 03 00:11:08 GMT 2025","xyz.npgw.test.run.UserTransactionsPageTest","test name","xyz.npgw.test.run.UserTransactionsPageTest","testResetStatusAsUser"
"Move merchant-acquirer down to reduce their priority, Move merchant-acquirer up to increase their priority","25123","testMoveMerchantAcquirerDownAndUpButtons","suite name","Wed Sep 03 00:09:48 GMT 2025","passed","Wed Sep 03 00:10:13 GMT 2025","xyz.npgw.test.run.GatewayPageTest","test name","xyz.npgw.test.run.GatewayPageTest","testMoveMerchantAcquirerDownAndUpButtons"
"Correct merchant ID is sent to the server","3941","testCheckMerchantIdAsTestAdmin","suite name","Wed Sep 03 00:07:13 GMT 2025","passed","Wed Sep 03 00:07:17 GMT 2025","xyz.npgw.test.run.TestAdminDashboardPageTest","test name","xyz.npgw.test.run.TestAdminDashboardPageTest","testCheckMerchantIdAsTestAdmin"
"Check that click on Logo return user to the dashboard page from other pages","2454","testClickLogoReturnToDashboardPage","suite name","Wed Sep 03 00:09:12 GMT 2025","passed","Wed Sep 03 00:09:15 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testClickLogoReturnToDashboardPage"
"Reset company analyst password as company admin","14667","testResetPasswordForCompanyAnalystAsAdmin","suite name","Wed Sep 03 00:14:09 GMT 2025","passed","Wed Sep 03 00:14:23 GMT 2025","xyz.npgw.test.run.TeamPageLogoutTest","test name","xyz.npgw.test.run.TeamPageLogoutTest","testResetPasswordForCompanyAnalystAsAdmin"
"Verify, that 'Reset filter' button change 'Amount' to default","3855","testResetAmountAsAdmin","suite name","Wed Sep 03 00:16:17 GMT 2025","passed","Wed Sep 03 00:16:21 GMT 2025","xyz.npgw.test.run.AdminTransactionsPageTest","test name","xyz.npgw.test.run.AdminTransactionsPageTest","testResetAmountAsAdmin"
"Verify text content for Header and Main body on 'Change business unit control activity' dialog","6327","testVerifyWarningModalWindowChangeActivityForBusinessUnitControlTable","suite name","Wed Sep 03 00:25:38 GMT 2025","passed","Wed Sep 03 00:25:44 GMT 2025","xyz.npgw.test.run.FraudControlTest","test name","xyz.npgw.test.run.FraudControlTest","testVerifyWarningModalWindowChangeActivityForBusinessUnitControlTable"
"Table column headers fit inside viewport on each page when navigating through paginated results","10286","testColumnHeadersDisplayCorrectlyOnAllPages","suite name","Wed Sep 03 00:16:47 GMT 2025","passed","Wed Sep 03 00:16:57 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testColumnHeadersDisplayCorrectlyOnAllPages"
"The transaction table data on the UI matches the exported CSV file data.","18534","testTransactionTableMatchesDownloadedCsv","suite name","Wed Sep 03 00:21:46 GMT 2025","passed","Wed Sep 03 00:22:05 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testTransactionTableMatchesDownloadedCsv"
"'Reset filter' clears selected options to default","5295","testResetFilter","suite name","Wed Sep 03 00:12:29 GMT 2025","passed","Wed Sep 03 00:12:34 GMT 2025","xyz.npgw.test.run.DashboardPageTest","test name","xyz.npgw.test.run.DashboardPageTest","testResetFilter"
"Add a new user and verify that all fields, statuses, and icons are correctly displayed.","8899","testAddCompanyAnalyst","suite name","Wed Sep 03 00:07:20 GMT 2025","passed","Wed Sep 03 00:07:29 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testAddCompanyAnalyst"
"Verify the default 'Rows per page' value is 25 and the dropdown contains the correct options.","5008","testRowsPerPageDropdownOptions","suite name","Wed Sep 03 00:18:07 GMT 2025","passed","Wed Sep 03 00:18:12 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testRowsPerPageDropdownOptions"
"Verify that selecting a 'Rows per page' option displays the correct number of rows in the table.","11608","testRowsPerPageSelectionDisplaysCorrectNumberOfRows","suite name","Wed Sep 03 00:18:14 GMT 2025","passed","Wed Sep 03 00:18:25 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testRowsPerPageSelectionDisplaysCorrectNumberOfRows"
"Verify that the Company admin can see all the company's business units in the Business unit dropdown list","2181","testTheVisibilityOfTheAvailableBusinessUnitOptionsAsAdmin","suite name","Wed Sep 03 00:17:13 GMT 2025","passed","Wed Sep 03 00:17:15 GMT 2025","xyz.npgw.test.run.AdminTransactionsPageTest","test name","xyz.npgw.test.run.AdminTransactionsPageTest","testTheVisibilityOfTheAvailableBusinessUnitOptionsAsAdmin"
"'Reset filter' clears selected options to default","0","testResetFilter","suite name","Wed Sep 03 00:06:57 GMT 2025","unknown","Wed Sep 03 00:06:57 GMT 2025","xyz.npgw.test.run.ReportsPageTest","test name","xyz.npgw.test.run.ReportsPageTest","testResetFilter"
"User navigate to 'System administration page'","1740","testNavigateToSystemAdministrationPage","suite name","Wed Sep 03 00:09:19 GMT 2025","passed","Wed Sep 03 00:09:21 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testNavigateToSystemAdministrationPage"
"Edit Fraud Control","5532","testEditFraudControl","suite name","Wed Sep 03 00:25:21 GMT 2025","passed","Wed Sep 03 00:25:27 GMT 2025","xyz.npgw.test.run.FraudControlTest","test name","xyz.npgw.test.run.FraudControlTest","testEditFraudControl"
