"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"User navigate to 'Reports page' after clicking on 'Reports' link on the header","1242","testNavigateToReportsPage","suite name","Sat May 17 12:09:45 GMT 2025","passed","Sat May 17 12:09:46 GMT 2025","xyz.npgw.test.run.ReportsPageTest","test name","xyz.npgw.test.run.ReportsPageTest","testNavigateToReportsPage"
"Error message when trying to create a company with invalid length and special characters.","4443","testErrorForInvalidCompanyNameLengthAndCharacters","suite name","Sat May 17 12:08:57 GMT 2025","passed","Sat May 17 12:09:02 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","test name","xyz.npgw.test.run.AddCompanyDialogTest","testErrorForInvalidCompanyNameLengthAndCharacters"
"Unauthenticated users are automatically redirected to the 'Login page'","1184","testUnauthenticatedUserRedirectionToLoginPage","suite name","Sat May 17 12:05:46 GMT 2025","passed","Sat May 17 12:05:47 GMT 2025","xyz.npgw.test.run.LoginPageTest","test name","xyz.npgw.test.run.LoginPageTest","testUnauthenticatedUserRedirectionToLoginPage"
"Displaying rows per page options when clicking on Selector Rows","3742","testCountOptionsSelectorRows","suite name","Sat May 17 12:08:07 GMT 2025","passed","Sat May 17 12:08:11 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testCountOptionsSelectorRows"
"Status filter correctly displays users with 'Active' or 'Inactive' status","16086","testStatusFilterDisplaysCorrectUsers","suite name","Sat May 17 12:06:03 GMT 2025","passed","Sat May 17 12:06:19 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testStatusFilterDisplaysCorrectUsers"
"Log out via button in the Header","1589","testLogOutViaButtonInHeader","suite name","Sat May 17 12:06:35 GMT 2025","passed","Sat May 17 12:06:36 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testLogOutViaButtonInHeader"
"Verify that 'Company name' field is prefilled and impossible to change","14667","testCompanyNameFieldDefaultState","suite name","Sat May 17 12:06:20 GMT 2025","passed","Sat May 17 12:06:34 GMT 2025","xyz.npgw.test.run.AddBusinessUnitTest","test name","xyz.npgw.test.run.AddBusinessUnitTest","testCompanyNameFieldDefaultState"
"Displaying selected currency","4749","testFilterDisplaysSelectedCurrency","suite name","Sat May 17 12:09:14 GMT 2025","passed","Sat May 17 12:09:19 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testFilterDisplaysSelectedCurrency"
"Verifies that the status radio buttons ('Active' and 'Inactive') toggle correctly.","2624","testToggleStatusRadioButtonsCorrectly","suite name","Sat May 17 12:11:09 GMT 2025","passed","Sat May 17 12:11:12 GMT 2025","xyz.npgw.test.run.AddAcquirerDialogTest","test name","xyz.npgw.test.run.AddAcquirerDialogTest","testToggleStatusRadioButtonsCorrectly"
"Verify that user can see selector Status Options","2278","testTheVisibilityOfTheStatusSelectorOptions","suite name","Sat May 17 12:10:58 GMT 2025","passed","Sat May 17 12:11:00 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testTheVisibilityOfTheStatusSelectorOptions"
"Error is displayed when trying to create a company with special characters in the name.","3425","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters","suite name","Sat May 17 12:09:12 GMT 2025","passed","Sat May 17 12:09:16 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","test name","xyz.npgw.test.run.AddCompanyDialogTest","testErrorIsDisplayedWhenCreatingCompanyWithSpecialCharacters"
"Deactivate user by 'Change user activity button' and verify status change","0","testDeactivateUserViaChangeUserActivityButton","suite name","Sat May 17 12:05:09 GMT 2025","unknown","Sat May 17 12:05:09 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testDeactivateUserViaChangeUserActivityButton"
"Verify that the 'Add Acquirer' form opens with the correct header and input fields, and closes correctly.","5457","testAddAcquirerFormOpensWithCorrectHeaderAndFieldsAndClosesCorrectly","suite name","Sat May 17 12:10:04 GMT 2025","passed","Sat May 17 12:10:09 GMT 2025","xyz.npgw.test.run.AddAcquirerDialogTest","test name","xyz.npgw.test.run.AddAcquirerDialogTest","testAddAcquirerFormOpensWithCorrectHeaderAndFieldsAndClosesCorrectly"
"Download files: PDF, Excel, CVS","4784","testDownloadFiles","suite name","Sat May 17 12:08:21 GMT 2025","passed","Sat May 17 12:08:26 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testDownloadFiles"
"Filter acquirers by status.","4697","testFilterAcquirersByStatus","suite name","Sat May 17 12:07:16 GMT 2025","passed","Sat May 17 12:07:21 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testFilterAcquirersByStatus"
"Edit user under company admin","0","testEditCompanyUser","suite name","Sat May 17 12:05:09 GMT 2025","unknown","Sat May 17 12:05:09 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testEditCompanyUser"
"Displaying selected currency","5375","testFilterDisplaysSelectedCurrency","suite name","Sat May 17 12:09:05 GMT 2025","passed","Sat May 17 12:09:10 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testFilterDisplaysSelectedCurrency"
"The presence of the dropdown options export table data to  file","4357","testPresenceOfDownloadFilesOptions","suite name","Sat May 17 12:10:08 GMT 2025","passed","Sat May 17 12:10:12 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testPresenceOfDownloadFilesOptions"
"Verify that the placeholder text for each field is correct.","3010","testVerifyPlaceholders","suite name","Sat May 17 12:10:05 GMT 2025","passed","Sat May 17 12:10:08 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","test name","xyz.npgw.test.run.AddCompanyDialogTest","testVerifyPlaceholders"
"Filtering transactions by Currency","5377","testFilterTransactionsByCurrency","suite name","Sat May 17 12:09:35 GMT 2025","passed","Sat May 17 12:09:40 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testFilterTransactionsByCurrency"
"Edit Amount","6852","testEditAmount","suite name","Sat May 17 12:08:38 GMT 2025","passed","Sat May 17 12:08:45 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testEditAmount"
"Check validation error messages when changing password","0","testChangePasswordValidationMessages","suite name","Sat May 17 12:05:09 GMT 2025","unknown","Sat May 17 12:05:09 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testChangePasswordValidationMessages"
"Create company analyst","0","testCreateCompanyAnalystAndDeactivate","suite name","Sat May 17 12:05:09 GMT 2025","unknown","Sat May 17 12:05:09 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testCreateCompanyAnalystAndDeactivate"
"Log out via button in the user menu","3435","testLogOutViaButtonInUserMenu","suite name","Sat May 17 12:06:40 GMT 2025","passed","Sat May 17 12:06:43 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testLogOutViaButtonInUserMenu"
"Added company appears in the 'Select company' dropdown list","5020","testVerifyCompanyPresenceInDropdown","suite name","Sat May 17 12:09:30 GMT 2025","passed","Sat May 17 12:09:35 GMT 2025","xyz.npgw.test.run.AddCompanyDialogTest","test name","xyz.npgw.test.run.AddCompanyDialogTest","testVerifyCompanyPresenceInDropdown"
"The visibility of elements in the 'Acquirers List' control panel","3389","testVisibilityAcquirersListControlTab","suite name","Sat May 17 12:09:09 GMT 2025","passed","Sat May 17 12:09:12 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testVisibilityAcquirersListControlTab"
"Verify content of 'Generation Parameters dialog'","3428","testContentOfGenerationParametersDalog","suite name","Sat May 17 12:09:32 GMT 2025","passed","Sat May 17 12:09:35 GMT 2025","xyz.npgw.test.run.ReportsPageTest","test name","xyz.npgw.test.run.ReportsPageTest","testContentOfGenerationParametersDalog"
"Download files: PDF, Excel, CVS","4340","testDownloadFiles","suite name","Sat May 17 12:08:31 GMT 2025","passed","Sat May 17 12:08:35 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testDownloadFiles"
"User email is NOT remembered after first successful login with unchecked 'Remember me'","3423","testRememberMeUncheckedDontSaveUserEmail","suite name","Sat May 17 12:05:37 GMT 2025","passed","Sat May 17 12:05:40 GMT 2025","xyz.npgw.test.run.LoginPageTest","test name","xyz.npgw.test.run.LoginPageTest","testRememberMeUncheckedDontSaveUserEmail"
"Verify that re-selecting an already selected status keeps the selection unchanged.","9646","testRetainStatusWhenReSelectingSameOption","suite name","Sat May 17 12:07:43 GMT 2025","passed","Sat May 17 12:07:52 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testRetainStatusWhenReSelectingSameOption"
"Choose amount popup functionality","7330","testChooseAmountPopUp","suite name","Sat May 17 12:07:57 GMT 2025","passed","Sat May 17 12:08:04 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testChooseAmountPopUp"
"Error message is displayed when start date is after end date.","2170","testErrorMessageForReversedDateRange","suite name","Sat May 17 12:07:49 GMT 2025","passed","Sat May 17 12:07:51 GMT 2025","xyz.npgw.test.run.DashboardPageTest","test name","xyz.npgw.test.run.DashboardPageTest","testErrorMessageForReversedDateRange"
"Add a new user and verify that all fields, statuses, and icons are correctly displayed(e2e).","0","testAddCompanyAnalyst","suite name","Sat May 17 12:05:09 GMT 2025","unknown","Sat May 17 12:05:09 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testAddCompanyAnalyst"
"Filter acquirers by status.","4170","testFilterAcquirersByStatus","suite name","Sat May 17 12:07:26 GMT 2025","passed","Sat May 17 12:07:30 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testFilterAcquirersByStatus"
"Edits the user's role and status, verifies the updates, and reactivates the user(e2e).","1","testEditUser","suite name","Sat May 17 12:05:08 GMT 2025","unknown","Sat May 17 12:05:08 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testEditUser"
"Verify that the Company admin can see all the company's business units in the Business unit dropdown list","0","testTheVisibilityOfTheAvailableBusinessUnitOptions","suite name","Sat May 17 12:05:09 GMT 2025","unknown","Sat May 17 12:05:09 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testTheVisibilityOfTheAvailableBusinessUnitOptions"
"Verify that a new Acquirer can be successfully created and appears in the Acquirers dropdown.","9556","testAcquirerSuccessfullyCreatedAndAppearsInDropdown","suite name","Sat May 17 12:09:51 GMT 2025","passed","Sat May 17 12:10:00 GMT 2025","xyz.npgw.test.run.AddAcquirerDialogTest","test name","xyz.npgw.test.run.AddAcquirerDialogTest","testAcquirerSuccessfullyCreatedAndAppearsInDropdown"
