"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that business unit cannot be deleted if there are users associated with it","4964","testDeletingBusinessUnitWithUsersFailsWithError","suite name","Mon Jul 21 19:40:27 GMT 2025","passed","Mon Jul 21 19:40:32 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testDeletingBusinessUnitWithUsersFailsWithError"
"Validates successful business unit addition to company (E2E test).","6817","testAddBusinessUnitEndToEndTest","suite name","Mon Jul 21 19:38:42 GMT 2025","passed","Mon Jul 21 19:38:49 GMT 2025","xyz.npgw.test.run.AddEditBusinessUnitTest","test name","xyz.npgw.test.run.AddEditBusinessUnitTest","testAddBusinessUnitEndToEndTest"
"Error message is displayed when start date is after end date.","2053","testErrorMessageForReversedDateRange","suite name","Mon Jul 21 19:30:58 GMT 2025","passed","Mon Jul 21 19:31:00 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testErrorMessageForReversedDateRange"
"'Reset' button clears selected filter values and resets them to default.","5560","testResetFilter","suite name","Mon Jul 21 19:33:19 GMT 2025","passed","Mon Jul 21 19:33:25 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testResetFilter"
"Verify Selecting 'Rows Per Page' Option Updates the Field Value.","9366","testSelectingRowsPerPageOptionUpdatesFieldValue","suite name","Mon Jul 21 19:34:25 GMT 2025","passed","Mon Jul 21 19:34:34 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testSelectingRowsPerPageOptionUpdatesFieldValue"
"Verify Minimum and Maximum Password Length Restrictions (negative)","1748","testPasswordLengthRestrictionsOnChange","suite name","Mon Jul 21 19:41:52 GMT 2025","passed","Mon Jul 21 19:41:53 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testPasswordLengthRestrictionsOnChange"
"Filter acquirers by status.","6380","testFilterAcquirersByStatus","suite name","Mon Jul 21 19:32:48 GMT 2025","passed","Mon Jul 21 19:32:54 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testFilterAcquirersByStatus"
"User navigate to 'System administration page'","789","testNavigateToSystemAdministrationPage","suite name","Mon Jul 21 19:39:07 GMT 2025","passed","Mon Jul 21 19:39:08 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testNavigateToSystemAdministrationPage"
"'Creation Date' column sorts ascending by default and descending on click.","28363","testSortByCreationDate","suite name","Mon Jul 21 19:36:21 GMT 2025","passed","Mon Jul 21 19:36:50 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testSortByCreationDate"
"Verify, that 'Reset filter' button change 'Status' to default value ( ALL)","2699","testResetStatus","suite name","Mon Jul 21 19:33:40 GMT 2025","passed","Mon Jul 21 19:33:42 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testResetStatus"
"Add new system admin under super admin","6977","testAddSystemAdmin","suite name","Mon Jul 21 19:36:17 GMT 2025","passed","Mon Jul 21 19:36:24 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testAddSystemAdmin"
"Verify that the user can switch to the light theme","1423","testLightColorThemeSwitch","suite name","Mon Jul 21 19:41:26 GMT 2025","passed","Mon Jul 21 19:41:28 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testLightColorThemeSwitch"
"Compare number of transactions with selected statuses in the table before and after filter","9892","testFilterByStatus","suite name","Mon Jul 21 19:32:41 GMT 2025","passed","Mon Jul 21 19:32:51 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testFilterByStatus"
"Verify the default 'Rows Per Page' value is 25 and the dropdown contains the correct options.","4803","testRowsPerPageDropdownOptions","suite name","Mon Jul 21 19:33:46 GMT 2025","passed","Mon Jul 21 19:33:50 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testRowsPerPageDropdownOptions"
"Verify that business unit can be deleted","6064","testDeleteBusinessUnit","suite name","Mon Jul 21 19:39:36 GMT 2025","passed","Mon Jul 21 19:39:42 GMT 2025","xyz.npgw.test.run.AddEditBusinessUnitTest","test name","xyz.npgw.test.run.AddEditBusinessUnitTest","testDeleteBusinessUnit"
"Check that Logo in header contains text 'NPGW' and image","105","testLogoContainsTextAndImage","suite name","Mon Jul 21 19:41:43 GMT 2025","passed","Mon Jul 21 19:41:43 GMT 2025","xyz.npgw.test.run.HeaderTest","test name","xyz.npgw.test.run.HeaderTest","testLogoContainsTextAndImage"
"Compare number of transactions with selected statuses in the table before and after filter","9063","testFilterByStatus","suite name","Mon Jul 21 19:32:11 GMT 2025","passed","Mon Jul 21 19:32:20 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testFilterByStatus"
"Verify Reset filter cleans all the filters applied","22904","testResetAllTheFilters","suite name","Mon Jul 21 19:40:16 GMT 2025","passed","Mon Jul 21 19:40:39 GMT 2025","xyz.npgw.test.run.GatewayPageTest","test name","xyz.npgw.test.run.GatewayPageTest","testResetAllTheFilters"
"Verify that 'NPGW reference' and 'Business unit reference' fields appear when clicking on 'Trx IDs'.","1601","testSearchOptionsVisibleAfterClickingTrxIds","suite name","Mon Jul 21 19:34:15 GMT 2025","passed","Mon Jul 21 19:34:16 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testSearchOptionsVisibleAfterClickingTrxIds"
"User navigate to 'Transactions page' after clicking on 'Transactions' link on the header","1197","testNavigateToTransactionsPage","suite name","Mon Jul 21 19:31:05 GMT 2025","passed","Mon Jul 21 19:31:06 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testNavigateToTransactionsPage"
"Error message is shown for company name is shorter than 4 or longer than 100 characters.","2819","testVerifyErrorMessageForInvalidCompanyNameLength","suite name","Mon Jul 21 19:44:28 GMT 2025","passed","Mon Jul 21 19:44:31 GMT 2025","xyz.npgw.test.run.CompaniesAndBusinessUnitsTest","test name","xyz.npgw.test.run.CompaniesAndBusinessUnitsTest","testVerifyErrorMessageForInvalidCompanyNameLength"
"Verify that click on Cancel button cancels the Merchant Acquirer status change","9906","testCloseButtonInChangeMerchantAcquirerActivityDialog","suite name","Mon Jul 21 19:38:23 GMT 2025","passed","Mon Jul 21 19:38:33 GMT 2025","xyz.npgw.test.run.GatewayPageTest","test name","xyz.npgw.test.run.GatewayPageTest","testCloseButtonInChangeMerchantAcquirerActivityDialog"
"Download files: PDF, Excel, CSV","10674","testDownloadFiles","suite name","Mon Jul 21 19:30:04 GMT 2025","passed","Mon Jul 21 19:30:14 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testDownloadFiles"
"Verify company analyst can be deleted","7332","testDeleteCompanyAnalyst","suite name","Mon Jul 21 19:40:36 GMT 2025","passed","Mon Jul 21 19:40:44 GMT 2025","xyz.npgw.test.run.TeamPageTest","test name","xyz.npgw.test.run.TeamPageTest","testDeleteCompanyAnalyst"
"Filtering transactions by date range","2586","testFilteringTransactionsByDateRange","suite name","Mon Jul 21 19:34:48 GMT 2025","passed","Mon Jul 21 19:34:50 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testFilteringTransactionsByDateRange"
"Delete Active Fraud Control added to Business Unit","5411","testDeleteActiveFraudControlAddedToBusinessUnit","suite name","Mon Jul 21 19:44:34 GMT 2025","broken","Mon Jul 21 19:44:39 GMT 2025","xyz.npgw.test.run.FraudControlTest","test name","xyz.npgw.test.run.FraudControlTest","testDeleteActiveFraudControlAddedToBusinessUnit"
"Download files: PDF, Excel, CSV","12238","testDownloadFiles","suite name","Mon Jul 21 19:30:20 GMT 2025","passed","Mon Jul 21 19:30:32 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testDownloadFiles"
"Compare number of transactions with selected statuses in the table before and after filter","11378","testFilterByStatus","suite name","Mon Jul 21 19:32:25 GMT 2025","passed","Mon Jul 21 19:32:36 GMT 2025","xyz.npgw.test.run.TransactionsTableTest","test name","xyz.npgw.test.run.TransactionsTableTest","testFilterByStatus"
"Verify Acquirer status 'Active/Inactive' is displayed in column 'Status'","11431","testVerifyAcquirerStatus","suite name","Mon Jul 21 19:34:38 GMT 2025","passed","Mon Jul 21 19:34:49 GMT 2025","xyz.npgw.test.run.AcquirersPageTest","test name","xyz.npgw.test.run.AcquirersPageTest","testVerifyAcquirerStatus"
"Correct transaction summary mock data is displayed on Dashboard page","9777","testTransactionSummaryMock","suite name","Mon Jul 21 19:36:27 GMT 2025","passed","Mon Jul 21 19:36:37 GMT 2025","xyz.npgw.test.run.DashboardPageTest","test name","xyz.npgw.test.run.DashboardPageTest","testTransactionSummaryMock"
"Reset Amount Values","5278","testResetAmountValues","suite name","Mon Jul 21 19:31:47 GMT 2025","passed","Mon Jul 21 19:31:52 GMT 2025","xyz.npgw.test.run.TransactionsPageTest","test name","xyz.npgw.test.run.TransactionsPageTest","testResetAmountValues"
